Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
inclu_consentsecsamp_rsch,présentation,Critères d'inclusion,"Utilisation future d'échantillons pseudonymisés dans des recherches éthiques approuvées, y compris la recherche dans d'autres pays","1, oui | 0, non","Fait référence au consentement à une utilisation secondaire future d'échantillons pseudonymisés dans des recherches approuvées éthiquement, y compris la recherche dans d'autres pays",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentsecsamp_prod,présentation,Critères d'inclusion,"Utilisation future d'échantillons ou de matériaux pseudonymisés ou de données mères de ces échantillons pour fabriquer des tests, traitements ou autres produits, y compris des produits commerciaux","1, oui | 0, non","Fait référence au consentement pour une future utilisation secondaire d'échantillons ou de matériaux pseudonymisés ou de données connues de ces échantillons pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentsecsamp_gen,présentation,Critères d'inclusion,"Utilisation future d'échantillons génétiques pseudonyés dans des recherches approuvées éthiquement, y compris la recherche dans d'autres pays","1, oui | 0, non","Fait référence au consentement à une utilisation secondaire future d'échantillons génétiques pseudonymisés dans des recherches éthiques approuvées, y compris la recherche dans d'autres pays",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentcont,présentation,Critères d'inclusion,Contact,,,,,
inclu_consentcont_nstudy,présentation,Critères d'inclusion,"À contacter pour participer à de futurs travaux, y compris des études de recherche","1, oui | 0, non","Fait référence aux contacts à contacter pour participer à de futurs travaux, y compris des études de recherche",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
dates_onsetdate,présentation,Début et présentation,Date de début du premier / ancien symptôme,,Cela fait référence à la date d'apparition du premier / premier symptôme qui est cliniquement lié à l'épisode actuel de la maladie.,"Fournir la date du premier symptôme qui, selon vous, était lié à cet épisode de maladie au format DD / mm / yyyy.",,
dates_firstsym,présentation,Début et présentation,Symptômes (s) pendant les premières 24 heures de maladie (sélectionnez tout ce qui s'applique),,"Cela fait référence au premier symptôme, ou symptômes (s'il s'est produit en même temps), que vous croyez cliniquement lié à cet épisode de maladie.",Sélectionnez tous les symptômes que le patient a ressentis au cours des 24 premières heures de maladie (sélectionnez tout ce qui s'applique).,,
dates_consult,présentation,Début et présentation,Date de la première consultation clinique,,Cela fait référence à la date de la première consultation clinique liée à l'épisode actuel de la maladie.,Fournir la date de la première consultation clinique liée à l'épisode actuel de maladie au format DD / mm / yyyy.,,
dates_adm,présentation,Début et présentation,Admis à l'hôpital,"1, oui | 0, non | 99, inconnu",Cela fait référence à l'admission du patient à votre site pour la maladie actuelle.,"Indiquez «oui», si ce patient a été admis sur votre site.",,
dates_adm_reas,présentation,Début et présentation,Raison de l'hospitalisation,,Cela fait référence à la raison (indication) de l'hospitalisation.,"Si «oui», spécifiez la raison (indication) de l'hospitalisation.",,
dates_admdate,présentation,Début et présentation,Date d'admission à l'hôpital,,Cela fait référence à la date d'hospitalisation / d'admission du patient sur votre site pour la maladie actuelle.,Entrez la date d'hospitalisation / admission à votre site (au format DD / mm / yyyy).,,
dates_admtime,présentation,Début et présentation,Heure de l'admission à l'hôpital,,Cela fait référence à l'admission du patient à votre site pour la maladie actuelle.,Entrez le temps d'entrée sur votre site au format 24 heures sur 24 (00:00 - 24h00).,,
dates_enrolment,présentation,Début et présentation,Date d'inscription / démarrage de la collecte de données,,Il s'agit de la date d'inscription / début de la collecte de données.,Entrez la date de l'inscription de l'étude des patients au format du jour / mois / an (DD / mm / yyyy).,,
readm_prevadm,présentation,Réadmission et broche précédente,Le patient a-t-il été admis auparavant ou transféré d'une autre installation au cours de cet épisode de maladie?,"1, oui-admis précédemment à cette installation et déchargé | 2, oui-admis à d'autres installations et libéré | 3, oui-admis à une autre installation, puis transféré dans cette installation | 0, non | 99, inconnu",Cela fait référence à l'admission précédente à un établissement de santé ou au transfert d'un autre établissement de santé au cours de l'épisode actuel de maladie.,Sélectionnez l'option la plus appropriée qui représente si le patient admis auparavant ou transféré à partir de tout autre établissement au cours de cet épisode de maladie.,,
readm_prevsite,présentation,Réadmission et broche précédente,Nom de l'installation de transfert,,Cela fait référence au nom de l'installation à partir duquel le patient a déjà été admis ou transféré.,Entrez le nom de l'installation à partir duquel le patient a déjà été admis ou transféré.,,
readm_numprev,présentation,Réadmission et broche précédente,Nombre total d'admissions précédentes pour cette infection,,Cela fait référence au nombre de fois (pour cette infection) que le patient a été admis dans un établissement de santé.,"Indiquez le nombre de fois (pour cette infection), le patient a été admis dans un établissement de santé.",,
readm_firstadmdt,présentation,Réadmission et broche précédente,Date de l'admission la plus précoce pour cette infection,,"Cela fait référence à la date de la première admission pour cette maladie. Si le patient était d'abord «admis dans d'autres établissements, puis transféré dans le dossier de cet établissement, la date à laquelle le patient a été admis dans l'autre établissement de santé.",Écrivez la date au format DD / mm / Yyyy.,,
readm_difpin,présentation,Réadmission et broche précédente,Les données du patient ont-elles été précédemment collectées sous un autre numéro d'identification des participants (PIN)?,"1, oui | 0, non | 99, inconnu",,Indiquez «oui» si les données du patient ont été précédemment collectées sous un autre numéro d'identification des participants (PIN),,
readm_prevpin,présentation,Réadmission et broche précédente,Numéro d'identification précédent des participants (PIN),,Le numéro d'identification ou le PIN des participants est un numéro unique utilisé pour identifier les données du patient (participant).,Écrivez le numéro d'identification des participants (PIN).,,
readm_reas,présentation,Réadmission et broche précédente,Le patient est-il réadmis avec ou en raison d'une infection par pathogène d'intérêt?,"1, oui | 0, non | 99, inconnu",Cela fait référence à la réadmission du patient avec ou en raison d'une infection par pathogène d'intérêt.,Indiquez «oui» si le patient est réadmis avec ou en raison d'une infection par un agent pathogène d'intérêt.,,
demog_sex,présentation,Démographie,Sexe à la naissance,"1, mâle | 2, femme | 88, autre | 99, non spécifié / inconnu",Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,Sélectionnez l'option la plus appropriée qui représente les caractéristiques sexuelles physiques à la naissance.,,
demog_sex_oth,présentation,Démographie,Si autre: spécifiez le sexe à la naissance,,Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,"Si «autre», spécifiez les caractéristiques sexuelles physiques à la naissance.",,
demog_birthdate,présentation,Démographie,Date de naissance,,Cela fait référence à la date du calendrier à laquelle le patient est né.,Enregistrez la date de naissance des participants au format DD / mm / yyyy.,,
demog_gender,présentation,Démographie,Genre,"1, homme | 2, femme | 3, transgenre | 4, non binaire | 88, autre | 99, inconnu","Cela fait référence au sens de son sexe d'une personne, qui peut ou non correspondre au sexe génotypique ou phénotypique de l'individu.",Sélectionnez l'option la plus appropriée qui représente l'identité de genre du patient.,,
demog_gender_oth,présentation,Démographie,Si autre: spécifiez le sexe,,"Cela fait référence au sens de son sexe d'une personne, qui peut ou non correspondre au sexe génotypique ou phénotypique de l'individu.",Si «d'autres» spécifient l'identité de genre du patient.,,
demog_age,présentation,Démographie,Âge,,Cela fait référence à l'âge du patient.,"Pour les participants de plus de deux ans, veuillez signaler l'âge en années. Pour les enfants de moins d'un an, veuillez vous présenter en mois. Pour les nouveau-nés en dessous de l'âge d'un mois, veuillez vous présenter en quelques jours.",,
demog_age_units,présentation,Démographie,Unités d'âge,"1, années | 2, mois | 3, jours",Cela fait référence à l'âge du patient à la présentation au centre de santé.,Sélectionnez les unités les plus appropriées pour l'âge.,,
demog_country,présentation,Démographie,Pays,,,Indiquer le pays d'inscription,,
demog_height,présentation,Démographie,Hauteur (sélectionnez les unités),,Estimation réelle ou la plus proche de la hauteur au moment de l'admission.,,,
demog_height_cm,présentation,Démographie,Hauteur (cm),,"Il s'agit de la distance entre la semelle et la couronne de la tête avec le corps debout sur une surface plane et entièrement étendue, mesurée en centimètres. Pour les enfants de moins de 2 ans, veuillez utiliser la longueur du corps (mesuré en couchage en décubitus dorsal).","Indiquez la hauteur du patient en centimètres (cm). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",,
demog_height_in,présentation,Démographie,Hauteur (in),,"Il s'agit de la distance entre la semelle et la couronne de la tête avec le corps debout sur une surface plane et entièrement étendue, mesurée en pouces. Pour les enfants de moins de 2 ans, veuillez utiliser la longueur du corps (mesuré en couchage en décubitus dorsal).","Indiquez la hauteur du patient en pouces (in). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",,
demog_weight,présentation,Démographie,Poids (Sélectionnez Unités),,Estimation réelle ou la plus proche du poids au moment de l'admission.,,,
demog_weight_kg,présentation,Démographie,Poids (kg),,"Cela fait référence au poids d'un sujet, exprimé en kilogrammes (kg).",Indiquez le poids du patient en kilogrammes (kg).,,
demog_weight_lb,présentation,Démographie,Poids (LB),,"Il s'agit du poids d'un sujet, exprimé en livres (LB).",Indiquez le poids du patient en livres (LB).,,
demog_race,présentation,Démographie,Race (sélectionnez tout ce qui s'applique),"1, Arab | 2, noir | 3, Asie de l'Est | 4, sud-asiatique | 5, Asie du Sud-Est | 6, Asie occidentale | 7, Amérique latine | 8, blanc | 9, Autochtones / Premières nations / indigènes | 88, autre | 99, inconnu",Cela fait référence à une catégorie d'origine ancestrale géographique qui est affectée à un groupe de population basé principalement sur des caractéristiques physiques qui sont considérées comme distinctes et inhérentes.,Sélectionnez tout ce qui s'applique.,,
demog_race_other,présentation,Démographie,Si autre: spécifiez la race,,Cela fait référence à une catégorie d'origine ancestrale géographique qui est affectée à un groupe de population basé principalement sur des caractéristiques physiques qui sont considérées comme distinctes et inhérentes.,"Si «autre», spécifiez la race.",,
demog_healthcare,présentation,Démographie,Employé comme agent de santé,"1, oui | 0, non | 99, inconnu",Cela fait référence à un patient employé dans l'industrie des soins de santé.,Sélectionnez l'option la plus appropriée.,,
demog_healthcare_ptfacing,présentation,Démographie,Face au patient,"1, oui | 0, non | 99, inconnu",Cela fait référence à un patient qui est utilisé dans l'industrie des soins de santé dispensant des soins dans des milieux orientés patients (c'est-à-dire des rôles qui impliquent une interaction directement avec les patients).,Sélectionnez l'option la plus appropriée.,,
demog_healthcare_expbiosample,présentation,Démographie,Exposé à des échantillons biologiques,"1, oui | 0, non | 99, inconnu","Cela fait référence à un patient qui est employé dans l'industrie de la santé, dispensant des soins dans des contextes non professionnels, mais qui sont exposés à des échantillons biologiques (par exemple, le personnel de laboratoire, les gestionnaires de déchets médicaux).",Sélectionnez l'option la plus appropriée.,,
demog_riskoccupa,présentation,Démographie,Occupation du patient,,Cela fait référence à l'activité principale qu'une personne fait pour gagner sa vie.,Sélectionnez tout ce qui s'applique.,,
demog_occupation,présentation,Démographie,Emplacement principal de l'occupation,"1, travaillant à domicile ou chômeurs | 2, à l'intérieur du bureau / santé / éducation / hospitalité / entreprise / maisons | 3, à l'intérieur-facteur | 8, Contact animal extérieur (vétérinaire, agriculteur animal, travailleur des abattoirs) | 4, Outdoors-Agriculture / Forestry / Fisheries | 5, Construction en plein air / industriel / minier | 6, Forces armées | 7, étudiant | 88, autre | 99, inconnu",Cela fait référence à l'emplacement dans lequel le patient mène la majorité des travaux liés à leur occupation actuelle.,Sélectionnez l'option la plus appropriée qui représente l'emplacement principal de l'occupation.,,
demog_occupation_oth,présentation,Démographie,Si autre: spécifiez l'emplacement principal de l'occupation,,Cela fait référence à l'emplacement dans lequel le patient mène la majorité des travaux liés à leur occupation actuelle.,"Si «autre», spécifiez l'emplacement principal de l'occupation.",,
demog_residence,présentation,Démographie,Ville de la résidence du patient,"1, identique à l'établissement de soins de santé | 2, différent de l'établissement de soins de santé | 99, inconnu",Cela fait référence à la ville qu'une personne habite plus que temporairement ou vit en permanence.,"Si la ville de résidence du patient est différente de la ville dans laquelle se trouve cet établissement de santé, spécifiez la région de résidence du patient ci-dessous.",,
demog_residence_oth,présentation,Démographie,"S'il est différent de l'établissement de cas de santé, spécifiez la région de résidence du patient.",,Cela fait référence à la ville qu'une personne habite plus que temporairement ou vit en permanence.,"Si «différent de l'établissement de cas de santé», spécifiez la région de résidence du patient.",,
travel_travel14d,présentation,Historique du voyage,Le patient a-t-il voyagé en dehors de sa région d'origine au cours des 14 derniers jours?,"1, oui | 0, non | 99, inconnu","Cela fait référence à un voyage dans une autre ville / ville ou région, une autre partie du pays ou de l'étranger dans un autre pays dans les 14 jours avant les symptômes relatifs à la maladie actuelle.","Indiquez «oui», si le patient se rend dans une autre ville / ville ou région, une autre partie du pays ou de l'étranger dans un autre pays dans les 14 jours précédant les symptômes relatifs à la maladie actuelle.",,
travel_loc,présentation,Historique du voyage,Si oui: spécifiez toutes les villes / villes ou villes et région de voyage,,"Cela fait référence à toutes les villes / villes ou villes et régions, auxquels le patient a voyagé dans les 14 jours précédant les symptômes relatifs à la maladie actuelle.","Si le patient s'est éloigné de son lieu de résidence habituel dans les 14 jours suivant l'apparition des symptômes, entrez les emplacements qui ont été visités.",,
expo14_yn,présentation,Antécédents d'exposition dans les 14 jours précédents,Antécédents de contact avec un cas humain suspecté ou confirmé de même pathogène?,"1, oui | 0, non | 99, inconnu","Cela fait référence au patient ayant des antécédents de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériel contaminé à partir d'un cas suspecté ou confirmé (par exemple, les liquides corporels, les objets, la literie, etc.).","Indiquez «oui», si le patient a des antécédents de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériel contaminé à partir d'un cas suspecté ou confirmé (par exemple, les fluides corporels, les objets, la literie, etc.).",,
expo14_typecomm,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact communautaire,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. Le contact communautaire fait référence à l'événement d'exposition en dehors des soins de santé.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typevert,présentation,Antécédents d'exposition dans les 14 jours précédents,Transmission verticale,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. La transmission verticale fait référence à la transmission de la mère-enfant.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typehcw,présentation,Antécédents d'exposition dans les 14 jours précédents,Exposition aux agents de santé,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. L'exposition aux agents de santé fait référence à un événement d'exposition dans un cadre de soins de santé.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typesext,présentation,Antécédents d'exposition dans les 14 jours précédents,Transmission sexuelle,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. La transmission sexuelle fait référence à une infection propagée par un contact sexuel.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typefaml,présentation,Antécédents d'exposition dans les 14 jours précédents,Contacts familiaux / ménagers,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. Les contacts familiaux / ménagers se réfèrent à la transmission des infections de personnes qui s'attendent à partager des logements la plupart du temps (et donc pour qui continuer un contact étroit est inévitable),Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typeoth,présentation,Antécédents d'exposition dans les 14 jours précédents,Autre type d'exposition humaine,"1, oui | 0, non | 99, inconnu",Cela fait référence à d'autres mode (s) d'exposition à un cas suspecté ou confirmé non spécifié ci-dessus.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typeoth_other,présentation,Antécédents d'exposition dans les 14 jours précédents,Si autre: spécifiez le type d'exposition humaine,,Cela fait référence à d'autres mode (s) d'exposition à un cas suspecté ou confirmé non spécifié ci-dessus.,"Si «autre», spécifiez le mode d'exposition à un cas suspecté ou confirmé.",,
expo14_date,présentation,Antécédents d'exposition dans les 14 jours précédents,Date de contact avec un dossier suspecté ou confirmé,,"Cela fait référence à la date de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériau contaminé à partir d'un cas suspecté ou confirmé (par exemple, fluides corporels, objets, literie, etc.).",Écrivez la date de contact avec un cas humain suspecté ou confirmé au format DD / mm / yyyy.,,
expo14_setting,présentation,Antécédents d'exposition dans les 14 jours précédents,Paramètre de contact,"1, ménage | 2, Occupationnel | 4, établissement de soins de santé | 88, autre | 99, inconnu",Cela fait référence à l'environnement dans lequel la personne peut être en contact avec un cas suspecté ou confirmé.,Sélectionnez l'option la plus appropriée qui représente le paramètre de contact avec un cas humain confirmé ou suspecté.,,
expo14_setting_oth,présentation,Antécédents d'exposition dans les 14 jours précédents,Si autre: spécifiez le paramètre de contact,,Cela fait référence à l'environnement dans lequel la personne peut être en contact avec un cas suspecté ou confirmé.,"Si «autre», spécifiez le paramètre de contact avec un cas confirmé ou suspecté.",,
expo14_animalcon,présentation,Antécédents d'exposition dans les 14 jours précédents,"Un contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale au cours des 14 derniers jours?","1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.","Indiquez «oui» si le patient était en contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.",,
expo14_animalcon_date,présentation,Antécédents d'exposition dans les 14 jours précédents,Date de contact avec une source d'animaux suspectée ou confirmée,,"Cela fait référence à la date de contact avec les animaux, les maisons animales, les viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.","Écrivez la date de contact avec les animaux, les maisons animales, les viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours, en format DD / mm / yyyy.",,
expo14_animalcon_livestock,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec le bétail,,,,,
expo14_animalcon_livestockyn,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec le bétail,"1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des oiseau vivant (par exemple des poulets, des dindes, des canards) survenus au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockbird,présentation,Antécédents d'exposition dans les 14 jours précédents,"Si oui, contacter avec le bétail: contact avec la volaille (par ex. Poulets, dindes, canards)","1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des oiseau vivant (par exemple des poulets, des dindes, des canards) survenus au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockcow,présentation,Antécédents d'exposition dans les 14 jours précédents,"Si oui, contacter avec le bétail: contacter avec des vaches laitières et / ou des équipements de traite","1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec les vaches laitières et / ou l'équipement de traite qui s'est produit au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockothercow,présentation,Antécédents d'exposition dans les 14 jours précédents,Si oui à contacter avec le bétail: contacter avec des bovins autres que les vaches laitières,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des bovins autres que les vaches laitières qui se sont produites au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockpig,présentation,Antécédents d'exposition dans les 14 jours précédents,Si oui à contacter avec le bétail: contact avec les porcs,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des porcs survenus au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestocktype,présentation,Antécédents d'exposition dans les 14 jours précédents,Si oui pour contacter avec le bétail: spécifiez le type de contact,"1, chasse | 2, Préparation | 3, manipulation | 4, consommation (non transformée / sous-cuite / brut) | 5, trading | 6, fèces ou nids d'animaux | 7, Animal malade ou mort | 88, autre | 99, inconnu","Cela fait référence au (s) type (s) de contact animal qui s'est produit au cours des 14 derniers jours. La chasse comprend les résultats ou la mort d'animaux pour la nourriture ou le sport. La préparation incombe à la peau, à la vinaigrette ou à la boucherie d'animaux pour la consommation. La manipulation comprend le toucher, les caresses ou le partage de salon avec des animaux. La consommation comprend l'ingestion de pièces d'animaux non traitées, insuffisantes ou brutes. Le trading comprend les contacts des animaux de la vente, de l'achat ou de l'échange d'animaux. Les fèces ou les nids d'animaux comprennent un contact avec des fèces, des nids ou des maisons d'animaux. Les animaux malades ou morts se réfèrent au contact avec un animal malade ou mort, mais pas à la participation à la chirurgie animale ou à la nercocopie (question séparée).",Sélectionnez tous les types de contact animal qui se sont produits au cours des 14 derniers jours.,,
expo14_animalcon_nhprim,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec des primates non humains,,,,,
expo14_animalcon_nhprimyn,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec des primates non humains,"1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des primates non humains (un groupe de mammifères composés de singes et de singes et de Prosimiens simiens, comme des lémuriens) qui se sont produits au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_nhprimmonkeys,présentation,Antécédents d'exposition dans les 14 jours précédents,Si oui à contacter avec des primates non humains: contacter avec les singes,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des singes qui se sont produits au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_nhprimapes,présentation,Antécédents d'exposition dans les 14 jours précédents,"Si oui, contacter avec des primates non humains: contact avec les singes","1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des singes qui se sont produits au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_nhprimtype,présentation,Antécédents d'exposition dans les 14 jours précédents,"Si oui, contacter avec des primates non humains: spécifiez le type de contact","1, chasse | 2, Préparation | 3, manipulation | 4, consommation (non transformée / sous-cuite / brut) | 5, trading | 6, fèces ou nids d'animaux | 7, Animal malade ou mort | 88, autre | 99, inconnu","Cela fait référence au (s) type (s) de contact animal qui s'est produit au cours des 14 derniers jours. La chasse comprend les résultats ou la mort d'animaux pour la nourriture ou le sport. La préparation incombe à la peau, à la vinaigrette ou à la boucherie d'animaux pour la consommation. La manipulation comprend le toucher, les caresses ou le partage de salon avec des animaux. La consommation comprend l'ingestion de pièces d'animaux non traitées, insuffisantes ou brutes. Le trading comprend les contacts des animaux de la vente, de l'achat ou de l'échange d'animaux. Les fèces ou les nids d'animaux comprennent un contact avec des fèces, des nids ou des maisons d'animaux. Les animaux malades ou morts se réfèrent au contact avec un animal malade ou mort, mais pas à la participation à la chirurgie animale ou à la nercocopie (question séparée).",Sélectionnez tous les types de contact animal qui se sont produits au cours des 14 derniers jours.,,
