Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
dates_adm,presentación,Inicio y presentación,Ingresado en el hospital,"1, sí | 0, no | 99, desconocido",Esto se refiere a la admisión del paciente a su sitio para la enfermedad actual.,"Indique 'sí', si ese paciente fue ingresado en su sitio.",,
dates_adm_reas,presentación,Inicio y presentación,Razón para la hospitalización,,Esto se refiere a la razón (indicación) para la hospitalización.,"Si 'sí', especifique la razón (indicación) para la hospitalización.",,
dates_admdate,presentación,Inicio y presentación,Fecha de admisión al hospital,,Esto se refiere a la fecha de hospitalización / ingreso del paciente a su sitio para la enfermedad actual.,Ingrese la fecha de hospitalización/admisión a su sitio (en formato DD/mm/aaa yyyy).,,
dates_admtime,presentación,Inicio y presentación,Tiempo de ingreso hospitalario,,Esto se refiere a la admisión del paciente a su sitio para la enfermedad actual.,Ingrese la hora de admisión a su sitio en formato las 24 horas (00:00 - 24:00 horas).,,
dates_hosp,presentación,Inicio y presentación,¿En qué hospital / comunidad se ha inscrito el participante?,,,Escriba el nombre del centro de salud o la comunidad en la que se inscribió el paciente.,,
dates_enrolment,presentación,Inicio y presentación,Fecha de inscripción / inicio de la recopilación de datos,,Esto se refiere a la fecha de inscripción / inicio de la recopilación de datos.,Ingrese la fecha de la inscripción del estudio del paciente en el formato de día/mes/año (DD/mm/aaa yyyy).,,
dates_firstsym,presentación,Inicio y presentación,Síntomas (s) durante las primeras 24 horas de enfermedad (seleccione todo lo que se aplique),,"Esto se refiere al primer síntoma, o síntomas (si se produjeron múltiples al mismo tiempo), que clínicamente cree que estaba relacionado con este episodio de enfermedad.",Seleccione todos los síntomas que el paciente experimentó durante las primeras 24 horas de enfermedad (seleccione todos los que se aplican).,,
readm_prevadm,presentación,Readmisión y pin anterior,¿Fue el paciente admitido anteriormente o transferido de cualquier otra instalación durante este episodio de enfermedad?,"1, sí admitido previamente a esta instalación y descargada | 2, sí admitido a otras instalaciones y descargados | 3, sí admitido a otra instalación, luego transferido a esta instalación | 0, no | 99, desconocido",Esto se refiere a la admisión previa a un centro de salud o transferir de otro centro de salud durante el episodio actual de enfermedad.,Seleccione la opción más apropiada que represente si el paciente admitido previamente o transferido desde cualquier otra instalación durante este episodio de enfermedad.,,
readm_prevsite,presentación,Readmisión y pin anterior,Nombre de la instalación de transferencia,,Esto se refiere al nombre de la instalación del cual el paciente fue admitido o transferido previamente.,Ingrese el nombre de la instalación desde el cual el paciente fue admitido o transferido previamente.,,
readm_numprev,presentación,Readmisión y pin anterior,Número total de admisiones anteriores para esta infección,,"Esto se refiere al número de veces (para esta infección), el paciente ha sido ingresado en un centro de salud.",Indique el número de veces (para esta infección) el paciente ha sido ingresado en un centro de salud.,,
readm_firstadmdt,presentación,Readmisión y pin anterior,Fecha de admisión más temprana para esta infección,,"Esto se refiere a la fecha de la primera admisión para esta enfermedad. Si el paciente fue primero ""ingresado a otra instalación, entonces se transfirió a esta instalación"" registra la fecha en que el paciente fue ingresado en el otro centro de salud.",Escriba la fecha en formato DD/mm/aaa yyyy.,,
readm_difpin,presentación,Readmisión y pin anterior,¿Se han recopilado previamente los datos del paciente bajo un número de identificación de participante (PIN) diferente?,"1, sí | 0, no | 99, desconocido",,,,
readm_prevpin,presentación,Readmisión y pin anterior,Número de identificación del participante anterior (PIN),,El número de identificación o PIN del participante es un número único utilizado para identificar los datos del paciente (del participante).,Escriba el número de identificación del participante (PIN).,,
readm_reas,presentación,Readmisión y pin anterior,¿El paciente está siendo readmitido o debido a la infección con patógeno de interés?,"1, sí | 0, no | 99, desconocido",Esto se refiere a la readmisión del paciente con o debido a la infección con patógeno de interés.,Indique 'sí' si el paciente está siendo readmitido o debido a la infección con patógeno de interés.,,
demog_sex,presentación,Demografía,Sexo al nacer,"1, hombre | 2, mujer | 88, otro | 99, no especificado/desconocido",Esto se refiere a las características sexuales físicas al nacer.,Seleccione la opción más apropiada que represente las características sexuales físicas al nacer.,,
demog_sex_oth,presentación,Demografía,Especificar otro sexo al nacer,,Esto se refiere a las características sexuales físicas al nacer.,"Si 'otro', especifique las características sexuales físicas al nacer.",,
demog_birthdate,presentación,Demografía,Fecha de nacimiento,,Esto se refiere a la fecha del calendario en la que nació el paciente.,Registre la fecha de nacimiento de los participantes en formato DD/mm/aaa yyyy.,,
demog_gender,presentación,Demografía,Género,"1, hombre | 2, mujer | 3, transgénero | 4, no binario | 88, otro | 99, desconocido","Esto se refiere al sentido interno de una persona de su género, que puede corresponder o no al sexo genotípico o fenotípico del individuo.",Seleccione la opción más apropiada que represente la identidad de género del paciente.,,
demog_gender_oth,presentación,Demografía,Especificar otro género,,"Esto se refiere al sentido interno de una persona de su género, que puede corresponder o no al sexo genotípico o fenotípico del individuo.",Si 'otro' especifica la identidad de género del paciente.,,
demog_age,presentación,Demografía,Edad,,Esto se refiere a la edad del paciente.,"Para los participantes mayores de dos años, informe la edad en años. Para los niños menores de un año, informe en meses. Para neonatos, por debajo de la edad de un mes, informe en días.",,
demog_age_units,presentación,Demografía,Unidades de edad,"1, años | 2, meses | 3, días",Esto se refiere a la edad del paciente en la presentación del centro de salud.,Seleccione las unidades más apropiadas para la edad.,,
demog_height,presentación,Demografía,Altura (seleccionar unidades),,Estimación real o más cercana a la altura al momento de la admisión.,,,
demog_height_cm,presentación,Demografía,Altura (cm),,"Esto se refiere a la distancia desde la suela hasta la corona de la cabeza con el cuerpo de pie sobre una superficie plana y completamente extendido. Para niños menores de 2 años, use la longitud del cuerpo (medido mientras está en cuenta).","Indique la altura del paciente en centímetros (cm). Para niños menores de 2 años, use la longitud.",,
demog_height_in,presentación,Demografía,Altura (in),,,"Indique la altura del paciente en pulgadas (in). Para niños menores de 2 años, use la longitud.",,
demog_weight,presentación,Demografía,Peso (unidades seleccionadas),,Estimación real o más cercana al peso al momento de la admisión.,,,
demog_weight_kg,presentación,Demografía,Peso (kg),,"Esto se refiere al peso de un sujeto, expresado en kilogramos (kg).",Indique el peso del paciente en kilogramos (kg).,,
demog_weight_lb,presentación,Demografía,Peso (lb),,,Indique el peso del paciente en libras (LB).,,
demog_country,presentación,Demografía,País,,,Indicar el país de inscripción,,
demog_postcode,presentación,Demografía,Código postal,,,,,
demog_nhc,presentación,Demografía,Número nacional de atención médica,,,,,
demog_race,presentación,Demografía,Raza (seleccione todo lo que se aplique),"1, árabe | 2, negro | 3, Asiático Oriental | 4, South Asian | 5, Sudeste Asiático | 6, asiático occidental | 7, latinoamericano | 8, blanco | 9, aborigen/Primeras Naciones/Indígenas | 88, otro | 99, desconocido",Esto se refiere a una categoría de origen ancestral geográfica que se asigna a un grupo de población basado principalmente en características físicas que se cree que son distintas e inherentes.,Seleccione todo lo que se aplique.,,
demog_race_other,presentación,Demografía,Especificar otra raza,,Esto se refiere a una categoría de origen ancestral geográfica que se asigna a un grupo de población basado principalmente en características físicas que se cree que son distintas e inherentes.,"Si 'otro', especifique la carrera.",,
demog_ethnic,presentación,Demografía,Grupo étnico,"1, Yoruba | 2, Ibo | 3, Hausa | 4, ikwere | 5, Ogoni | 88, otro","Esto se refiere a la etnia del paciente o al gran grupo étnico al nacer, excluyendo la nacionalidad, ya que las naciones a menudo incluyen muchos grupos étnicos diferentes (por ejemplo, Singapur es la nacionalidad, pero la agrupación étnica dentro de Singapur podría ser el este de Asia, el sur de Asia, etc.).",Seleccione todo lo que se aplique.,,
demog_ethnicoth,presentación,Demografía,Especificar otro grupo étnico,,,"Si 'otro', escriba en su totalidad el nombre del grupo étnico del paciente. No ingrese una carta o número correspondiente a un sistema de codificación de etnia local/nacional.",,
demog_healthcare,presentación,Demografía,Empleado como trabajador de la salud,"1, Yes-paciente frente | 2, sí expuesto a muestras biológicas | 3, sí, no pacientes/muestras | 0, no | 99, desconocido","Esto se refiere a un paciente empleado en la industria de la salud. Incluye aquellos que brindan atención en entornos orientados al paciente (es decir, roles que implican la interacción directamente con los pacientes) o entornos que no se enfrentan al paciente (por ejemplo, personal de laboratorio, manejadores de desechos médicos).",Seleccione la opción más apropiada.,,
demog_riskoccupa,presentación,Demografía,Ocupación del paciente,,Esto se refiere a la actividad principal que una persona hace para ganarse la vida.,Seleccione todo lo que se aplique.,,
demog_occupation,presentación,Demografía,Ubicación principal de la ocupación,"1, trabajo en casa o desempleado | 2, Interior-Office/Health/Education/Hospitality/Business/Homes | 3, en interiores de fama | 8, Contacto al aire libre (veterinario, granjero de animales, trabajador matadero) | 4, Outdoors-Agricultura/Forestry/Fisheries | 5, Construcción al aire libre/Industrial/Minería | 6, Fuerzas Armadas | 7, Estudiante | 88, otro | 99, desconocido",Esto se refiere a la ubicación en la que el paciente realiza la mayoría del trabajo relacionado con su ocupación actual.,Seleccione la opción más apropiada que represente la ubicación principal de la ocupación.,,
demog_occupation_oth,presentación,Demografía,Especificar otra ubicación primaria de la ocupación,,Esto se refiere a la ubicación en la que el paciente realiza la mayoría del trabajo relacionado con su ocupación actual.,"Si 'otro', especifique la ubicación principal de la ocupación.",,
demog_countrysubj,presentación,Demografía,El país de residencia del paciente,,,,,
demog_residence,presentación,Demografía,Ciudad de residencia del paciente,"1, igual que el centro de atención médica | 2, diferente del centro de atención médica | 99, desconocido",Esto se refiere a la ciudad en la que una persona habita más que temporal o vive permanentemente.,"Si la ciudad de residencia del paciente es diferente a la ciudad en la que se encuentra este centro de salud, especifique la región de residencia del paciente a continuación.",,
demog_residence_oth,presentación,Demografía,Especificar otra región de residencia,,Esto se refiere a la ciudad en la que una persona habita más que temporal o vive permanentemente.,"Si es ""diferente de la instalación de casos de salud"", especifique la región de residencia del paciente.",,
demog_subdistrict,presentación,Demografía,Especificar la región (subdistrito) de residencia,,,"Escriba la región de los pacientes o el subdistrito de residencia, si difiere de la ubicación de este centro de atención médica.",,
travel_travel14d,presentación,Historial de viajes,¿Viajó el paciente fuera de su región natal en los últimos 14 días?,"1, sí | 0, no | 99, desconocido","Esto se refiere a viajar a otra ciudad/ciudad o región, otra parte del país o en el extranjero a otro país dentro de los 14 días antes de que comenzara los síntomas relacionados con la enfermedad actual.","Indique 'sí', si el paciente viajaba a otra ciudad/ciudad o región, otra parte del país o en el extranjero a otro país dentro de los 14 días antes de que comenzaran los síntomas relacionados con la enfermedad actual.",,
travel_loc,presentación,Historial de viajes,Especificar todas las ciudades / ciudades o pueblos y regiones de viajes,,"Esto se refiere a todas las ciudades / ciudades o pueblos y regiones, a las que el paciente viajó dentro de los 14 días antes de que comenzara los síntomas relacionados con la enfermedad actual.","Si el paciente ha viajado lejos de su lugar de residencia habitual dentro de los 14 días posteriores al inicio de los síntomas, ingrese la (s) ubicación (s) que se visitó.",,
travel_enter,presentación,Historial de viajes,Fecha individual ingresó al país de inscripción,,,,,
travel_begin,presentación,Historial de viajes,Fecha cuando comenzó el viaje,,,,,
expo14_yn,presentación,Historial de exposición en los 14 días anteriores,¿Historia de contacto con un caso humano sospechoso o confirmado del mismo patógeno?,"1, sí | 0, no | 99, desconocido","Esto se refiere al paciente que tiene antecedentes de contacto con cualquier persona que se presente con síntomas similares o con un caso confirmado conocido, o con material contaminado de un caso sospechado o confirmado (por ejemplo, fluidos corporales, objetos, ropa de cama, etc.).","Indique 'sí', si el paciente tiene antecedentes de contacto con cualquier persona que se presente con síntomas similares o con un caso confirmado conocido, o con material contaminado de un caso sospechado o confirmado (por ejemplo, fluidos corporales, objetos, ropa de cama, etc.).",,
expo14_contactid,presentación,Historial de exposición en los 14 días anteriores,ID de contacto confirmado / sospechado,,,,,
expo14_date,presentación,Historial de exposición en los 14 días anteriores,Fecha de contacto con caso sospechoso o confirmado,,"Esto se refiere a la fecha de contacto con cualquier persona que presente síntomas similares o con un caso confirmado conocido, o con material contaminado de un caso sospechado o confirmado (por ejemplo, fluidos corporales, objetos, ropa de cama, etc.).",Escriba la fecha de contacto con el caso sospechado o confirmado en formato DD/mm/aaa yyyy.,,
expo14_type,presentación,Historial de exposición en los 14 días anteriores,Tipo de exposición humana,"1, Contacto comunitario | 2, transmisión vertical | 3, Exposición a los trabajadores de la salud | 4, Transmisión sexual | 5, Contacto familiar / doméstico | 88, otro | 99, desconocido","Esto se refiere al modo de exposición a un caso sospechado o confirmado. El contacto con la comunidad se refiere al evento de exposición fuera del entorno de atención médica. La transmisión vertical se refiere a la transmisión de madre a hijo. La exposición a los trabajadores de la salud se refiere a un evento de exposición en un entorno de atención médica. La transmisión sexual se refiere a la infección propagada por contacto sexual. El contacto familiar / doméstico se refiere a la transmisión de infecciones de personas que esperan compartir alojamiento de vida la mayoría de los días (y por lo tanto, para quién es inevitable el contacto cercano continuo)",Seleccione todo lo que se aplique.,,
expo14_type_oth,presentación,Historial de exposición en los 14 días anteriores,Especificar otro tipo de exposición humana,,Esto se refiere al modo de exposición a un caso sospechado o confirmado no especificado anteriormente.,"Si 'otro', especifique el modo de exposición a un caso sospechado o confirmado.",,
expo14_setting,presentación,Historial de exposición en los 14 días anteriores,Configuración de contacto,"1, hogar | 2, Ocupacional | 4, Centro de atención médica | 88, otro | 99, desconocido",Esto se refiere al entorno dentro del cual la persona puede haber entrado en contacto con un caso sospechoso o confirmado.,Seleccione la opción más apropiada que represente la configuración de contacto con un caso confirmado o sospechado.,,
expo14_setting_oth,presentación,Historial de exposición en los 14 días anteriores,Especificar otra configuración de contacto,,Esto se refiere al entorno dentro del cual la persona puede haber entrado en contacto con un caso sospechoso o confirmado.,"Si 'otro', especifique la configuración de contacto con un caso confirmado o sospechado.",,
expo14_animalcon,presentación,Historial de exposición en los 14 días anteriores,"¿Algún contacto con animales, casas de animales, carnes u otros productos animales en los últimos 14 días?","1, sí | 0, no | 99, desconocido","Esto se refiere al contacto con animales, casas de animales, carnes u otros productos animales que ocurrieron en los últimos 14 días.","Indique 'sí' si el paciente estaba en contacto con animales, hogares de animales, carnes u otros productos animales que ocurrieron en los últimos 14 días.",,
expo14_animalcon_date,presentación,Historial de exposición en los 14 días anteriores,Fecha de contacto con una fuente animal sospechada o confirmada,,"Esto se refiere a la fecha de contacto con animales, casas de animales, carnes u otros productos animales que ocurrieron en los últimos 14 días.","Escriba la fecha de contacto con animales, casas de animales, carnes u otros productos animales que ocurrieron en los últimos 14 días, en formato DD/mm/yyyy.",,
expo14_animalcon_bird,presentación,Historial de exposición en los 14 días anteriores,"Contacto con pájaro vivo (por ejemplo, pollos, pavos, patos)","1, sí | 0, no | 99, desconocido","Esto se refiere al contacto con el pájaro vivo (por ejemplo, pollos, pavos, patos) que ocurrieron en los últimos 14 días.",Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_bat,presentación,Historial de exposición en los 14 días anteriores,Contacto con murciélagos,"1, sí | 0, no | 99, desconocido",,,,
expo14_animalcon_cow,presentación,Historial de exposición en los 14 días anteriores,Contacto con vacas lecheras y/o equipos de ordeño,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con vacas lecheras y/o equipos de ordeño que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_othercow,presentación,Historial de exposición en los 14 días anteriores,Contacto con ganado que no sea vacas lecheras,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con ganado que no sea vacas lecheras que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_horse,presentación,Historial de exposición en los 14 días anteriores,Contacto con caballos,"1, sí | 0, no | 99, desconocido",,,,
expo14_animalcon_hare,presentación,Historial de exposición en los 14 días anteriores,Contacto con liebres / conejos,"1, sí | 0, no | 99, desconocido",,,,
expo14_animalcon_pig,presentación,Historial de exposición en los 14 días anteriores,Contacto con cerdos,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con cerdos que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_nhprim,presentación,Historial de exposición en los 14 días anteriores,Contacto con primates no humanos,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con primates no humanos que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_rat,presentación,Historial de exposición en los 14 días anteriores,"Contacto con roedores (por ejemplo, ratas, ratones, ardillas)","1, sí | 0, no | 99, desconocido","Esto se refiere al contacto con roedores (por ejemplo, ratas, ratones, ardillas) que ocurrieron en los últimos 14 días.",Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_insec,presentación,Historial de exposición en los 14 días anteriores,"Mordeduras de insectos (por ejemplo, garrapata, pulga, mosquito)","1, sí | 0, no | 99, desconocido",,,,
expo14_animalcon_repti,presentación,Historial de exposición en los 14 días anteriores,Contacto con reptiles / anfibios,"1, sí | 0, no | 99, desconocido",,,,
expo14_animalcon_cats,presentación,Historial de exposición en los 14 días anteriores,Contacto con gatos,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con los gatos que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_domani,presentación,Historial de exposición en los 14 días anteriores,Contacto con perros,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con perros que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_feces,presentación,Historial de exposición en los 14 días anteriores,Contacto con heces o nidos de animales,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con heces o nidos de animales que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_sickanim,presentación,Historial de exposición en los 14 días anteriores,Contacto con animal enfermo o animal muerto,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con animales enfermos o animales muertos que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_rawmeat,presentación,Historial de exposición en los 14 días anteriores,Contacto con carne de animal cruda / sangre animal,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto con carne de animal cruda / sangre animal que ocurrió en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_unpasteur,presentación,Historial de exposición en los 14 días anteriores,Contacto o consumo de leche o productos lácteos no pasteurizados,"1, sí | 0, no | 99, desconocido",Esto se refiere al contacto o al consumo de leche o productos lácteos no pasteurizados que ocurrieron en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_wildgame,presentación,Historial de exposición en los 14 días anteriores,"Contacto con un juego salvaje de desollado, vestido o comido","1, sí | 0, no | 99, desconocido","Esto se refiere al contacto con un juego salvaje de desollado, vestido o comido que ocurrió en los últimos 14 días.",Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_visitzoo,presentación,Historial de exposición en los 14 días anteriores,"Visita al mercado de animales en vivo, granja o zoológico","1, sí | 0, no | 99, desconocido","Esto se refiere a la visita al mercado de animales, la granja o el zoológico en vivo que ocurrió en los últimos 14 días.",Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_animalsurg,presentación,Historial de exposición en los 14 días anteriores,Participó en cirugía animal o necropsia,"1, sí | 0, no | 99, desconocido",Esto se refiere a la participación en cirugía animal o necropsia que ocurrió en los últimos 14 días.,Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
expo14_animalcon_other,presentación,Historial de exposición en los 14 días anteriores,Otro contacto animal no mencionado anteriormente,"1, sí | 0, no | 99, desconocido","Esto se refiere a otro contacto animal, no enumerado anteriormente, que ocurrió en los últimos 14 días.",Indique 'sí' si el paciente experimentó esto en los últimos 14 días.,,
