Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
inclu_consentsec_rsch,présentation,CRITÈRES D'INCLUSION,"Utilisation future de données pseudonymisées dans le cadre de recherches approuvées sur le plan éthique, y compris dans le cadre de recherches menées dans d’autres pays","1, oui | 0, non",Fait référence au consentement pour une future utilisation secondaire de données pseudonymisées dans le cadre de recherches approuvées sur le plan éthique,Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentsec_prod,présentation,CRITÈRES D'INCLUSION,"Utilisation future de données pseudonymisées pour fabriquer des tests, des traitements ou d’autres produits, y compris des produits commerciaux","1, Oui | 0, Non","Fait référence au consentement à une utilisation secondaire future des données pseudonymisées pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentsec_gen,présentation,CRITÈRES D'INCLUSION,"Utilisation future de données génétiques pseudonymisées dans le cadre de recherches approuvées sur le plan éthique, y compris dans le cadre de recherches menées dans d’autres pays","1, oui | 0, non",Fait référence au consentement à une utilisation secondaire future des données génétiques pseudonymisées dans une recherche éthiquement approuvée,Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentsecsamp,présentation,Critères d'inclusion,"Utilisation secondaire des échantillons collectés, le participant a accepté les affirmations suivantes :",,,,,
inclu_consentsecsamp_rsch,présentation,CRITÈRES D'INCLUSION,"Utilisation future d’échantillons pseudonymisés dans le cadre de recherches approuvées sur le plan éthique, y compris dans le cadre de recherches menées dans d’autres pays","1, Oui | 0, Non","Fait référence au consentement à une utilisation secondaire future d'échantillons pseudonymisés dans des recherches approuvées éthiquement, y compris la recherche dans d'autres pays",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentsecsamp_prod,présentation,Critères d'inclusion,"Utilisation future d'échantillons ou de matériaux pseudonymisés ou de données mères de ces échantillons pour fabriquer des tests, traitements ou autres produits, y compris des produits commerciaux","1, oui | 0, non","Fait référence au consentement pour une future utilisation secondaire d'échantillons ou de matériaux pseudonymisés ou de données connues de ces échantillons pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentsecsamp_gen,présentation,Critères d'inclusion,"Utilisation future d'échantillons génétiques pseudonyés dans des recherches approuvées éthiquement, y compris la recherche dans d'autres pays","1, oui | 0, non","Fait référence au consentement à une utilisation secondaire future d'échantillons génétiques pseudonymisés dans des recherches éthiques approuvées, y compris la recherche dans d'autres pays",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_consentcont,présentation,CRITÈRES D'INCLUSION,Contact,,,,,
inclu_consentcont_nstudy,présentation,CRITÈRES D'INCLUSION,"Être contacté pour participer à des travaux futurs, y compris des études de recherche","1, oui | 0, non","Fait référence aux contacts à contacter pour participer à de futurs travaux, y compris des études de recherche",Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
dates_onsetdate,présentation,DÉBUT ET PRÉSENTATION,Date d'apparition du premier symptôme,,Cela fait référence à la date d'apparition du premier / premier symptôme qui est cliniquement lié à l'épisode actuel de la maladie.,"Fournir la date du premier symptôme qui, selon vous, était lié à cet épisode de maladie au format DD / mm / yyyy.",,
dates_firstsym,présentation,DÉBUT ET PRÉSENTATION,Symptômes (s) pendant les premières 24 heures de maladie (sélectionnez tout ce qui s'applique),,"Cela fait référence au premier symptôme, ou symptômes (s'il s'est produit en même temps), que vous croyez cliniquement lié à cet épisode de maladie.",Sélectionnez tous les symptômes que le patient a ressentis au cours des 24 premières heures de maladie (sélectionnez tout ce qui s'applique).,,
dates_consultdate,présentation,Début et présentation,Date de la première consultation clinique,,Cela fait référence à la date de la première consultation clinique liée à l'épisode actuel de la maladie.,Fournir la date de la première consultation clinique liée à l'épisode actuel de maladie au format DD / mm / yyyy.,,
dates_adm,présentation,DÉBUT ET PRÉSENTATION,Admis à l'hôpital,"1, oui | 0, non | 99, inconnu",Cela fait référence à l'admission du patient à votre site pour la maladie actuelle.,"Indiquez «oui», si ce patient a été admis sur votre site.",,
dates_adm_reas,présentation,Début et présentation,Raison de l'hospitalisation,,Il s’agit du motif (indication) de l’hospitalisation.,"Si «oui», spécifiez la raison (indication) de l'hospitalisation.",,
dates_admdate,présentation,DÉBUT ET PRÉSENTATION,Date d'admission à l'hôpital,,Cela fait référence à la date d'hospitalisation / d'admission du patient sur votre site pour la maladie actuelle.,Entrez la date d'hospitalisation / admission à votre site (au format DD / mm / yyyy).,,
dates_admtime,présentation,DÉBUT ET PRÉSENTATION,Heure d'admission à l'hôpital,,Cela fait référence à l'admission du patient à votre site pour la maladie actuelle.,Entrez le temps d'entrée sur votre site au format 24 heures sur 24 (00:00 - 24h00).,,
dates_enrolmentdate,présentation,DÉBUT ET PRÉSENTATION,Date d'inscription / démarrage de la collecte de données,,Il s'agit de la date d'inscription / de début de la collecte de données.,Entrez la date de l'inscription de l'étude des patients au format du jour / mois / an (DD / mm / yyyy).,,
readm_prevadm,présentation,RÉADMISSION ET PIN PRÉCÉDENT,Le patient a-t-il été admis précédemment ou transféré d’un autre établissement au cours de cet épisode de maladie ?,"1, oui-admis précédemment à cette installation et déchargé | 2, oui-admis à d'autres installations et libéré | 3, oui-admis à une autre installation, puis transféré dans cette installation | 0, non | 99, inconnu",Cela fait référence à l'admission précédente à un établissement de santé ou au transfert d'un autre établissement de santé au cours de l'épisode actuel de maladie.,Sélectionnez l'option la plus appropriée qui représente si le patient admis auparavant ou transféré à partir de tout autre établissement au cours de cet épisode de maladie.,,
readm_prevsite,présentation,Réadmission et broche précédente,Nom de l'installation de transfert,,Il s’agit du nom de l’établissement à partir duquel le patient a été précédemment admis ou transféré.,Entrez le nom de l'installation à partir duquel le patient a déjà été admis ou transféré.,,
readm_numprev,présentation,Réadmission et broche précédente,Nombre total d'admissions antérieures pour cette infection,,Cela fait référence au nombre de fois (pour cette infection) que le patient a été admis dans un établissement de santé.,"Indiquez le nombre de fois (pour cette infection), le patient a été admis dans un établissement de santé.",,
readm_firstadmdate,présentation,RÉADMISSION ET PIN PRÉCÉDENT,Date de la première admission pour cette infection,,"Cela fait référence à la date de la première admission pour cette maladie. Si le patient était d'abord «admis dans d'autres établissements, puis transféré dans le dossier de cet établissement, la date à laquelle le patient a été admis dans l'autre établissement de santé.",Écrivez la date au format DD / mm / Yyyy.,,
readm_difpin,présentation,RÉADMISSION ET PIN PRÉCÉDENT,Les données du patient ont-elles été précédemment collectées sous un numéro d’identification de participant (PIN) différent ?,"1, oui | 0, non | 99, inconnu",,Indiquez «oui» si les données du patient ont été précédemment collectées sous un autre numéro d'identification des participants (PIN),,
readm_prevpin,présentation,Réadmission et broche précédente,Numéro d'identification du participant précédent (PIN),,Le numéro d'identification ou le PIN des participants est un numéro unique utilisé pour identifier les données du patient (participant).,Écrivez le numéro d'identification des participants (PIN).,,
readm_reas,présentation,RÉADMISSION ET PIN PRÉCÉDENT,Le patient est-il réadmis avec ou en raison d'une infection par pathogène d'intérêt?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la réadmission du patient avec ou en raison d'une infection par pathogène d'intérêt.,Indiquez «oui» si le patient est réadmis avec ou en raison d'une infection par un agent pathogène d'intérêt.,,
demog_sex,présentation,Démographie,Sexe à la naissance,"1, mâle | 2, femme | 88, autre | 99, non spécifié / inconnu",Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,Sélectionnez l'option la plus appropriée qui représente les caractéristiques sexuelles physiques à la naissance.,,
demog_sex_oth,présentation,DÉMOGRAPHIE,Si autre : préciser le sexe à la naissance,,Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,"Si «autre», spécifiez les caractéristiques sexuelles physiques à la naissance.",,
demog_birthdate,présentation,DÉMOGRAPHIE,Date de naissance,,Cela fait référence à la date du calendrier à laquelle le patient est né.,Enregistrez la date de naissance des participants au format DD / mm / yyyy.,,
demog_gender,présentation,DÉMOGRAPHIE,Genre,"1, homme | 2, femme | 3, transgenre | 4, non binaire | 88, autre | 99, inconnu","Cela fait référence au sens de son sexe d'une personne, qui peut ou non correspondre au sexe génotypique ou phénotypique de l'individu.",Sélectionnez l'option la plus appropriée qui représente l'identité de genre du patient.,,
demog_gender_oth,présentation,Démographie,Si autre: spécifiez le sexe,,"Cela fait référence au sens de son sexe d'une personne, qui peut ou non correspondre au sexe génotypique ou phénotypique de l'individu.",Si «d'autres» spécifient l'identité de genre du patient.,,
demog_age,présentation,DÉMOGRAPHIE,Âge,,Cela fait référence à l'âge du patient.,"Pour les participants de plus de deux ans, veuillez signaler l'âge en années. Pour les enfants de moins d'un an, veuillez vous présenter en mois. Pour les nouveau-nés en dessous de l'âge d'un mois, veuillez vous présenter en quelques jours.",,
demog_age_units,présentation,DÉMOGRAPHIE,Unités d'âge,"1, Années | 2, Mois | 3, Jours",Cela fait référence à l'âge du patient à la présentation au centre de santé.,Sélectionnez les unités les plus appropriées pour l'âge.,,
demog_country,présentation,DÉMOGRAPHIE,Pays,,Cela fait référence au pays d'inscription,Indiquer le pays d'inscription,,
demog_height,présentation,Démographie,Hauteur (sélectionnez les unités),,Estimation réelle ou la plus proche de la hauteur au moment de l'admission.,,,
demog_height_cm,présentation,Démographie,Hauteur (cm),,"Il s'agit de la distance entre la semelle et la couronne de la tête avec le corps debout sur une surface plane et entièrement étendue, mesurée en centimètres. Pour les enfants de moins de 2 ans, veuillez utiliser la longueur du corps (mesuré en couchage en décubitus dorsal).","Indiquez la hauteur du patient en centimètres (cm). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",,
demog_height_in,présentation,DÉMOGRAPHIE,Hauteur (in),,"Il s'agit de la distance entre la semelle et la couronne de la tête avec le corps debout sur une surface plane et entièrement étendue, mesurée en pouces. Pour les enfants de moins de 2 ans, veuillez utiliser la longueur du corps (mesuré en couchage en décubitus dorsal).","Indiquez la hauteur du patient en pouces (in). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",,
demog_weight,présentation,DÉMOGRAPHIE,Poids (sélectionner les unités),,Poids réel ou estimation la plus proche du poids au moment de l’admission.,,,
demog_weight_kg,présentation,DÉMOGRAPHIE,Poids (kg),,"Cela fait référence au poids d'un sujet, exprimé en kilogrammes (kg).",Indiquez le poids du patient en kilogrammes (kg).,,
demog_weight_lb,présentation,DÉMOGRAPHIE,Poids (LB),,"Il s'agit du poids d'un sujet, exprimé en livres (LB).",Indiquez le poids du patient en livres (LB).,,
demog_race,présentation,DÉMOGRAPHIE,Race (sélectionnez toutes les réponses qui s'appliquent),"1, Arab | 2, noir | 3, Asie de l'Est | 4, sud-asiatique | 5, Asie du Sud-Est | 6, Asie occidentale | 7, Amérique latine | 8, blanc | 9, Autochtones / Premières nations / indigènes | 88, autre | 99, inconnu",Cela fait référence à une catégorie d'origine ancestrale géographique qui est affectée à un groupe de population basé principalement sur des caractéristiques physiques qui sont considérées comme distinctes et inhérentes.,Sélectionnez tout ce qui s'applique.,,
demog_race_other,présentation,DÉMOGRAPHIE,Si autre: spécifiez la race,,Cela fait référence à une catégorie d'origine ancestrale géographique qui est affectée à un groupe de population basé principalement sur des caractéristiques physiques qui sont considérées comme distinctes et inhérentes.,"Si «autre», spécifiez la race.",,
demog_healthcare,présentation,DÉMOGRAPHIE,Employé comme travailleur de la santé,"1, oui | 0, non | 99, inconnu",Cela fait référence à un patient employé dans l'industrie des soins de santé.,Sélectionnez l'option la plus appropriée.,,
demog_healthcare_ptfacing,présentation,Démographie,Face au patient,"1, oui | 0, non | 99, inconnu",Cela fait référence à un patient qui est utilisé dans l'industrie des soins de santé dispensant des soins dans des milieux orientés patients (c'est-à-dire des rôles qui impliquent une interaction directement avec les patients).,Sélectionnez l'option la plus appropriée.,,
demog_healthcare_expbiosample,présentation,DÉMOGRAPHIE,Exposé à des échantillons biologiques,"1, oui | 0, non | 99, inconnu","Cela fait référence à un patient qui est employé dans l'industrie de la santé, dispensant des soins dans des contextes non professionnels, mais qui sont exposés à des échantillons biologiques (par exemple, le personnel de laboratoire, les gestionnaires de déchets médicaux).",Sélectionnez l'option la plus appropriée.,,
demog_riskoccupa,présentation,DÉMOGRAPHIE,Profession du patient,,Cela fait référence à l'activité principale qu'une personne fait pour gagner sa vie.,Sélectionnez tout ce qui s'applique.,,
demog_occupation,présentation,DÉMOGRAPHIE,Emplacement principal de l'occupation,"1, Travail à domicile ou au chômage | 2, À l'intérieur - bureau/santé/éducation/hôtellerie/entreprise/domicile | 3, À l'intérieur - usine | 8, À l'extérieur - contact avec les animaux (vétérinaire, éleveur, ouvrier d'abattoir) | 4, À l'extérieur - agriculture/sylviculture/pêche | 5, À l'extérieur - construction/industrie/exploitation minière | 6, Forces armées | 7, Étudiant | 88, Autre | 99, Inconnu",Cela fait référence à l'emplacement dans lequel le patient mène la majorité des travaux liés à leur occupation actuelle.,Sélectionnez l'option la plus appropriée qui représente l'emplacement principal de l'occupation.,,
demog_occupation_oth,présentation,Démographie,Si autre : préciser le lieu principal d'occupation,,Il s’agit du lieu où le patient effectue la majorité des tâches liées à sa profession actuelle.,"Si «autre», spécifiez l'emplacement principal de l'occupation.",,
demog_residence,présentation,Démographie,Ville de résidence du patient,"1, identique à l'établissement de soins de santé | 2, différent de l'établissement de soins de santé | 99, inconnu",Cela fait référence à la ville qu'une personne habite plus que temporairement ou vit en permanence.,"Si la ville de résidence du patient est différente de la ville dans laquelle se trouve cet établissement de santé, spécifiez la région de résidence du patient ci-dessous.",,
demog_residence_oth,présentation,DÉMOGRAPHIE,"Si différent de l'établissement de santé, préciser la région de résidence du patient.",,Cela fait référence à la ville qu'une personne habite plus que temporairement ou vit en permanence.,"Si «différent de l'établissement de cas de santé», spécifiez la région de résidence du patient.",,
travel_travel14d,présentation,Historique du voyage,Le patient a-t-il voyagé à l’extérieur de sa région d’origine au cours des 14 derniers jours ?,"1, oui | 0, non | 99, inconnu","Cela fait référence à un voyage dans une autre ville / ville ou région, une autre partie du pays ou de l'étranger dans un autre pays dans les 14 jours avant les symptômes relatifs à la maladie actuelle.","Indiquez «oui», si le patient se rend dans une autre ville / ville ou région, une autre partie du pays ou de l'étranger dans un autre pays dans les 14 jours précédant les symptômes relatifs à la maladie actuelle.",,
travel_loc,présentation,Historique du voyage,Si oui: spécifiez toutes les villes / villes ou villes et région de voyage,,"Cela fait référence à toutes les villes / villes ou villes et régions, auxquels le patient a voyagé dans les 14 jours précédant les symptômes relatifs à la maladie actuelle.","Si le patient s'est éloigné de son lieu de résidence habituel dans les 14 jours suivant l'apparition des symptômes, entrez les emplacements qui ont été visités.",,
expo14_yn,présentation,Antécédents d'exposition dans les 14 jours précédents,Antécédents de contact avec un cas humain suspecté ou confirmé du même pathogène ?,"1, oui | 0, non | 99, inconnu","Cela fait référence au patient ayant des antécédents de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériel contaminé à partir d'un cas suspecté ou confirmé (par exemple, les liquides corporels, les objets, la literie, etc.).","Indiquez «oui», si le patient a des antécédents de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériel contaminé à partir d'un cas suspecté ou confirmé (par exemple, les fluides corporels, les objets, la literie, etc.).",,
expo14_typecomm,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact communautaire,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. Le contact communautaire fait référence à l'événement d'exposition en dehors des soins de santé.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typevert,présentation,Antécédents d'exposition dans les 14 jours précédents,Transmission verticale,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. La transmission verticale fait référence à la transmission de la mère-enfant.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typehcw,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Exposition aux agents de santé,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. L'exposition aux agents de santé fait référence à un événement d'exposition dans un cadre de soins de santé.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typesext,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Transmission sexuelle,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. La transmission sexuelle fait référence à une infection propagée par un contact sexuel.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typefaml,présentation,Antécédents d'exposition dans les 14 jours précédents,Contacts familiaux/domestiques,"1, oui | 0, non | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. Les contacts familiaux / ménagers se réfèrent à la transmission des infections de personnes qui s'attendent à partager des logements la plupart du temps (et donc pour qui continuer un contact étroit est inévitable),Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typeoth,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Autre type d’exposition humaine,"1, oui | 0, non | 99, inconnu",Cela fait référence à d'autres mode (s) d'exposition à un cas suspecté ou confirmé non spécifié ci-dessus.,Indiquez «oui» si le patient a connu ce mode d'exposition à un cas humain suspecté ou confirmé.,,
expo14_typeoth_other,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Si autre : préciser le type d'exposition humaine,,Cela fait référence à d'autres mode (s) d'exposition à un cas suspecté ou confirmé non spécifié ci-dessus.,"Si «autre», spécifiez le mode d'exposition à un cas suspecté ou confirmé.",,
expo14_date,présentation,Antécédents d'exposition dans les 14 jours précédents,Date de contact avec un cas suspect ou confirmé,,"Cela fait référence à la date de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériau contaminé à partir d'un cas suspecté ou confirmé (par exemple, fluides corporels, objets, literie, etc.).",Écrivez la date de contact avec un cas humain suspecté ou confirmé au format DD / mm / yyyy.,,
expo14_setting,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Réglage des contacts,"1, Ménage | 2, Professionnel | 4, Établissement de santé | 88, Autre | 99, Inconnu",Cela fait référence à l'environnement dans lequel la personne peut être en contact avec un cas suspecté ou confirmé.,Sélectionnez l'option la plus appropriée qui représente le paramètre de contact avec un cas humain confirmé ou suspecté.,,
expo14_setting_oth,présentation,Antécédents d'exposition dans les 14 jours précédents,Si autre : préciser le paramètre de contact,,Cela fait référence à l'environnement dans lequel la personne peut être en contact avec un cas suspecté ou confirmé.,"Si «autre», spécifiez le paramètre de contact avec un cas confirmé ou suspecté.",,
expo14_animalcon,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,"Un contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale au cours des 14 derniers jours?","1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.","Indiquez «oui» si le patient était en contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.",,
expo14_animalcon_date,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Date de contact avec une source animale suspectée ou confirmée,,"Cela fait référence à la date de contact avec les animaux, les maisons animales, les viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.","Écrivez la date de contact avec les animaux, les maisons animales, les viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours, au format DD / mm / yyyy.",,
expo14_animalcon_livestock,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec le bétail,,,,,
expo14_animalcon_livestockyn,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec le bétail,"1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des oiseau vivant (par exemple des poulets, des dindes, des canards) survenus au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockbird,présentation,Antécédents d'exposition dans les 14 jours précédents,"Si oui au contact avec le bétail : Contact avec la volaille (par exemple, poulets, dindes, canards)","1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des oiseau vivant (par exemple des poulets, des dindes, des canards) survenus au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockcow,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Si oui au contact avec le bétail : Contact avec les vaches laitières et/ou le matériel de traite,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec les vaches laitières et / ou l'équipement de traite qui s'est produit au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockothercow,présentation,Antécédents d'exposition dans les 14 jours précédents,Si oui au contact avec le bétail : Contact avec des bovins autres que les vaches laitières,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence au contact avec des bovins autres que les vaches laitières qui se sont produites au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestockpig,présentation,Antécédents d'exposition dans les 14 jours précédents,Si oui au contact avec le bétail : Contact avec les porcs,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des porcs survenus au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_livestocktype,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Si oui au contact avec le bétail : Précisez le type de contact,"1, chasse | 2, Préparation | 3, manipulation | 4, consommation (non transformée / sous-cuite / brut) | 5, trading | 6, fèces ou nids d'animaux | 7, Animal malade ou mort | 88, autre | 99, inconnu","Cela fait référence au (s) type (s) de contact animal qui s'est produit au cours des 14 derniers jours. La chasse comprend les résultats ou la mort d'animaux pour la nourriture ou le sport. La préparation incombe à la peau, à la vinaigrette ou à la boucherie d'animaux pour la consommation. La manipulation comprend le toucher, les caresses ou le partage de salon avec des animaux. La consommation comprend l'ingestion de pièces d'animaux non traitées, insuffisantes ou brutes. Le trading comprend les contacts des animaux de la vente, de l'achat ou de l'échange d'animaux. Les fèces ou les nids d'animaux comprennent un contact avec des fèces, des nids ou des maisons d'animaux. Les animaux malades ou morts se réfèrent au contact avec un animal malade ou mort, mais pas à la participation à la chirurgie animale ou à la nercocopie (question séparée).",Sélectionnez tous les types de contact animal qui se sont produits au cours des 14 derniers jours.,,
expo14_animalcon_nhprim,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des primates non humains,,,,,
expo14_animalcon_nhprimyn,présentation,HISTORIQUE D'EXPOSITION AU COURS DES 14 JOURS PRÉCÉDENTS,Contact avec des primates non humains,"1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des primates non humains (un groupe de mammifères composés de singes et de singes et de Prosimiens simiens, comme des lémuriens) qui se sont produits au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
