Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
demog_country,présentation,Démographie,Pays,"1, Afghanistan (AFG) | 2, Åland Islands (ALA) | 3, Albania (ALB) | 4, Algeria (DZA) | 5, American Samoa (ASM) | 6, Andorra (AND) | 7, Angola (AGO) | 8, Anguilla (AIA) | 9, Antigua and Barbuda (ATG) | 10, Argentina (ARG) | 11, Armenia (ARM) | 12, Aruba (ABW) | 13, Australia (AUS) | 14, Austria (AUT) | 15, Azerbaijan (AZE) | 16, Bahrain (BHR) | 17, Bangladesh (BGD) | 18, Barbados (BRB) | 19, Belarus (BLR) | 20, Belgium (BEL) | 21, Belize (BLZ) | 22, Benin (BEN) | 23, Bermuda (BMU) | 24, Bhutan (BTN) | 25, Bolivia (BOL) | 26, Bosnia and Herzegovina (BIH) | 27, Botswana (BWA) | 28, Bouvet Island (BVT) | 29, Brazil (BRA) | 30, British Indian Ocean Territory (IOT) | 31, Brunei Darussalam (BRN) | 32, Bulgaria (BGR) | 33, Burkina Faso (BFA) | 34, Burundi (BDI) | 35, Cabo Verde (CPV) | 36, Cambodia (KHM) | 37, Cameroon (CMR) | 38, Canada (CAN) | 39, Cayman Islands (CYM) | 40, Central African Republic (CAF) | 41, Chad (TCD) | 42, Chile (CHL) | 43, China (CHN) | 44, Christmas Island (CXR) | 45, Cocos (Keeling) Islands (CCK) | 46, Colombia (COL) | 47, Comoros (COM) | 48, Congo (COG) | 49, Cook Islands (COK) | 50, Costa Rica (CRI) | 51, Côte d'Ivoire (CIV) | 52, Croatia (HRV) | 53, Cuba (CUB) | 54, Curaçao (CUW) | 55, Cyprus (CYP) | 56, Czechia (CZE) | 57, Democratic Republic of the Congo (COD) | 58, Denmark (DNK) | 59, Djibouti (DJI) | 60, Dominica (DMA) | 61, Dominican Republic (DOM) | 62, Ecuador (ECU) | 63, Egypt (EGY) | 64, El Salvador (SLV) | 65, Equatorial Guinea (GNQ) | 66, Eritrea (ERI) | 67, Estonia (EST) | 68, Eswatini (SWZ) | 69, Ethiopia (ETH) | 70, Falkland Islands (FLK) | 71, Faroe Islands (FRO) | 72, Fiji (FJI) | 73, Finland (FIN) | 74, France (FRA) | 75, French Guiana (GUF) | 76, French Polynesia (PYF) | 77, French Southern Territories (ATF) | 78, Gabon (GAB) | 79, Gambia (GMB) | 80, Georgia (GEO) | 81, Germany (DEU) | 82, Ghana (GHA) | 83, Gibraltar (GIB) | 84, Greece (GRC) | 85, Greenland (GRL) | 86, Grenada (GRD) | 87, Guadeloupe (GLP) | 89, Guam (GUM) | 90, Guatemala (GTM) | 91, Guernsey (GGY) | 92, Guinea (GIN) | 93, Guinea-Bissau (GNB) | 94, Guyana (GUY) | 95, Haiti (HTI) | 96, Heard Island and McDonald Islands (HMD) | 97, Honduras (HND) | 98, Hong Kong (HKG) | 100, Hungary (HUN) | 101, Iceland (ISL) | 102, India (IND) | 103, Indonesia (IDN) | 104, Iran (IRN) | 105, Iraq (IRQ) | 106, Ireland (IRL) | 107, Isle of Man (IMN) | 108, Israel (ISR) | 109, Italy (ITA) | 110, Jamaica (JAM) | 111, Japan (JPN) | 112, Jersey (JEY) | 113, Jordan (JOR) | 114, Kazakhstan (KAZ) | 115, Kenya (KEN) | 116, Kiribati (KIR) | 117, Kosovo (KOS) | 118, Kuwait (KWT) | 119, Kyrgyzstan (KGZ) | 120, Laos (LAO) | 121, Latvia (LVA) | 122, Lebanon (LBN) | 123, Lesotho (LSO) | 124, Liberia (LBR) | 125, Libya (LBY) | 126, Liechtenstein (LIE) | 127, Lithuania (LTU) | 128, Luxembourg (LUX) | 129, Macao (MAC) | 130, Macedonia (MKD) | 131, Madagascar (MDG) | 132, Malawi (MWI) | 133, Malaysia (MYS) | 134, Maldives (MDV) | 135, Mali (MLI) | 136, Malta (MLT) | 137, Marshall Islands (MHL) | 138, Martinique (MTQ) | 139, Mauritania (MRT) | 140, Mauritius (MUS) | 141, Mayotte (MYT) | 142, Mexico (MEX) | 143, Micronesia (FSM) | 144, Moldova (MDA) | 145, Monaco (MCO) | 146, Mongolia (MNG) | 147, Montenegro (MNE) | 148, Montserrat (MSR) | 149, Morocco (MAR) | 150, Mozambique (MOZ) | 151, Myanmar (MMR) | 152, Namibia (NAM) | 153, Nauru (NRU) | 154, Nepal (NPL) | 155, Netherlands (NLD) | 156, New Caledonia (NCL) | 157, New Zealand (NZL) | 158, Nicaragua (NIC) | 159, Niger (NER) | 160, Nigeria (NGA) | 161, Niue (NIU) | 162, Norfolk Island (NFK) | 163, North Korea (PRK) | 164, Northern Mariana Islands (MNP) | 165, Norway (NOR) | 166, Oman (OMN) | 167, Pakistan (PAK) | 168, Palau (PLW) | 169, Palestine (PSE) | 170, Panama (PAN) | 171, Papua New Guinea (PNG) | 172, Paraguay (PRY) | 173, Peru (PER) | 174, Philippines (the) (PHL) | 175, Pitcairn (PCN) | 176, Poland (POL) | 177, Portugal (PRT) | 178, Puerto Rico (PRI) | 179, Qatar (QAT) | 180, Réunion (REU) | 181, Romania (ROU) | 182, Russia (RUS) | 183, Rwanda (RWA) | 184, Saint Barthélemy (BLM) | 185, Saint Helena, Ascension and Tristan da Cunha (SHN) | 186, Saint Kitts and Nevis (KNA) | 187, Saint Lucia (LCA) | 188, Saint Martin (French) (MAF) | 189, Saint Pierre and Miquelon (SPM) | 190, Saint Vincent and the Grenadines (VCT) | 191, Samoa (WSM) | 192, San Marino (SMR) | 193, Sao Tome and Principe (STP) | 194, Saudi Arabia (SAU) | 195, Senegal (SEN) | 196, Serbia (SRB) | 197, Seychelles (SYC) | 198, Sierra Leone (SLE) | 199, Singapore (SGP) | 200, Sint Maarten (Dutch) (SXM) | 201, Slovakia (SVK) | 202, Slovenia (SVN) | 203, Solomon Islands (SLB) | 204, Somalia (SOM) | 205, South Africa (ZAF) | 206, South Georgia and the South Sandwich Islands (SGS) | 207, South Korea (KOR) | 208, South Sudan (SSD) | 209, Spain (ESP) | 210, Sri Lanka (LKA) | 211, Sudan (SDN) | 212, Suriname (SUR) | 213, Svalbard and Jan Mayen (SJM) | 214, Sweden (SWE) | 215, Switzerland (CHE) | 216, Syrian Arab Republic (SYR) | 217, Taiwan (TWN) | 218, Tajikistan (TJK) | 219, Tanzania (TZA) | 220, Thailand (THA) | 221, The Bahamas (BHS) | 222, Timor-Leste (TLS) | 223, Togo (TGO) | 224, Tokelau (TKL) | 225, Tonga (TON) | 226, Trinidad and Tobago (TTO) | 227, Tunisia (TUN) | 228, Turkey (TUR) | 229, Turkmenistan (TKM) | 230, Turks and Caicos Islands (TCA) | 231, Tuvalu (TUV) | 232, Uganda (UGA) | 233, Ukraine (UKR) | 234, United Arab Emirates (ARE) | 235, United Kingdom (GBR) | 236, United States Minor Outlying Islands (UMI) | 237, United States of America (USA) | 238, Uruguay (URY) | 239, Uzbekistan (UZB) | 240, Vanuatu (VUT) | 241, Vatican City (VAT) | 242, Venezuela (VEN) | 243, Viet Nam (VNM) | 244, Virgin Islands (UK) (VGB) | 245, Virgin Islands (US) (VIR) | 246, Wallis and Futuna (WLF) | 247, Western Sahara (ESH) | 248, Yemen (YEM) | 249, Zambia (ZMB) | 250, Zimbabwe (ZWE) | 88, Other | 99, Unknown",,,,
demog_country_oth,présentation,Démographie,Spécifier d'autres pays,,,,,
demog_ni,présentation,Démographie,Patient d'Irlande du Nord,"1, oui | 0, non | 99, inconnu",,,,
demog_postcode,présentation,Démographie,Code postal,,,,,
demog_nhc,présentation,Démographie,Numéro national des soins de santé,,,,,
demog_race,présentation,Démographie,Race (sélectionnez tout ce qui s'applique),"1, Arab | 2, noir | 3, Asie de l'Est | 4, sud-asiatique | 5, Asie du Sud-Est | 6, Asie occidentale | 7, Amérique latine | 8, blanc | 9, Autochtones / Premières nations / indigènes | 88, autre | 99, inconnu",La race se réfère à une catégorie d'humanité qui partage certains traits physiques distinctifs.,"Entrez tous les choix des choix suivants. Si «autre», écrivez entièrement le nom de la race du patient dans l'espace ci-dessous. Si la course du patient n'est pas connue, sélectionnez «inconnu».",,
demog_race_other,présentation,Démographie,Spécifiez une autre race,,,,,
demog_ethnic,présentation,Démographie,Ethnie,"1, Yoruba | 2, IBO | 3, Hausa | 4, Ikwere | 5, Ogoni | 88, autre","Cela fait référence à l'ethnicité du patient ou au grand groupe ethnique à la naissance. Veuillez exclure la nationalité car les nations incluent souvent de nombreux groupes ethniques différents (par exemple, Singapourien est la nationalité, mais le groupe ethnique à Singapour pourrait être asiatique oriental, sud-asiatique, etc.).","Entrez tous les choix des choix suivants. Si «d'autres» écrivent en remplissant le nom du groupe ethnique du patient. Si l'ethnicité du patient n'est pas connue, sélectionnez «inconnu».",,
demog_ethnicoth,présentation,Démographie,Spécifiez un autre groupe ethnique,,Cela fait référence à l'ethnicité du patient ou au grand groupe ethnique à la naissance qui n'a pas été spécifié ci-dessus.,"Si «autre», écrivez entièrement le nom du groupe ethnique du patient. Veuillez ne pas saisir une lettre ou un numéro correspondant à un système de codage d'ethnicité local / national.",,
demog_healthcare,présentation,Démographie,Employé comme agent de santé,"1, oui, affronter le patient | 2, oui, laboratoire | 3, oui, pas de patients / laboratoire | 0, non | 99, inconnu","Cela fait référence à un patient employé dans l'industrie des soins de santé. Il comprend ceux qui fournissent des soins dans des contextes orientés patients (c'est-à-dire des rôles qui impliquent une interaction directement avec les patients) ou des établissements non professionnels (par exemple, le personnel de laboratoire, les gestionnaires de déchets médicaux).","Sélectionnez l'option la plus appropriée. Sélectionnez «non» si le patient n'est pas utilisé dans les soins de santé. Sélectionnez «inconnu», si le statut du patient en tant qu'employé de santé n'est pas connu.",,
demog_occupation,présentation,Démographie,Emplacement principal de l'occupation,"1, travaillant à domicile ou chômeurs | 2, à l'intérieur du bureau / santé / éducation / hospitalité / entreprise / maisons | 3, à l'intérieur-facteur | 4, Contact animal extérieur (vétérinaire, agriculteur animal, travailleur des abattoirs) | 5, Outdoors-Agriculture / Forestry / Fisheries | 6, collectionneur de dps à l'extérieur | 7, Construction en plein air / industriel / mine | 8, Forces armées | 9, étudiant | 88, autre | 99, inconnu",Cela fait référence à l'emplacement dans lequel le patient mène la majorité des travaux liés à leur occupation actuelle.,"Sélectionnez l'option la plus appropriée. Sélectionnez «Autre» Si l'emplacement principal n'est pas disponible, écrivez l'emplacement dans l'espace fourni ci-dessous. Sélectionnez «inconnu», si l'emplacement principal du patient n'est pas connu.",,
demog_occupation_oth,présentation,Démographie,Spécifier d'autres emplacements principaux de l'occupation,,Cela fait référence à un autre emplacement principal d'occupation qui n'a pas été spécifié ci-dessus.,,,
demog_residence,présentation,Démographie,Ville de la résidence du patient,"1, identique à l'établissement de soins de santé | 2, différent de l'établissement de soins de santé | 99, inconnu",Cela fait référence à la ville de résidence du patient par rapport à l'emplacement de ce centre de soins de santé.,"Sélectionnez l'option la plus appropriée. Si la ville de résidence du patient est différente de la ville dans laquelle se trouve cet établissement de santé, spécifiez la région de résidence du patient ci-dessous. Si la ville de résidence du patient n'est pas connue, sélectionnez «inconnu».",,
demog_residence_oth,présentation,Démographie,Spécifier une autre région de résidence,,,"Écrivez la région de résidence des patients, si elle diffère de l'emplacement de cet établissement de santé.",,
demog_subdistrict,présentation,Démographie,Spécifier la région (sous-district) de la résidence,,,"Écrivez la région des patients ou le sous-district de la résidence, si elle diffère de l'emplacement de cet établissement de soins de santé.",,
travel_travel14d,présentation,Historique du voyage,Le patient a-t-il voyagé en dehors de sa région d'origine au cours des 14 derniers jours?,"1, oui | 0, non | 99, inconnu","Cela fait référence à un voyage dans une autre ville / ville ou région, une autre partie du pays ou de l'étranger dans un autre pays dans les 14 jours avant les symptômes relatifs à la maladie actuelle. Si le patient s'est éloigné de son lieu de résidence habituel dans les 14 jours suivant l'apparition des symptômes, entrez dans l'emplacement qui a été visité. Jusqu'à trois emplacements peuvent être entrés. Veuillez saisir le nom de la ville / zone géographique visitée et du pays.","Indiquez «oui», si le patient s'est éloigné de son lieu de résidence habituel dans les 14 jours suivant l'apparition des symptômes.",,
travel_loc,présentation,Historique du voyage,Spécifiez toutes les villes / villes ou villes et région de voyage,,,"Si le patient s'est éloigné de son lieu de résidence habituel dans les 14 jours suivant l'apparition des symptômes, entrez dans l'emplacement qui a été visité.",,
travel_enter,présentation,Historique du voyage,Date individuelle est entrée dans le pays,,,,,
travel_begin,présentation,Historique du voyage,Date quand le voyage a commencé,,,,,
expo14_drinkdps,présentation,Antécédents d'exposition dans les 14 jours précédents,Boire une sève de palmier datte cru (DPS),"1, oui | 0, non | 99, inconnu",,"Indiquez «oui» si le patient rapporte avoir consommé SAP RAW DATE PALM (DPS) dans les 14 jours précédant le début des symptômes. Si le patient n'est pas sûr, indiquez «inconnu».",,
expo14_drinkfdps,présentation,Antécédents d'exposition,DPS fermenté,"1, oui | 0, non | 99, inconnu",,"Indiquez «oui» si le patient rapporte avoir consommé une sève de palmier à date fermentée (DPS) dans les 14 jours précédant le premier début des symptômes. Si le patient n'est pas sûr, indiquez «inconnu».",,
expo14_batbir,présentation,Antécédents d'exposition,Manger des fruits de chauve-souris / oiseau mangé,"1, oui | 0, non | 99, inconnu",Fait référence à la consommation d'aliments contaminés par les liquides des oiseaux ou des chauves-souris.,"Indiquez «oui» si le patient rapporte avoir consommé des fruits contaminés par les liquides des oiseaux ou des chauves-souris au cours des 14 jours précédant le premier début des symptômes. Si le patient n'est pas sûr, indiquez «inconnu».",,
