Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
inclu_iccddrpat,présentation,Critères d'inclusion,"Le participant est inscrit au programme de surveillance ICDDR, B-IDCR NIV.","1, oui | 0, non",Ceci est une exigence d'inclusion dans cette étude.,"Indiquez «oui», si le patient répond à ce critère d'inclusion. Si «non», le patient ne répond pas aux critères d'inclusion, veuillez ne pas continuer avec ce formulaire de rapport de cas.",,
inclu_consent,présentation,Critères d'inclusion,Le participant (ou leur représentant) a donné son consentement à participer à cette étude.,"1, oui | 0, non",Cela fait référence à la fourniture d'un consentement éclairé par le patient ou à leur représentant pour participer à cette étude.,Indiquez «oui» si le patient ou son représentant a donné son consentement éclairé pour la participation à cette étude.,,
inclu_consent_date,présentation,Critères d'inclusion,Date de consentement,,Cela fait référence à la fourniture d'un consentement éclairé par le patient ou à leur représentant pour participer à cette étude.,Rédiger la date à laquelle un consentement éclairé a été donné pour l'inclusion des participants dans cette étude. Utilisez le format DD / MM / YYYY.,,
inclu_consni,présentation,Critères d'inclusion,Options de consentement (sélectionnez tous auxquels le patient a accepté),"1, je suis d'accord que mes données peuvent être utilisées pour d'autres recherches éthiques non liées au Royaume-Uni ou ailleurs. | 2, je suis d'accord que mes données peuvent être utilisées pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux. | 3, je suis d'accord que mes données et les résultats des analyses désidentifiés peuvent être partagés avec d'autres scientifiques, y compris ceux d'autres pays. | 4, j'accepte d'être contacté par les enquêteurs pour être invité à participer à de futurs travaux, y compris des études de recherche",,Sélectionnez tout ce qui s'applique.,,
inclu_conuk,présentation,Critères d'inclusion,"En Écosse et en Irlande du Nord, je certifie que le consentement a été obtenu pour la collecte de données confidentielles, y compris les identificateurs personnels:
N.B. En vertu du règlement 3 du Règlement de 2002 (Contrôle des informations sur les patients) (COPI), le consentement n'est pas requis pour la collecte d'informations confidentielles avec des identifiants personnels (données) en Angleterre et au Pays de Galles lors d'un cas d'intérêt de santé publique ou de ses conséquences .","1, oui | 2, non | 99, inconnu",,,,
inclu_conukdna,présentation,Critères d'inclusion,"Dans tous les pays du Royaume-Uni, le consentement a été obtenu pour la collection d'échantillons, y compris l'ADN:","1, oui | 2, non | 99, inconnu",,,,
inclu_conukops,présentation,Critères d'inclusion,Options de consentement (sélectionnez tous auxquels le patient a accepté),"1, les données et les échantillons peuvent être utilisés pour d'autres recherches non approuvées éthiques au Royaume-Uni ou ailleurs | 2, les données et les échantillons peuvent être utilisés pour fabriquer des tests, des traitements ou d'autres produits, y compris des produits commerciaux | 3, les données et les résultats des analyses, peuvent être partagés avec d'autres scientifiques, y compris ceux des autres pays | 4, les participants peuvent être contactés par les enquêteurs pour être invités à participer à de futurs travaux, y compris des études de recherche",,Sélectionnez tout ce qui s'applique.,,
inclu_cons,présentation,Critères d'inclusion,Consentement isarique,,,,,
inclu_cons_yn,présentation,Critères d'inclusion,Le patient accepte de participer à cette étude de recherche,"1, oui | 0, non",,,,
inclu_cons_who,présentation,Critères d'inclusion,Consentement fourni par,"1, patient | 2, parent / tuteur | 3, consulté",,,,
inclu_cons_rsch,présentation,Critères d'inclusion,Utilisation future des données dans la recherche éthiquement approuvée,"1, oui | 0, non",,Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_cons_futgen,présentation,Critères d'inclusion,Utilisation future des données génétiques,"1, oui | 0, non",,Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_cons_futsmpl,présentation,Critères d'inclusion,Utilisation future des échantillons,"1, oui | 0, non",,Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_cons_nstudy,présentation,Critères d'inclusion,Contacté dans le futur pour d'autres études,"1, oui | 0, non",,Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_cons_photo,présentation,Critères d'inclusion,"Je suis d'accord que les photographies numériques des parties pertinentes de mon corps peuvent être prises dans le cadre de cette étude, et je peux refuser de photographier des zones spécifiques de mon corps","1, oui | 0, non",,Il s'agit d'une question de consentement facultative et n'est pas requise pour l'achèvement du CRF restant.,,
inclu_cons_usage,présentation,Critères d'inclusion,J'autorise le consentement facultatif à utiliser par,"1, d'autres chercheurs | 2, entités commerciales (excluant les compagnies d'assurance)",,,,
exclu_othdiag,présentation,Critères d'exclusion,Le patient a-t-il un diagnostic non infectieux alternatif clair (diagnostic confirmé clinique ou en laboratoire / imagerie) qui explique la présentation aiguë,"1, oui | 0, non",,"Indiquez «oui», s'il existe un diagnostic clair non infectieux qui explique cette présentation aiguë. Si «oui», le patient remplit ce critère d'exclusion, veuillez ne pas continuer avec ce formulaire de rapport de cas.",,
dates_onsetdate,présentation,Début et présentation,Date de début du premier / ancien symptôme,,Cela fait référence à la date d'apparition du premier / premier symptôme qui est cliniquement lié à l'épisode actuel de la maladie.,"Fournir la date du premier symptôme qui, selon vous, était lié à cet épisode de maladie au format DD / mm / yyyy.",,
dates_consult,présentation,Début et présentation,Date de la première consultation clinique,,Cela fait référence à la date de la première consultation clinique liée à l'épisode actuel de la maladie.,Fournir la date de la première consultation clinique liée à l'épisode actuel de maladie au format DD / mm / yyyy.,,
dates_case,présentation,Début et présentation,L'affaire de date a été signalée pour la première fois,,,,,
dates_adm,présentation,Début et présentation,Admis à l'hôpital,"1, oui | 0, non | 99, inconnu",Cela fait référence à l'admission du patient à votre site pour la maladie actuelle.,"Indiquez «oui», si ce patient a été admis sur votre site.",,
dates_adm_reas,présentation,Début et présentation,Raison de l'hospitalisation,,Cela fait référence à la raison (indication) de l'hospitalisation.,"Si «oui», spécifiez la raison (indication) de l'hospitalisation.",,
dates_admdate,présentation,Début et présentation,Date d'admission à l'hôpital,,Cela fait référence à la date d'hospitalisation / d'admission du patient sur votre site pour la maladie actuelle.,Entrez la date d'hospitalisation / admission à votre site (au format DD / mm / yyyy).,,
dates_admtime,présentation,Début et présentation,Heure de l'admission à l'hôpital,,Cela fait référence à l'admission du patient à votre site pour la maladie actuelle.,Entrez le temps d'entrée sur votre site au format 24 heures sur 24 (00:00 - 24h00).,,
dates_hosp,présentation,Début et présentation,Dans quelle hôpital / communauté le participant a-t-il été inscrit?,,,Écrivez le nom de l'établissement de santé ou de la communauté dans laquelle le patient a été inscrit.,,
dates_enrolment,présentation,Début et présentation,Date d'inscription / démarrage de la collecte de données,,Il s'agit de la date d'inscription / début de la collecte de données.,Entrez la date de l'inscription de l'étude des patients au format du jour / mois / an (DD / mm / yyyy).,,
dates_firstsym,présentation,Début et présentation,Symptômes (s) pendant les premières 24 heures de maladie (sélectionnez tout ce qui s'applique),,"Cela fait référence au premier symptôme, ou symptômes (s'il s'est produit en même temps), que vous croyez cliniquement lié à cet épisode de maladie.",Sélectionnez tous les symptômes que le patient a ressentis au cours des 24 premières heures de maladie (sélectionnez tout ce qui s'applique).,,
readm_prevadm,présentation,Réadmission et broche précédente,Le patient a-t-il été admis auparavant ou transféré d'une autre installation au cours de cet épisode de maladie?,"1, oui-admis précédemment à cette installation et déchargé | 2, oui-admis à d'autres installations et libéré | 3, oui-admis à une autre installation, puis transféré dans cette installation | 0, non | 99, inconnu",Cela fait référence à l'admission précédente à un établissement de santé ou au transfert d'un autre établissement de santé au cours de l'épisode actuel de maladie.,Sélectionnez l'option la plus appropriée qui représente si le patient admis auparavant ou transféré à partir de tout autre établissement au cours de cet épisode de maladie.,,
readm_prevsite,présentation,Réadmission et broche précédente,Nom de l'installation de transfert,,Cela fait référence au nom de l'installation à partir duquel le patient a déjà été admis ou transféré.,Entrez le nom de l'installation à partir duquel le patient a déjà été admis ou transféré.,,
readm_numprev,présentation,Réadmission et broche précédente,Nombre total d'admissions précédentes pour cette infection,,Cela fait référence au nombre de fois (pour cette infection) que le patient a été admis dans un établissement de santé.,"Indiquez le nombre de fois (pour cette infection), le patient a été admis dans un établissement de santé.",,
readm_firstadmdt,présentation,Réadmission et broche précédente,Date de l'admission la plus précoce pour cette infection,,"Cela fait référence à la date de la première admission pour cette maladie. Si le patient était d'abord «admis dans d'autres établissements, puis transféré dans le dossier de cet établissement, la date à laquelle le patient a été admis dans l'autre établissement de santé.",Écrivez la date au format DD / mm / Yyyy.,,
readm_difpin,présentation,Réadmission et broche précédente,Les données du patient ont-elles été précédemment collectées sous un autre numéro d'identification des participants (PIN)?,"1, oui | 0, non | 99, inconnu",,,,
readm_prevpin,présentation,Réadmission et broche précédente,Numéro d'identification précédent des participants (PIN),,Le numéro d'identification ou le PIN des participants est un numéro unique utilisé pour identifier les données du patient (participant).,Écrivez le numéro d'identification des participants (PIN).,,
readm_reas,présentation,Réadmission et broche précédente,Le patient est-il réadmis avec ou en raison d'une infection par pathogène d'intérêt?,"1, oui | 0, non | 99, inconnu",Cela fait référence à la réadmission du patient avec ou en raison d'une infection par pathogène d'intérêt.,Indiquez «oui» si le patient est réadmis avec ou en raison d'une infection par un agent pathogène d'intérêt.,,
demog_sex,présentation,Démographie,Sexe à la naissance,"1, mâle | 2, femme | 88, autre | 99, non spécifié / inconnu",Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,Sélectionnez l'option la plus appropriée qui représente les caractéristiques sexuelles physiques à la naissance.,,
demog_sex_oth,présentation,Démographie,Spécifiez d'autres relations sexuelles à la naissance,,Cela fait référence aux caractéristiques sexuelles physiques à la naissance.,"Si «autre», spécifiez les caractéristiques sexuelles physiques à la naissance.",,
demog_birthdate,présentation,Démographie,Date de naissance,,Cela fait référence à la date du calendrier à laquelle le patient est né.,Enregistrez la date de naissance des participants au format DD / mm / yyyy.,,
demog_gender,présentation,Démographie,Genre,"1, homme | 2, femme | 3, transgenre | 4, non binaire | 88, autre | 99, inconnu","Cela fait référence au sens de son sexe d'une personne, qui peut ou non correspondre au sexe génotypique ou phénotypique de l'individu.",Sélectionnez l'option la plus appropriée qui représente l'identité de genre du patient.,,
demog_gender_oth,présentation,Démographie,Spécifiez un autre sexe,,"Cela fait référence au sens de son sexe d'une personne, qui peut ou non correspondre au sexe génotypique ou phénotypique de l'individu.",Si «d'autres» spécifient l'identité de genre du patient.,,
demog_age,présentation,Démographie,Âge,,Cela fait référence à l'âge du patient.,"Pour les participants de plus de deux ans, veuillez signaler l'âge en années. Pour les enfants de moins d'un an, veuillez vous présenter en mois. Pour les nouveau-nés, en dessous de l'âge d'un mois, veuillez vous présenter en quelques jours.",,
demog_age_units,présentation,Démographie,Unités d'âge,"1, années | 2, mois | 3, jours",Cela fait référence à l'âge du patient à la présentation au centre de santé.,Sélectionnez les unités les plus appropriées pour l'âge.,,
demog_height,présentation,Démographie,Hauteur (sélectionnez les unités),,Estimation réelle ou la plus proche de la hauteur au moment de l'admission.,,,
demog_height_cm,présentation,Démographie,Hauteur (cm),,"Cela fait référence à la distance de la semelle à la couronne de la tête avec le corps debout sur une surface plane et complètement étendue. Pour les enfants de moins de 2 ans, veuillez utiliser la longueur du corps (mesuré en couchage en décubitus dorsal).","Indiquez la hauteur du patient en centimètres (cm). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",,
demog_height_in,présentation,Démographie,Hauteur (in),,,"Indiquez la hauteur du patient en pouces (in). Pour les enfants de moins de 2 ans, veuillez utiliser la durée.",,
demog_weight,présentation,Démographie,Poids (Sélectionnez Unités),,Estimation réelle ou la plus proche du poids au moment de l'admission.,,,
demog_weight_kg,présentation,Démographie,Poids (kg),,"Cela fait référence au poids d'un sujet, exprimé en kilogrammes (kg).",Indiquez le poids du patient en kilogrammes (kg).,,
demog_weight_lb,présentation,Démographie,Poids (LB),,,Indiquez le poids du patient en livres (LB).,,
demog_country,présentation,Démographie,Pays,,,Indiquer le pays d'inscription,,
demog_postcode,présentation,Démographie,Code postal,,,,,
demog_nhc,présentation,Démographie,Numéro national des soins de santé,,,,,
demog_race,présentation,Démographie,Race (sélectionnez tout ce qui s'applique),"1, Arab | 2, noir | 3, Asie de l'Est | 4, sud-asiatique | 5, Asie du Sud-Est | 6, Asie occidentale | 7, Amérique latine | 8, blanc | 9, Autochtones / Premières nations / indigènes | 88, autre | 99, inconnu",Cela fait référence à une catégorie d'origine ancestrale géographique qui est affectée à un groupe de population basé principalement sur des caractéristiques physiques qui sont considérées comme distinctes et inhérentes.,Sélectionnez tout ce qui s'applique.,,
demog_race_other,présentation,Démographie,Spécifiez une autre race,,Cela fait référence à une catégorie d'origine ancestrale géographique qui est affectée à un groupe de population basé principalement sur des caractéristiques physiques qui sont considérées comme distinctes et inhérentes.,"Si «autre», spécifiez la race.",,
demog_ethnic,présentation,Démographie,Ethnie,"1, Yoruba | 2, IBO | 3, Hausa | 4, Ikwere | 5, Ogoni | 88, autre","Cela fait référence à l'ethnicité du patient ou au grand groupe ethnique à la naissance, à l'exclusion de la nationalité, car les nations incluent souvent de nombreux groupes ethniques différents (par exemple, Singapourien est la nationalité, mais le regroupement ethnique à Singapour pourrait être Asie de l'Est, d'Asie du Sud, etc.).",Sélectionnez tout ce qui s'applique.,,
demog_ethnicoth,présentation,Démographie,Spécifiez un autre groupe ethnique,,,"Si «autre», écrivez entièrement le nom du groupe ethnique du patient. Veuillez ne pas saisir une lettre ou un numéro correspondant à un système de codage d'ethnicité local / national.",,
demog_healthcare,présentation,Démographie,Employé comme agent de santé,"1, OUI-PATIENT FACHING | 2, oui-exposé aux échantillons biologiques | 3, oui-non patients / échantillons | 0, non | 99, inconnu","Cela fait référence à un patient employé dans l'industrie des soins de santé. Il comprend ceux qui fournissent des soins dans des milieux orientés patients (c'est-à-dire des rôles qui impliquent une interaction directement avec les patients) ou des milieux non professionnels (par exemple, le personnel de laboratoire, les gestionnaires de déchets médicaux).",Sélectionnez l'option la plus appropriée.,,
demog_riskoccupa,présentation,Démographie,Occupation du patient,,Cela fait référence à l'activité principale qu'une personne fait pour gagner sa vie.,Sélectionnez tout ce qui s'applique.,,
demog_occupation,présentation,Démographie,Emplacement principal de l'occupation,"1, travaillant à domicile ou chômeurs | 2, à l'intérieur du bureau / santé / éducation / hospitalité / entreprise / maisons | 3, à l'intérieur-facteur | 8, Contact animal extérieur (vétérinaire, agriculteur animal, travailleur des abattoirs) | 4, Outdoors-Agriculture / Forestry / Fisheries | 5, Construction en plein air / industriel / minier | 6, Forces armées | 7, étudiant | 88, autre | 99, inconnu",Cela fait référence à l'emplacement dans lequel le patient mène la majorité des travaux liés à leur occupation actuelle.,Sélectionnez l'option la plus appropriée qui représente l'emplacement principal de l'occupation.,,
demog_occupation_oth,présentation,Démographie,Spécifier d'autres emplacements principaux de l'occupation,,Cela fait référence à l'emplacement dans lequel le patient mène la majorité des travaux liés à leur occupation actuelle.,"Si «autre», spécifiez l'emplacement principal de l'occupation.",,
demog_countrysubj,présentation,Démographie,Pays de résidence du patient,,,,,
demog_residence,présentation,Démographie,Ville de la résidence du patient,"1, identique à l'établissement de soins de santé | 2, différent de l'établissement de soins de santé | 99, inconnu",Cela fait référence à la ville qu'une personne habite plus que temporairement ou vit en permanence.,"Si la ville de résidence du patient est différente de la ville dans laquelle se trouve cet établissement de santé, spécifiez la région de résidence du patient ci-dessous.",,
demog_residence_oth,présentation,Démographie,Spécifier une autre région de résidence,,Cela fait référence à la ville qu'une personne habite plus que temporairement ou vit en permanence.,"Si «différent de l'établissement de cas de santé», spécifiez la région de résidence du patient.",,
demog_subdistrict,présentation,Démographie,Spécifier la région (sous-district) de la résidence,,,"Écrivez la région des patients ou le sous-district de la résidence, si elle diffère de l'emplacement de cet établissement de soins de santé.",,
travel_travel14d,présentation,Historique du voyage,Le patient a-t-il voyagé en dehors de sa région d'origine au cours des 14 derniers jours?,"1, oui | 0, non | 99, inconnu","Cela fait référence à un voyage dans une autre ville / ville ou région, une autre partie du pays ou de l'étranger dans un autre pays dans les 14 jours avant les symptômes relatifs à la maladie actuelle.","Indiquez «oui», si le patient se rend dans une autre ville / ville ou région, une autre partie du pays ou de l'étranger dans un autre pays dans les 14 jours précédant les symptômes relatifs à la maladie actuelle.",,
travel_loc,présentation,Historique du voyage,Spécifiez toutes les villes / villes ou villes et région de voyage,,"Cela fait référence à toutes les villes / villes ou villes et régions, auxquels le patient a voyagé dans les 14 jours précédant les symptômes relatifs à la maladie actuelle.","Si le patient s'est éloigné de son lieu de résidence habituel dans les 14 jours suivant l'apparition des symptômes, entrez les emplacements qui ont été visités.",,
travel_enter,présentation,Historique du voyage,Date individuelle est entrée dans le pays d'inscription,,,,,
travel_begin,présentation,Historique du voyage,Date quand le voyage a commencé,,,,,
expo14_yn,présentation,Antécédents d'exposition dans les 14 jours précédents,Antécédents de contact avec un cas humain suspecté ou confirmé de même pathogène?,"1, oui | 0, non | 99, inconnu","Cela fait référence au patient ayant des antécédents de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériel contaminé à partir d'un cas suspecté ou confirmé (par exemple, les liquides corporels, les objets, la literie, etc.).","Indiquez «oui», si le patient a des antécédents de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériel contaminé à partir d'un cas suspecté ou confirmé (par exemple, les fluides corporels, les objets, la literie, etc.).",,
expo14_contactid,présentation,Antécédents d'exposition dans les 14 jours précédents,ID de contact confirmé / suspecté,,,,,
expo14_date,présentation,Antécédents d'exposition dans les 14 jours précédents,Date de contact avec un dossier suspecté ou confirmé,,"Cela fait référence à la date de contact avec toute personne présentant des symptômes similaires ou avec un cas confirmé connu, ou avec du matériau contaminé à partir d'un cas suspecté ou confirmé (par exemple, fluides corporels, objets, literie, etc.).",Écrivez la date de contact avec un cas suspecté ou confirmé au format DD / mm / yyyy.,,
expo14_type,présentation,Antécédents d'exposition dans les 14 jours précédents,Type d'exposition humaine,"1, Contact communautaire | 2, transmission verticale | 3, exposition aux agents de santé | 4, Transmission sexuelle | 5, Contact familial / ménage | 88, autre | 99, inconnu",Cela fait référence au mode d'exposition à un cas suspecté ou confirmé. Le contact communautaire fait référence à l'événement d'exposition en dehors des soins de santé. La transmission verticale fait référence à la transmission de la mère-enfant. L'exposition aux agents de santé fait référence à un événement d'exposition dans un cadre de soins de santé. La transmission sexuelle fait référence à une infection propagée par un contact sexuel. Les contacts familiaux / ménagers se réfèrent à la transmission des infections de personnes qui s'attendent à partager des logements la plupart du temps (et donc pour qui continuer un contact étroit est inévitable),Sélectionnez tout ce qui s'applique.,,
expo14_type_oth,présentation,Antécédents d'exposition dans les 14 jours précédents,Spécifiez un autre type d'exposition humaine,,Il s'agit du mode d'exposition à un cas suspecté ou confirmé non spécifié ci-dessus.,"Si «autre», spécifiez le mode d'exposition à un cas suspecté ou confirmé.",,
expo14_setting,présentation,Antécédents d'exposition dans les 14 jours précédents,Paramètre de contact,"1, ménage | 2, Occupationnel | 4, établissement de soins de santé | 88, autre | 99, inconnu",Cela fait référence à l'environnement dans lequel la personne peut être en contact avec un cas suspecté ou confirmé.,Sélectionnez l'option la plus appropriée qui représente le paramètre de contact avec un cas confirmé ou suspecté.,,
expo14_setting_oth,présentation,Antécédents d'exposition dans les 14 jours précédents,Spécifiez un autre paramètre de contact,,Cela fait référence à l'environnement dans lequel la personne peut être en contact avec un cas suspecté ou confirmé.,"Si «autre», spécifiez le paramètre de contact avec un cas confirmé ou suspecté.",,
expo14_animalcon,présentation,Antécédents d'exposition dans les 14 jours précédents,"Un contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale au cours des 14 derniers jours?","1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.","Indiquez «oui» si le patient était en contact avec des animaux, des maisons animales, des viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.",,
expo14_animalcon_date,présentation,Antécédents d'exposition dans les 14 jours précédents,Date de contact avec une source d'animaux suspectée ou confirmée,,"Cela fait référence à la date de contact avec les animaux, les maisons animales, les viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours.","Écrivez la date de contact avec les animaux, les maisons animales, les viandes ou d'autres produits d'origine animale qui se sont produits au cours des 14 derniers jours, au format DD / mm / yyyy.",,
expo14_animalcon_bird,présentation,Antécédents d'exposition dans les 14 jours précédents,"Contact avec Bird Live (par exemple des poulets, des dindes, des canards)","1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des oiseau vivant (par exemple des poulets, des dindes, des canards) survenus au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_bat,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec les chauves-souris,"1, oui | 0, non | 99, inconnu",,,,
expo14_animalcon_cow,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec des vaches laitières et / ou du matériel de traite,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec les vaches laitières et / ou l'équipement de traite qui s'est produit au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_othercow,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec des bovins autres que les vaches laitières,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des bovins autres que les vaches laitières qui se sont produites au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_horse,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec les chevaux,"1, oui | 0, non | 99, inconnu",,,,
expo14_animalcon_hare,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec des lièvres / lapins,"1, oui | 0, non | 99, inconnu",,,,
expo14_animalcon_pig,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec les porcs,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des porcs survenus au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_nhprim,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec des primates non humains,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des primates non humains qui se sont produits au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_rat,présentation,Antécédents d'exposition dans les 14 jours précédents,"Contact avec les rongeurs (par exemple les rats, les souris, les écureuils)","1, oui | 0, non | 99, inconnu","Cela fait référence au contact avec des rongeurs (par exemple des rats, des souris, des écureuils) qui se sont produits au cours des 14 derniers jours.",Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_insec,présentation,Antécédents d'exposition dans les 14 jours précédents,"Mides d'insectes (par exemple, tick, pule, moustique)","1, oui | 0, non | 99, inconnu",,,,
expo14_animalcon_repti,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec les reptiles / amphibiens,"1, oui | 0, non | 99, inconnu",,,,
expo14_animalcon_cats,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec les chats,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des chats qui se sont produits au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_domani,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec les chiens,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des chiens survenus au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_feces,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec des fèces ou des nids d'animaux,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des fèces animales ou des nids survenus au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_sickanim,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec un animal malade ou un animal mort,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec des animaux malades ou des animaux morts survenus au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_rawmeat,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec la viande animale crue / sang animal,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact avec la viande / sang animal animal cru qui s'est produit au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
expo14_animalcon_unpasteur,présentation,Antécédents d'exposition dans les 14 jours précédents,Contact avec ou consommation de lait non pasteurisé ou de produits laitiers,"1, oui | 0, non | 99, inconnu",Cela fait référence au contact ou à la consommation de lait non pasteurisé ou de produits laitiers survenus au cours des 14 derniers jours.,Indiquez «oui» si le patient a vécu cela au cours des 14 derniers jours.,,
