Microorganism,Code,Library,Type,Selected,preset_Syndrome_VHF,Comment,Language Speaker Reviewed,Clinical Language Speaker Reviewed
Clonorchis sinensis,36559008.0,SNOMED,"parasite, helminth",,,,,
Clostridium botulinum,13080008.0,SNOMED,bacteria,,,,,
Clostridium difficile,5933001.0,SNOMED,bacteria,,,,,
Clostridium difficile (toxina positiva),736050006.0,SNOMED,bacteria,,,,,
Clostridium tetani,30917009.0,SNOMED,bacteria,,,,,
Staphylococcus negativo da coagulase,116197008.0,SNOMED,bacteria,,,,,
Coccidioides,8672004.0,SNOMED,fungi,,,,,
Coccidioides imitis,23439005.0,SNOMED,fungi,,,,,
Bactérias coliformes,77309002.0,SNOMED,bacteria,,,,,
Coronaviridae (família),243607003.0,SNOMED,virus,,,,,
Corynebacterium,77086004.0,SNOMED,bacteria,,,,,
Corynebacterium amycolatum,113611002.0,SNOMED,bacteria,,,,,
Corynebacterium pseudodiphtheriticum,12050008.0,SNOMED,bacteria,,,,,
Corynebacterium pseudotuberculosis,55084001.0,SNOMED,bacteria,,,,,
Corynebacterium estriado,63815007.0,SNOMED,bacteria,,,,,
Corynebacterium ulcerans,103428000.0,SNOMED,bacteria,,,,,
Xerose Corynebacterium,27101006.0,SNOMED,bacteria,,,,,
Vírus da febre hemorrágica da Crimeia-Congo (CCHF),79875007.0,SNOMED,virus,,1.0,,,
Cryptococcus,17579001.0,SNOMED,bacteria,,,,,
Cryptococcus gattii,450862004.0,SNOMED,fungi,,,,,
Cryptococcus neoformans,67168003.0,SNOMED,bacteria,,,,,
Cryptococcus neoformans,67168003.0,SNOMED,fungi,,,,,
Cryptosporidium,83821001.0,SNOMED,"parasite, protozoa",,,,,
Cryptosporidium hominis,417722006.0,SNOMED,"parasite, protozoa",,,,,
Cryptosporidium parvum,51504002.0,SNOMED,"parasite, protozoa",,,,,
Curvularia lunata,33165007.0,SNOMED,fungi,,,,,
Cyclospora,103560006.0,SNOMED,"parasite, protozoa",,,,,
Cyclospora cayetanensis,103561005.0,SNOMED,"parasite, protozoa",,,,,
Citomegalovírus,407444007.0,SNOMED,virus,,,,,
Delftia,416493002.0,SNOMED,bacteria,,,,,
Delftia acidovorans,20432002.0,SNOMED,bacteria,,,,,
Deltavírus,83617006.0,SNOMED,virus,,,,,
Vírus da dengue,34348001.0,SNOMED,virus,,,,,
DermoBacter,413976002.0,SNOMED,bacteria,,,,,
Diferaide,54642001.0,SNOMED,bacteria,,,,,
Diphyllobothrium latum,40406002.0,SNOMED,"parasite, helminth",,,,,
Dracunculus medinensis,3824001.0,SNOMED,"parasite, helminth",,,,,
Vírus do Ebola,424206003.0,SNOMED,virus,,1.0,,,
Echinococcus granulosus,243672005.0,SNOMED,"parasite, helminth",,,,,
Eggerthella,414075007.0,SNOMED,bacteria,,,,,
Elizabethkingia,426244005.0,SNOMED,bacteria,,,,,
Entamoeba,38324000.0,SNOMED,"parasite, protozoa",,,,,
Entamoeba Dispar,415987008.0,SNOMED,"parasite, protozoa",,,,,
Entamoeba histolytica,4716008.0,SNOMED,"parasite, protozoa",,,,,
Bactérias entéricas,106544002.0,SNOMED,bacteria,,,,,
Enterobacter,58683007.0,SNOMED,bacteria,,,,,
Enterobacter Aerogenes,62592009.0,SNOMED,bacteria,,,,,
Enterobacter asburiae,33115003.0,SNOMED,bacteria,,,,,
Enterobacter bodendensis,114000000000000.0,SNOMED,bacteria,,,,,
Enterobacter cloacae,14385002.0,SNOMED,bacteria,,,,,
Complexo de Enterobacter cloacae,414102007.0,SNOMED,bacteria,,,,,
Enterobacter HormAechei,114454006.0,SNOMED,bacteria,,,,,
Enterobacter Kobei,114456008.0,SNOMED,bacteria,,,,,
Enterobacteriaceae,106544002.0,SNOMED,bacteria,,,,,
Enterobius vermicularis,55008000.0,SNOMED,"parasite, helminth",,,,,
Enterococcus,2785000.0,SNOMED,bacteria,,,,,
Enterococcus avium,87875008.0,SNOMED,bacteria,,,,,
Enterococcus faecalis,78065002.0,SNOMED,bacteria,,,,,
Enterococcus faecium,90272000.0,SNOMED,bacteria,,,,,
Enterococcus Raffinosus,103437000.0,SNOMED,bacteria,,,,,
Enterovírus (gênero enterovírus),243633006.0,SNOMED,virus,,,,,
Epidermophyton,112403007.0,SNOMED,fungi,,,,,
Escherichia,64735005.0,SNOMED,bacteria,,,,,
Escherichia coli,112283007.0,SNOMED,bacteria,,,,,
Exophiala Dermatitidis,20586007.0,SNOMED,fungi,,,,,
Falciformispora senegalensis (anteriormente leptosphaeria senegalensis),48529007.0,SNOMED,fungi,,,,,
Filoviridae (família),407325004.0,SNOMED,virus,,,,,
Flaviviridae (família),243602009.0,SNOMED,virus,,,,,
Francisella tularensis,51526001.0,SNOMED,bacteria,,,,,
Fungi,414561005.0,SNOMED,fungi,,,,,
Fusarium,35238009.0,SNOMED,fungi,,,,,
Fusobacterium nucleatum,32763000.0,SNOMED,bacteria,,,,,
Gênero Marburgvírus,424421007.0,SNOMED,virus,,1.0,,,
Giardia,61419001.0,SNOMED,"parasite, protozoa",,,,,
Giardia intestinalis,78181009.0,SNOMED,"parasite, protozoa",,,,,
Giardia Lamblia,78181009.0,SNOMED,"parasite, protozoa",,,,,
Bacillus gram-negativo,87172008.0,SNOMED,bacteria,,,,,
Bacilus gram-positivo,83514008.0,SNOMED,bacteria,,,,,
Coccus gram-positivo,59206002.0,SNOMED,bacteria,,,,,
Granulicatella Adiacens,113713009.0,SNOMED,bacteria,,,,,
Haemophilus,71268004.0,SNOMED,bacteria,,,,,
Haemophilus ducreyi,64889004.0,SNOMED,bacteria,,,,,
Haemophilus influenzae,44470000.0,SNOMED,bacteria,,,,,
Haemophilus parainfluenzae,51593004.0,SNOMED,bacteria,,,,,
Hafnia Alvei,76694001.0,SNOMED,bacteria,,,,,
Hantavírus,49445003.0,SNOMED,virus,,1.0,,,
Helicobacter pylori,80774000.0,SNOMED,bacteria,,,,,
Vírus Hendra,115510008.0,SNOMED,virus,,,,,
Hepadnaviridae,422951006.0,SNOMED,virus,,,,,
Vírus da hepatite A.,32452004.0,SNOMED,virus,,,,,
Vírus da hepatite B.,81665004.0,SNOMED,virus,,,,,
Vírus da hepatite C.,62944002.0,SNOMED,virus,,,,,
Hepatite D.,83617006.0,SNOMED,virus,,,,,
Vírus da hepatite E.,78475006.0,SNOMED,virus,,,,,
Herpesviridae,128377001.0,SNOMED,virus,,,,,
Histoplasma,81951003.0,SNOMED,fungi,,,,,
Histoplasma capsulatum,56596006.0,SNOMED,fungi,,,,,
Bocavírus humano,446373002.0,SNOMED,virus,,,,,
Coronavírus nos humanos,84101006.0,SNOMED,virus,,,,,
"Herpesvírus humano 1 (HHV1, vírus herpes simplex 1, HSV1)",407451003.0,SNOMED,virus,,,,,
"Herpesvírus humano 2 (hhv2, vírus herpes simplex 2, hsv2)",407450002.0,SNOMED,virus,,,,,
"Herpesvírus humano 3 (Vírus Varicella-Zoster, VZV)",19551004.0,SNOMED,virus,,,,,
"Herpesvírus humano 4 (vírus Epstein-Barr, EBV)",40168006.0,SNOMED,virus,,,,,
"Herpesvírus Humano 5 (Cytomegalovírus humano5, HCMV)",243579005.0,SNOMED,virus,,,,,
Herpesvírus humano 6 (vírus Roseola infantum),103528003.0,SNOMED,virus,,,,,
Vírus da imunodeficiência humana (HIV),19030005.0,SNOMED,virus,,,,,
Vírus da imunodeficiência humana tipo 1 (HIV-1),89293008.0,SNOMED,virus,,,,,
Vírus da imunodeficiência humana tipo 2 (HIV-2),36115006.0,SNOMED,virus,,,,,
Metapneumovírus humano (HMPV),416730002.0,SNOMED,virus,,,,,
Vírus da parainfluenza humano,407498006.0,SNOMED,virus,,,,,
Vírus da parainfluenza humano 1,407489008.0,SNOMED,virus,,,,,
Vírus da parainfluenza humano 2,407491000.0,SNOMED,virus,,,,,
Vírus de parainfluenza humano 3,407493002.0,SNOMED,virus,,,,,
Vírus da parainfluenza humano 4,89117003.0,SNOMED,virus,,,,,
Parvovírus humano B19,63603005.0,SNOMED,virus,,,,,
Vírus sincicial respiratório humano (RSV),6415009.0,SNOMED,virus,,,,,
Hymenolepis Diminuta,23895005.0,SNOMED,"parasite, helminth",,,,,
Hymenolepis Nana,74311004.0,SNOMED,"parasite, helminth",,,,,
Influenza a subtipo H5n8,708527000.0,SNOMED,virus,1.0,,,,
Influenza a suptype h7n7,715346008.0,SNOMED,virus,1.0,,,,
Influenza um vírus,407479009.0,SNOMED,virus,1.0,,,,
Influenza um subtipo de vírus H1N1,442352004.0,SNOMED,virus,1.0,,,,
Influenza A Subtipo de vírus H5N1,772827006.0,SNOMED,virus,1.0,,,,
Influenza A Vírus subtipo H7N9,609444009.0,SNOMED,virus,1.0,,,,
Vírus influenza B.,407480007.0,SNOMED,virus,1.0,,,,
Vírus influenza,725894000.0,SNOMED,virus,1.0,,,,
Isopora Belli,12633005.0,SNOMED,"parasite, protozoa",,,,,
Vírus da encefalite japonesa (JEV),243603004.0,SNOMED,virus,,,,,
Vírus de Junin,26352009.0,SNOMED,virus,,,,,
Klebsiella,75032006.0,SNOMED,bacteria,,,,,
Klebsiella Aerogenes,62592009.0,SNOMED,bacteria,,,,,
Klebsiella Oxytoca,40886007.0,SNOMED,bacteria,,,,,
Klebsiella pneumoniae,56415008.0,SNOMED,bacteria,,,,,
"Klebsiella pneumoniae, Esbl",409801009.0,SNOMED,bacteria,,,,,
Klebsiella variicola,431976004.0,SNOMED,bacteria,,,,,
Lacticaseibacillus rhamnosus,113798001.0,SNOMED,bacteria,,,,,
Vírus Lassa,85944001.0,SNOMED,virus,,1.0,,,
Legionella,7527002.0,SNOMED,bacteria,,,,,
Legionella pneumophila,80897008.0,SNOMED,bacteria,,,,,
Leishmania,79357004.0,SNOMED,"parasite, protozoa",,,,,
Leishmania brasiliensis,83196002.0,SNOMED,"parasite, protozoa",,,,,
Complexo Leishmania Braziliensis,7400004.0,SNOMED,"parasite, protozoa",,,,,
Complexo Leishmania Donovani,79781008.0,SNOMED,"parasite, protozoa",,,,,
Leishmania Viannia,712933004.0,SNOMED,"parasite, protozoa",,,,,
LEPTOSPIRA Interropans,116401006.0,SNOMED,bacteria,,,,,
Lichthiemia,734206002.0,SNOMED,fungi,,,,,
Listeria monocytogenes,36094007.0,SNOMED,bacteria,,,,,
LomentoSpora prolificans (Scedosporium prlificans),69564000.0,SNOMED,fungi,,,,,
Vírus Lujo,450622000.0,SNOMED,virus,,,,,
Vírus da coriomeningite linfocítica (LCMV),82518003.0,SNOMED,virus,,,,,
Vírus Machupo,71489006.0,SNOMED,virus,,1.0,,,
Madurella,23009007.0,SNOMED,fungi,,,,,
Malassezia Pachydermatis,51257000.0,SNOMED,fungi,,,,,
Morbillivirus de sarampo,52584002.0,SNOMED,virus,,,,,
Mers-Cov,697932005.0,SNOMED,virus,,,,,
Metapneumovírus,407501006.0,SNOMED,virus,,,,,
Staphylococcus aureus resistente à meticilina (MRSA),115329001.0,SNOMED,bacteria,,,,,
Staphylococcus aureus suscetível a meticilina (MSSA),417943000.0,SNOMED,bacteria,,,,,
Meyerozyma Guilliermondii,29812000.0,SNOMED,fungi,,,,,
Micrococcus,52864008.0,SNOMED,bacteria,,,,,
Micrococcus luteus,48299003.0,SNOMED,bacteria,,,,,
Microsporidia,418382009.0,SNOMED,"parasite, protozoa",,,,,
Microsporum,11983001.0,SNOMED,fungi,,,,,
Coronavírus da síndrome da síndrome respiratória do Oriente Médio,697932005.0,SNOMED,virus,,,,,
Mirabilis,79589007.0,SNOMED,bacteria,,,,,
Vírus MPOX,59774002.0,SNOMED,virus,1.0,,,,
Moraxella,36361003.0,SNOMED,bacteria,,,,,
Moraxella catarrhalis,24226003.0,SNOMED,bacteria,,,,,
Morganella,50713005.0,SNOMED,bacteria,,,,,
Morganella Morganii,243301005.0,SNOMED,bacteria,,,,,
Mucor,49782006.0,SNOMED,fungi,,,,,
Vírus da caxumba,50384007.0,SNOMED,virus,,,,,
Mycobacterium,243368001.0,SNOMED,bacteria,,,,,
Mycobacterium leprae,58242002.0,SNOMED,bacteria,,,,,
"Mycobacterium, não-Tuberculosis",110379001.0,SNOMED,bacteria,,,,,
Mycobacterium tuberculosis,113861009.0,SNOMED,bacteria,,,,,
Mycoplasma agalactiae,16377009.0,SNOMED,bacteria,,,,,
Micoplasma pneumoniae,58720004.0,SNOMED,bacteria,,,,,
Necator Americanus,43905006.0,SNOMED,"parasite, helminth",,,,,
Neisseria meningitidis,17872004.0,SNOMED,bacteria,,,,,
Neotestudina rosatii (Zopfia rosatii),47066009.0,SNOMED,fungi,,,,,
Vírus Nipah,115511007.0,SNOMED,virus,,,,,
Nocardia asteroides,30092002.0,SNOMED,bacteria,,,,,
Nocardia Brasiliensis,58970008.0,SNOMED,bacteria,,,,,
Norovírus,407359000.0,SNOMED,virus,,,,,
Onchocerca volvulus,52397001.0,SNOMED,"parasite, helminth",,,,,
Orthomyxoviridae (vírus influenza),55014007.0,SNOMED,virus,,,,,
Papillomavírus,243584004.0,SNOMED,virus,,,,,
Papoviridae,243587006.0,SNOMED,virus,,,,,
Paracoccidioides,112405000.0,SNOMED,fungi,,,,,
Paragonimus Westermani,58412002.0,SNOMED,"parasite, helminth",,,,,
Paramyxoviridae,128354001.0,SNOMED,virus,,,,,
Parvoviridae,243587006.0,SNOMED,virus,,,,,
Penicillium,42993004.0,SNOMED,fungi,,,,,
Pichia kudriavzeveii,16452009.0,SNOMED,fungi,,,,,
Picornaviridae,407344006.0,SNOMED,virus,,,,,
Plasmodium,34706006.0,SNOMED,"parasite, protozoa",,,,,
Plasmodium falciparum,30020004.0,SNOMED,"parasite, protozoa",,,,,
Plasmodium malariae,56395006.0,SNOMED,"parasite, protozoa",,,,,
Plasmodium ovale,18508006.0,SNOMED,"parasite, protozoa",,,,,
Plasmodium vivax,74746009.0,SNOMED,"parasite, protozoa",,,,,
Pneumocystis,115987006.0,SNOMED,fungi,,,,,
Pneumocystis jirovecii,79909001.0,SNOMED,fungi,,,,,
Doenças de príon,20484008.0,SNOMED,Prions,,,,,
Propionibacterium,34844008.0,SNOMED,bacteria,,,,,
Propionibacterium acnes,39473003.0,SNOMED,bacteria,,,,,
Proteus,50517009.0,SNOMED,bacteria,,,,,
Proteus mirabilis,73457008.0,SNOMED,bacteria,,,,,
Proteus vulgaris,45834001.0,SNOMED,bacteria,,,,,
Providencia Rettgeri,14196002.0,SNOMED,bacteria,,,,,
Providencia Stuartii,1445008.0,SNOMED,bacteria,,,,,
Pseudomonas,57032008.0,SNOMED,bacteria,,,,,
Pseudomonas aeruginosa,52499004.0,SNOMED,bacteria,,,,,
Pseudomonas fluorescens,39289003.0,SNOMED,bacteria,,,,,
Pseudomonas putida,68608003.0,SNOMED,bacteria,,,,,
Vírus da raiva,59881000.0,SNOMED,virus,,,,,
Raoulltella,417468005.0,SNOMED,bacteria,,,,,
Raoulltella ornithinolytica,416832000.0,SNOMED,bacteria,,,,,
Raoulltella Planticola,416264004.0,SNOMED,bacteria,,,,,
Vírus sincicial respiratório (RSV),6415009.0,SNOMED,virus,,,,,
Retroviridae,77622001.0,SNOMED,virus,,,,,
Rhabdoviridae,407326003.0,SNOMED,virus,,,,,
Rhizomucor,85711000.0,SNOMED,fungi,,,,,
Rhizopus,17683005.0,SNOMED,fungi,,,,,
Vírus da febre do vale do rift,28335002.0,SNOMED,virus,,1.0,,,
Vírus do rio Ross,32458000.0,SNOMED,virus,,,,,
Rotavírus,417542000.0,SNOMED,virus,,,,,
Vírus da rubéola,5210005.0,SNOMED,virus,,,,,
Saccharomyces cerevisiae,765320007.0,SNOMED,fungi,,,,,
Salmonella,27268008.0,SNOMED,bacteria,,,,,
Salmonella Hirschfeldii,32488009.0,SNOMED,bacteria,,,,,
Sapovírus,407362002.0,SNOMED,virus,,,,,
SARS-CoV-2,840533007.0,SNOMED,virus,1.0,,,,
SARS-COV-2 Beta-B.1.351,840533008.0,SNOMED,virus,,,No specific code for variants. Have coded all variants as SARS-Cov-2,,
SARS-COV-2 Delta-B.1.617.2,840533009.0,SNOMED,virus,,,,,
SARS-COV-2 ETA-B.1.525,840533010.0,SNOMED,virus,,,,,
SARS-COV-2 Gamma-p.1,840533011.0,SNOMED,virus,,,,,
SARS-COV-2 IOTA-B.1.526,840533012.0,SNOMED,virus,,,,,
SARS-COV-2 KAPPA-B.1.617.1,840533013.0,SNOMED,virus,,,,,
SARS-COV-2 omicron,840533014.0,SNOMED,virus,,,,,
SARS-COV-2 omicron-B.1.1.529,840533015.0,SNOMED,virus,,,,,
SARS-COV-2 OMICRON-B.1.1.529.2 BA.2,840533016.0,SNOMED,virus,,,,,
SARS-COV-2 OMICRON-B.1.1.529.5 BA.5,840533017.0,SNOMED,virus,,,,,
SARS-Cov-2 teta-p.3,840533018.0,SNOMED,virus,,,,,
Sars-cov-2 zeta-p.2,840533019.0,SNOMED,virus,,,,,
SARS-COV-2 Alpha-B.1.1.7,840533020.0,SNOMED,virus,,,,,
Antígeno SARS-CoV-2,840536004.0,SNOMED,virus (substance),,,,,
Anticorpo SARS-CoV-2 IgG,63000000000000.0,SNOMED,virus (substance),,,,,
Anticorpo SARS-CoV-2 IgG/IgM,840535000.0,SNOMED,virus (substance),,,,,
Anticorpo SARS-CoV-2 IgM,50600000000000.0,SNOMED,virus (substance),,,,,
Scedosporium,31901009.0,SNOMED,fungi,,,,,
Schistosoma,53583001.0,SNOMED,"parasite, helminth",,,,,
Schistosoma Guineensis,,,"parasite, helminth",,,"No Code, new species of schistosoma",,
Schistosoma Haematobium,3294004.0,SNOMED,"parasite, helminth",,,,,
Schistosoma intercalatum,15685002.0,SNOMED,"parasite, helminth",,,,,
Schistosoma japonicum,5249008.0,SNOMED,"parasite, helminth",,,,,
Schistosoma Mansoni,11168007.0,SNOMED,"parasite, helminth",,,,,
Schistosoma mekongi,75475007.0,SNOMED,"parasite, helminth",,,,,
Serratia,42025004.0,SNOMED,bacteria,,,,,
Serratia liquefaciens,23787004.0,SNOMED,bacteria,,,,,
Serratia Marcescens,33522002.0,SNOMED,bacteria,,,,,
Serratia ureilytica,450416004.0,SNOMED,bacteria,,,,,
Síndrome respiratória aguda grave Coronavírus 2,1240000000000000.0,SNOMED,virus,,,,,
Coronavírus graves da síndrome respiratória aguda,415360003.0,SNOMED,virus,,,,,
Febre grave com síndrome de trombocitopaenia (SFTs),722401001.0,SNOMED,virus,,,,,
Shigella,77352002.0,SNOMED,bacteria,,,,,
Shigella Boydii,55462008.0,SNOMED,bacteria,,,,,
Shigella Dysenteriae,43612004.0,SNOMED,bacteria,,,,,
Shigella Flexneri,85729005.0,SNOMED,bacteria,,,,,
Shigella Sonnei,4298009.0,SNOMED,bacteria,,,,,
Simpxvirus (gênero),314797000.0,SNOMED,virus,,,,,
Sfingomonas paucimobilis,243350004.0,SNOMED,bacteria,,,,,
Sporothrix Schenckii,32662000.0,SNOMED,fungi,,,,,
Staphylococcus,65119002.0,SNOMED,bacteria,,,,,
Staphylococcus aureus,3092008.0,SNOMED,bacteria,,,,,
Staphylococcus capitis,40347003.0,SNOMED,bacteria,,,,,
Staphylococcus caprae,76969000.0,SNOMED,bacteria,,,,,
Staphylococcus Cohnii,66872005.0,SNOMED,bacteria,,,,,
Staphylococcus epidermidis,60875001.0,SNOMED,bacteria,,,,,
Staphylococcus haemolyticus,83452006.0,SNOMED,bacteria,,,,,
Staphylococcus hominis,44827007.0,SNOMED,bacteria,,,,,
Staphylococcus hominis hominis,432505008.0,SNOMED,bacteria,,,,,
Staphylococcus lugdunensis,103494005.0,SNOMED,bacteria,,,,,
Staphylococcus pettenkoferi,428731005.0,SNOMED,bacteria,,,,,
Staphylococcus saprophyticus,19743000.0,SNOMED,bacteria,,,,,
Staphylococcus simulans,52122005.0,SNOMED,bacteria,,,,,
Staphylococcus warneri,63550006.0,SNOMED,bacteria,,,,,
Stenotrophomonas,115656007.0,SNOMED,bacteria,,,,,
Stenotrophomonas maltofilia,113697002.0,SNOMED,bacteria,,,,,
Streptococcus,58800005.0,SNOMED,bacteria,,,,,
Streptococcus alfa-hemolítico,60631002.0,SNOMED,bacteria,,,,,
Streptococcus anginosus,44304009.0,SNOMED,bacteria,,,,,
Grupo Streptococcus anginosus,415597009.0,SNOMED,bacteria,,,,,
Streptococcus beta-hemolítico,53490009.0,SNOMED,bacteria,,,,,
Streptococcus constellatus,76199005.0,SNOMED,bacteria,,,,,
Streptococcus disgalactiae,40812000.0,SNOMED,bacteria,,,,,
Streptococcus gallolyticus,113985000.0,SNOMED,bacteria,,,,,
Streptococcus intermedius,62170002.0,SNOMED,bacteria,,,,,
Streptococcus mitis,57997003.0,SNOMED,bacteria,,,,,
Streptococcus oralis,19870004.0,SNOMED,bacteria,,,,,
Streptococcus parasanguinis,113990002.0,SNOMED,bacteria,,,,,
Streptococcus pneumoniae,9861002.0,SNOMED,bacteria,,,,,
Streptococcus pyogenes,80166006.0,SNOMED,bacteria,,,,,
Streptococcus salivarius,39888004.0,SNOMED,bacteria,,,,,
Streptococcus sanguinis,113993000.0,SNOMED,bacteria,,,,,
Streptococcus viridans,31703004.0,SNOMED,bacteria,,,,,
Grupo Streptococcus viridans,31703004.0,SNOMED,bacteria,,,,,
Strongyloides stercoralis,42625000.0,SNOMED,"parasite, helminth",,,,,
Taenia saginata,61085008.0,SNOMED,"parasite, helminth",,,,,
Taenia Solium,17966003.0,SNOMED,"parasite, helminth",,,,,
TALAROMYCES MARNEFFEI,71825007.0,SNOMED,fungi,,,,,
Togoviridae,129231002.0,SNOMED,virus,,,,,
Toxocara Canis,88857009.0,SNOMED,"parasite, helminth",,,,,
Toxoplasma,61949005.0,SNOMED,"parasite, protozoa",,,,,
Toxoplasma gondii,4649006.0,SNOMED,"parasite, protozoa",,,,,
Trichinella spiralis,16439004.0,SNOMED,"parasite, helminth",,,,,
Trichomonas,3764006.0,SNOMED,"parasite, protozoa",,,,,
Trichomonas vaginalis,22417000.0,SNOMED,"parasite, protozoa",,,,,
Trichophyton,88578003.0,SNOMED,fungi,,,,,
Trichosporon Asahii,243475001.0,SNOMED,fungi,,,,,
Trichuris Trichiura,5378007.0,SNOMED,"parasite, helminth",,,,,
Trypanosoma,40740003.0,SNOMED,"parasite, protozoa",,,,,
Trypanosoma brucei gambiense,20027006.0,SNOMED,"parasite, protozoa",,,,,
Trypanosoma Brucei Rhodesiense,79513002.0,SNOMED,"parasite, protozoa",,,,,
Trypanosoma Cruzi,88274000.0,SNOMED,"parasite, protozoa",,,,,
Enterococcus resistente à vancomicina (VRE),113727004.0,SNOMED,bacteria,,,,,
Vibrio cholerae,75953000.0,SNOMED,bacteria,,,,,
Vibrio parahaemolyticus,11736008.0,SNOMED,bacteria,,,,,
Vibrio vulnificus,55905000.0,SNOMED,bacteria,,,,,
Vírus do Nilo Ocidental,57311007.0,SNOMED,virus,,,,,
Wuchereria Bancrofti,84925004.0,SNOMED,"parasite, helminth",,,,,
Levedura,62093005.0,SNOMED,fungi,,,,,
Yersinia pestis,54365000.0,SNOMED,bacteria,,,,,
Vírus zika,50471002.0,SNOMED,virus,,,,,
