Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
inclu_cons,apresentação,Critérios de inclusão,Consentimento isárico,,,,,
inclu_cons_yn,apresentação,Critérios de inclusão,O paciente concorda em participar deste estudo de pesquisa,"1, sim | 0, não",,,,
inclu_cons_who,apresentação,Critérios de inclusão,Consentimento fornecido por,"1, paciente | 2, pai/responsável | 3, consultado",,,,
inclu_cons_rsch,apresentação,Critérios de inclusão,Uso futuro de dados em pesquisas eticamente aprovadas,"1, sim | 0, não",,Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_cons_futgen,apresentação,Critérios de inclusão,Uso futuro de dados genéticos,"1, sim | 0, não",,Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_cons_futsmpl,apresentação,Critérios de inclusão,Uso futuro de amostras,"1, sim | 0, não",,Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_cons_nstudy,apresentação,Critérios de inclusão,Contatado no futuro para outros estudos,"1, sim | 0, não",,Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_cons_photo,apresentação,Critérios de inclusão,"Concordo que fotografias digitais de partes relevantes do meu corpo podem ser tomadas como parte deste estudo, e posso recusar -me a ter áreas específicas do meu corpo fotografadas","1, sim | 0, não",,Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_cons_usage,apresentação,Critérios de inclusão,Eu permito que o consentimento opcional seja usado por,"1, outros pesquisadores | 2, entidades comerciais (excluindo companhias de seguros)",,,,
exclu_othdiag,apresentação,Critérios de exclusão,O paciente tem um diagnóstico não infeccioso alternativo claro (diagnóstico clínico ou de laboratório/imagem) que explica a apresentação aguda,"1, sim | 0, não",,"Indique 'sim', se houver um diagnóstico não infeccioso claro que explique essa apresentação aguda. Se 'sim', o paciente atende a esse critério de exclusão, não continue com este formulário de relatório de caso.",,
dates_consent,apresentação,Início e admissão,Data de consentimento,,,Escreva a data em que o consentimento informado foi dado para a inclusão dos participantes neste estudo. Use formato dd/mm/yyyy.,,
dates_enrolment,apresentação,Início e admissão,Data da inscrição / início da coleta de dados,,,Insira a data da inscrição no estudo do paciente no formato do dia/mês/ano (DD/mm/aaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,
dates_case,apresentação,Início e admissão,O caso da data foi relatado pela primeira vez,,,,,
dates_consult,apresentação,Início e admissão,Data da primeira consulta clínica,,,,,
dates_hosp,apresentação,Início e admissão,Em qual hospital/comunidade o participante foi matriculado?,,,Escreva o nome da unidade de saúde ou comunidade em que o paciente estava inscrito.,,
dates_onsetdate,apresentação,Início e admissão,Data de início do primeiro / primeiro sintoma,,Forneça a data do paciente que relatou o início do primeiro sintoma que você acredita clinicamente foi relacionado a este episódio de doença.,Forneça a data do primeiro sintoma que você acredita clinicamente foi relacionado a este episódio de doença no formato DD/MM/AAA.,,
dates_firstsym,apresentação,Início e admissão,Primeiro sintoma (selecione múltiplo se ocorreu ao mesmo tempo),,"Isso se refere ao primeiro sintoma, ou sintomas (se múltiplas ocorreu ao mesmo tempo), que você acredita clinicamente relacionado a esse episódio de doença.","Selecione a opção ou opções mais apropriadas (se várias vezes ocorreram ao mesmo tempo). Se 'outros sintomas sistêmicos', especifique no espaço abaixo.",,
dates_firstsymoth,apresentação,Início e admissão,Especifique outro sintoma,,,"Especifique o primeiro sintoma, ou sintomas (se múltiplas ocorreu ao mesmo tempo), que você acredita clinicamente foi relacionado a esse episódio de doença.",,
dates_adm,apresentação,Início e admissão,Admitido no hospital,"1, sim | 0, não | 99, desconhecido",,"Indique 'sim', se esse paciente foi admitido no seu site.",,
dates_adm_reas,apresentação,Início e admissão,Razão para hospitalização,,,,,
dates_admdate,apresentação,Início e admissão,Data de admissão hospitalar,,,Digite a data de admissão no seu site (no formato DD/MM/AAA).,,
dates_admtime,apresentação,Início e admissão,Tempo de admissão hospitalar,,,Digite o horário da admissão no seu site em formato 24 horas (00:00 - 24:00 horas).,,
dates_recadm,apresentação,Início e admissão,Data da admissão mais recente do hospital,,,Digite a data da admissão mais recente (em formato DD/MM/AAAA).,,
dates_mpoxhist,apresentação,Início e admissão,História de contato com o caso MPOX suspeito ou confirmado?,"1, sim | 0, não | 99, desconhecido","Isso se refere ao paciente ter um histórico de contato com qualquer pessoa que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos de blody, objetos, roupas de cama etc.).","Indique 'sim', se houver um histórico de contato com o caso MPOX suspeito ou confirmado?",,
dates_contactid,apresentação,Início e admissão,Id de contato confirmado/suspeito,,,,,
dates_mpoxknown,apresentação,Início e admissão,O participante sabe a data de contato com o caso suspeito ou confirmado?,"1, sim | 0, não | 99, desconhecido",,Indique 'sim' se a data do contato for conhecida.,,
dates_mpoxdate,apresentação,Início e admissão,"Se sim, data de contato:",,,Escreva a data de contato com o caso MPOX suspeito ou confirmado no formato dd/mm/aaaa.,,
dates_mpoxexpo,apresentação,Início e admissão,Tipo de exposição,"1, contato da comunidade | 2, transmissão vertical | 3, Exposição do Trabalhador da Saúde | 88, outro | 4, não conhecido",Isso se refere ao modo de exposição a um caso suspeito ou confirmado. O contato da comunidade refere -se a um evento de exposição fora do ambiente de saúde. A transmissão vertical refere-se à transmissão de mãe para filho. A exposição aos trabalhadores da saúde refere -se a um evento de exposição em um ambiente de saúde.,Selecione tudo o que se aplica.,,
dates_mpoxexpo_oth,apresentação,Início e admissão,Especifique outro tipo de exposição,,,,,
dates_setting,apresentação,Início e admissão,Configuração de contato,"1, família | 2, local de trabalho | 3, escola/berçário | 4, saúde | 5, festa | 6, bar/restaurante/pequeno evento | 7, grande evento | 8, grande evento com contato sexual | 88, outro | 99, desconhecido",,"""Party"" refere -se ao contato sexual em uma boate, festa particular, sauna etc. ""Grande evento"" refere -se a festivais, eventos esportivos etc.",,
dates_setting_oth,apresentação,Início e admissão,Especifique outra configuração de contato,,,,,
readm_prevadm,apresentação,Re-admissão e pino anterior,O paciente foi admitido anteriormente ou transferido de qualquer outra instalação durante este episódio de doença?,"1, sim-admitido anteriormente nesta instalação e descarregado | 2, sim-admitido a outras instalações e descarregado | 3, sim-admitido para outra instalação e depois transferido para esta instalação | 0, não | 99, desconhecido",,,,
readm_prevsite,apresentação,Re-admissão e pino anterior,Nome da instalação de transferência,,,Digite o nome da instalação da qual o paciente foi transferido.,,
readm_numprev,apresentação,Re-admissão e pino anterior,Número total de admissões anteriores para esta infecção,,"Isso se refere ao número de vezes (para esta infecção), o paciente foi admitido em um centro de saúde.",Escreva o número de admissões anteriores do hospital.,,
readm_firstadmdt,apresentação,Re-admissão e pino anterior,Data de admissão mais antiga para esta infecção,,"Isso se refere à data da primeira admissão para esta doença. Se o paciente foi admitido pela primeira vez em outras instalações, depois transferiu para esta instalação 'a data em que o paciente foi admitido na outra instalação.",Escreva a data em formato dd/mm/yyyy.,,
readm_difpin,apresentação,Re-admissão e pino anterior,Os dados do paciente foram coletados anteriormente sob um número de identificação diferente do paciente?,"1, sim | 0, não | 99, desconhecido",O número de identificação do paciente ou o PIN é um número exclusivo usado para identificar os dados do paciente.,"Indique 'sim', se o paciente recebeu anteriormente um número de identificação de participantes diferentes.",,
readm_prevpin,apresentação,Re-admissão e pino anterior,Número anterior de identificação do participante (PIN),,,,,
readm_covid,apresentação,Re-admissão e pino anterior,O paciente está sendo readmitido com ou devido ao covid-19?,"1, sim | 0, não | 99, desconhecido",,,,
demog_sex,apresentação,Dados demográficos,Sexo no nascimento,"1, masculino | 2, feminino | 88, outro | 99, não especificado/desconhecido",,,,
demog_sex_oth,apresentação,Dados demográficos,Especifique sexo no nascimento,,,,,
demog_birthdate,apresentação,Dados demográficos,Data de nascimento,,,Registre a data dos participantes de nascimento em formato dd/mm/yyyy.,,
demog_gender,apresentação,Dados demográficos,Gênero,"1, homem | 2, mulher | 3, transgênero | 4, não binário | 88, outro | 99, desconhecido",,,,
demog_gender_oth,apresentação,Dados demográficos,Especifique gênero,,,,,
demog_age,apresentação,Dados demográficos,Idade,,Isso se refere à idade do paciente.,"Digite o valor numérico para a idade do paciente, como um número inteiro. Na pergunta seguinte, especifique as unidades (anos, meses ou dias). Para participantes com mais de dois anos, relate a idade em anos. Para crianças menores de um ano, informe -se em meses. Para neonatos, com menos de um mês, relate -se em dias.",,
demog_age_units,apresentação,Dados demográficos,Unidades etárias,"1, anos | 2, meses | 3, dias",,Selecione a opção mais apropriada para indicar unidades para a idade do paciente.,,
demog_height,apresentação,Dados demográficos,Altura (unidades selecionadas),,Estimativa real ou mais próxima da altura no momento da admissão.,,,
demog_height_cm,apresentação,Dados demográficos,Altura (cm),,Estimativa real ou mais próxima da altura no momento da admissão.,"Inidcate a altura dos pacientes em centímetros (cm). Para crianças menores de 2 anos, use comprimento.",,
demog_height_in,apresentação,Dados demográficos,Altura (in),,Estimativa real ou mais próxima da altura no momento da admissão.,"Indique a altura dos pacientes em polegadas (IN). Para crianças menores de 2 anos, use comprimento.",,
demog_weight,apresentação,Dados demográficos,Peso (unidades selecionadas),,Estimativa real ou mais próxima do peso no momento da admissão.,,,
demog_weight_kg,apresentação,Dados demográficos,Peso (kg),,Estimativa real ou mais próxima do peso no momento da admissão.,Indique o peso dos pacientes em quilogramas (kg).,,
demog_weight_lb,apresentação,Dados demográficos,Peso (lb),,Estimativa real ou mais próxima do peso no momento da admissão.,Indique o peso dos pacientes em libras (lb).,,
demog_country,apresentação,Dados demográficos,País,"1, Afghanistan (AFG) | 2, Åland Islands (ALA) | 3, Albania (ALB) | 4, Algeria (DZA) | 5, American Samoa (ASM) | 6, Andorra (AND) | 7, Angola (AGO) | 8, Anguilla (AIA) | 9, Antigua and Barbuda (ATG) | 10, Argentina (ARG) | 11, Armenia (ARM) | 12, Aruba (ABW) | 13, Australia (AUS) | 14, Austria (AUT) | 15, Azerbaijan (AZE) | 16, Bahrain (BHR) | 17, Bangladesh (BGD) | 18, Barbados (BRB) | 19, Belarus (BLR) | 20, Belgium (BEL) | 21, Belize (BLZ) | 22, Benin (BEN) | 23, Bermuda (BMU) | 24, Bhutan (BTN) | 25, Bolivia (BOL) | 26, Bosnia and Herzegovina (BIH) | 27, Botswana (BWA) | 28, Bouvet Island (BVT) | 29, Brazil (BRA) | 30, British Indian Ocean Territory (IOT) | 31, Brunei Darussalam (BRN) | 32, Bulgaria (BGR) | 33, Burkina Faso (BFA) | 34, Burundi (BDI) | 35, Cabo Verde (CPV) | 36, Cambodia (KHM) | 37, Cameroon (CMR) | 38, Canada (CAN) | 39, Cayman Islands (CYM) | 40, Central African Republic (CAF) | 41, Chad (TCD) | 42, Chile (CHL) | 43, China (CHN) | 44, Christmas Island (CXR) | 45, Cocos (Keeling) Islands (CCK) | 46, Colombia (COL) | 47, Comoros (COM) | 48, Congo (COG) | 49, Cook Islands (COK) | 50, Costa Rica (CRI) | 51, Côte d'Ivoire (CIV) | 52, Croatia (HRV) | 53, Cuba (CUB) | 54, Curaçao (CUW) | 55, Cyprus (CYP) | 56, Czechia (CZE) | 57, Democratic Republic of the Congo (COD) | 58, Denmark (DNK) | 59, Djibouti (DJI) | 60, Dominica (DMA) | 61, Dominican Republic (DOM) | 62, Ecuador (ECU) | 63, Egypt (EGY) | 64, El Salvador (SLV) | 65, Equatorial Guinea (GNQ) | 66, Eritrea (ERI) | 67, Estonia (EST) | 68, Eswatini (SWZ) | 69, Ethiopia (ETH) | 70, Falkland Islands (FLK) | 71, Faroe Islands (FRO) | 72, Fiji (FJI) | 73, Finland (FIN) | 74, France (FRA) | 75, French Guiana (GUF) | 76, French Polynesia (PYF) | 77, French Southern Territories (ATF) | 78, Gabon (GAB) | 79, Gambia (GMB) | 80, Georgia (GEO) | 81, Germany (DEU) | 82, Ghana (GHA) | 83, Gibraltar (GIB) | 84, Greece (GRC) | 85, Greenland (GRL) | 86, Grenada (GRD) | 87, Guadeloupe (GLP) | 89, Guam (GUM) | 90, Guatemala (GTM) | 91, Guernsey (GGY) | 92, Guinea (GIN) | 93, Guinea-Bissau (GNB) | 94, Guyana (GUY) | 95, Haiti (HTI) | 96, Heard Island and McDonald Islands (HMD) | 97, Honduras (HND) | 98, Hong Kong (HKG) | 100, Hungary (HUN) | 101, Iceland (ISL) | 102, India (IND) | 103, Indonesia (IDN) | 104, Iran (IRN) | 105, Iraq (IRQ) | 106, Ireland (IRL) | 107, Isle of Man (IMN) | 108, Israel (ISR) | 109, Italy (ITA) | 110, Jamaica (JAM) | 111, Japan (JPN) | 112, Jersey (JEY) | 113, Jordan (JOR) | 114, Kazakhstan (KAZ) | 115, Kenya (KEN) | 116, Kiribati (KIR) | 117, Kosovo (KOS) | 118, Kuwait (KWT) | 119, Kyrgyzstan (KGZ) | 120, Laos (LAO) | 121, Latvia (LVA) | 122, Lebanon (LBN) | 123, Lesotho (LSO) | 124, Liberia (LBR) | 125, Libya (LBY) | 126, Liechtenstein (LIE) | 127, Lithuania (LTU) | 128, Luxembourg (LUX) | 129, Macao (MAC) | 130, Macedonia (MKD) | 131, Madagascar (MDG) | 132, Malawi (MWI) | 133, Malaysia (MYS) | 134, Maldives (MDV) | 135, Mali (MLI) | 136, Malta (MLT) | 137, Marshall Islands (MHL) | 138, Martinique (MTQ) | 139, Mauritania (MRT) | 140, Mauritius (MUS) | 141, Mayotte (MYT) | 142, Mexico (MEX) | 143, Micronesia (FSM) | 144, Moldova (MDA) | 145, Monaco (MCO) | 146, Mongolia (MNG) | 147, Montenegro (MNE) | 148, Montserrat (MSR) | 149, Morocco (MAR) | 150, Mozambique (MOZ) | 151, Myanmar (MMR) | 152, Namibia (NAM) | 153, Nauru (NRU) | 154, Nepal (NPL) | 155, Netherlands (NLD) | 156, New Caledonia (NCL) | 157, New Zealand (NZL) | 158, Nicaragua (NIC) | 159, Niger (NER) | 160, Nigeria (NGA) | 161, Niue (NIU) | 162, Norfolk Island (NFK) | 163, North Korea (PRK) | 164, Northern Mariana Islands (MNP) | 165, Norway (NOR) | 166, Oman (OMN) | 167, Pakistan (PAK) | 168, Palau (PLW) | 169, Palestine (PSE) | 170, Panama (PAN) | 171, Papua New Guinea (PNG) | 172, Paraguay (PRY) | 173, Peru (PER) | 174, Philippines (the) (PHL) | 175, Pitcairn (PCN) | 176, Poland (POL) | 177, Portugal (PRT) | 178, Puerto Rico (PRI) | 179, Qatar (QAT) | 180, Réunion (REU) | 181, Romania (ROU) | 182, Russia (RUS) | 183, Rwanda (RWA) | 184, Saint Barthélemy (BLM) | 185, Saint Helena, Ascension and Tristan da Cunha (SHN) | 186, Saint Kitts and Nevis (KNA) | 187, Saint Lucia (LCA) | 188, Saint Martin (French) (MAF) | 189, Saint Pierre and Miquelon (SPM) | 190, Saint Vincent and the Grenadines (VCT) | 191, Samoa (WSM) | 192, San Marino (SMR) | 193, Sao Tome and Principe (STP) | 194, Saudi Arabia (SAU) | 195, Senegal (SEN) | 196, Serbia (SRB) | 197, Seychelles (SYC) | 198, Sierra Leone (SLE) | 199, Singapore (SGP) | 200, Sint Maarten (Dutch) (SXM) | 201, Slovakia (SVK) | 202, Slovenia (SVN) | 203, Solomon Islands (SLB) | 204, Somalia (SOM) | 205, South Africa (ZAF) | 206, South Georgia and the South Sandwich Islands (SGS) | 207, South Korea (KOR) | 208, South Sudan (SSD) | 209, Spain (ESP) | 210, Sri Lanka (LKA) | 211, Sudan (SDN) | 212, Suriname (SUR) | 213, Svalbard and Jan Mayen (SJM) | 214, Sweden (SWE) | 215, Switzerland (CHE) | 216, Syrian Arab Republic (SYR) | 217, Taiwan (TWN) | 218, Tajikistan (TJK) | 219, Tanzania (TZA) | 220, Thailand (THA) | 221, The Bahamas (BHS) | 222, Timor-Leste (TLS) | 223, Togo (TGO) | 224, Tokelau (TKL) | 225, Tonga (TON) | 226, Trinidad and Tobago (TTO) | 227, Tunisia (TUN) | 228, Turkey (TUR) | 229, Turkmenistan (TKM) | 230, Turks and Caicos Islands (TCA) | 231, Tuvalu (TUV) | 232, Uganda (UGA) | 233, Ukraine (UKR) | 234, United Arab Emirates (ARE) | 235, United Kingdom (GBR) | 236, United States Minor Outlying Islands (UMI) | 237, United States of America (USA) | 238, Uruguay (URY) | 239, Uzbekistan (UZB) | 240, Vanuatu (VUT) | 241, Vatican City (VAT) | 242, Venezuela (VEN) | 243, Viet Nam (VNM) | 244, Virgin Islands (UK) (VGB) | 245, Virgin Islands (US) (VIR) | 246, Wallis and Futuna (WLF) | 247, Western Sahara (ESH) | 248, Yemen (YEM) | 249, Zambia (ZMB) | 250, Zimbabwe (ZWE) | 88, Other | 99, Unknown",,,,
demog_country_oth,apresentação,Dados demográficos,Especifique outro país,,,,,
demog_ni,apresentação,Dados demográficos,Paciente da Irlanda do Norte,"1, sim | 0, não | 99, desconhecido",,,,
demog_postcode,apresentação,Dados demográficos,Código de postagem,,,,,
demog_nhc,apresentação,Dados demográficos,Número nacional de saúde,,,,,
demog_race,apresentação,Dados demográficos,Corrida (selecione tudo o que se aplica),"1, árabe | 2, preto | 3, Leste Asiático | 4, sul da Ásia | 5, Sudeste Asiático | 6, West Asian | 7, América Latina | 8, branco | 9, Aborígine/Primeira Nações/Indígenas | 88, outro | 99, desconhecido",A raça refere -se a uma categoria de humanidade que compartilha certas características físicas distintas.,"Digite tudo o que se aplica às seguintes opções. Se 'outro', escreva no nome da corrida do paciente no espaço abaixo. Se a raça do paciente não for conhecida, selecione 'desconhecido'.",,
demog_race_other,apresentação,Dados demográficos,Especifique outra raça,,,,,
demog_ethnic,apresentação,Dados demográficos,Grupo étnico,"1, ioruba | 2, ibo | 3, Hausa | 4, ikwere | 5, Ogoni | 88, outro","Isso se refere à etnia ou ao grupo étnico do paciente no nascimento. Exclua a nacionalidade, pois as nações geralmente incluem muitos grupos étnicos diferentes (por exemplo, Singapuria é a nacionalidade, mas o agrupamento étnico em Cingapura pode ser o leste da Ásia, o sul da Ásia etc.).","Digite tudo o que se aplica às seguintes opções. Se 'outros' escrever em preencher o nome do grupo étnico do paciente. Se a etnia do paciente não for conhecida, selecione 'desconhecido'.",,
demog_ethnicoth,apresentação,Dados demográficos,Especifique outro grupo étnico,,Isso se refere à etnia ou ao grupo étnico do paciente no nascimento que não foi especificado acima.,"Se 'outro', escreva no nome do grupo étnico do paciente. Por favor, não insira uma carta ou número correspondente a um sistema de codificação de etnia local/nacional.",,
demog_healthcare,apresentação,Dados demográficos,Empregado como trabalhador de saúde,"1, sim, paciente voltado para o paciente | 2, sim, laboratório | 3, sim, não pacientes/laboratório | 0, não | 99, desconhecido","Isso se refere a um paciente empregado no setor de saúde. Inclui aqueles que prestam atendimento em ambientes voltados para o paciente (ou seja, funções que envolvem interação diretamente com os pacientes) ou as instalações não-pacíficas (por exemplo, equipe de laboratório, manipuladores de resíduos médicos).","Selecione a opção mais apropriada. Selecione 'Não' se o paciente não estiver empregado na saúde. Selecione 'desconhecido', se o status do paciente como funcionário da saúde não for conhecido.",,
demog_occupation,apresentação,Dados demográficos,Localização primária de ocupação,"1, trabalho em casa ou desempregado | 2, Indoors-office/Saúde/Educação/Hospitalidade/Business/Homes | 3, internofactory | 4, Contato ao ar livre-animal (veterinário, agricultor de animais, trabalhador de matadouro) | 5, ao ar livre-agricultura/silvicultura/pesca | 6, coletor ao ar livre-DPS | 7, ao ar livre-construção/industrial/mineração | 8, Forças Armadas | 9, aluno | 88, outro | 99, desconhecido",Isso se refere ao local em que o paciente conduz a maioria dos trabalhos relacionados à sua ocupação atual.,"Selecione a opção mais apropriada. Selecione 'Outro' Se o local principal não estiver disponível, escreva o local no espaço fornecido abaixo. Selecione 'Desconhecido', se o local primário do paciente não for conhecido.",,
demog_occupation_oth,apresentação,Dados demográficos,Especifique outra localização primária de ocupação,,Isso se refere a um outro local primário de ocupação que não foi especificado acima.,,,
demog_residence,apresentação,Dados demográficos,Cidade da residência do paciente,"1, o mesmo que o centro de saúde | 2, diferente de cuidados de saúde | 99, desconhecido",Isso se refere à cidade de residência do paciente em relação à localização desta unidade de saúde.,"Selecione a opção mais apropriada. Se a cidade de residência do paciente for diferente da cidade em que esta instalação de saúde está localizada, especifique a região de residência do paciente abaixo. Se a cidade de residência do paciente não for conhecida, selecione 'desconhecido'.",,
demog_residence_oth,apresentação,Dados demográficos,Especifique outra região de residência,,,"Escreva a região dos pacientes de residência, se difere da localização desta unidade de saúde.",,
demog_subdistrict,apresentação,Dados demográficos,Especificar a região (subdistrito) de residência,,,"Escreva a região ou o subdistrito dos pacientes, se difere da localização desta unidade de saúde.",,
travel_travel14d,apresentação,História de viagem,O paciente viajou para fora de sua região natal nos últimos 14 dias?,"1, sim | 0, não | 99, desconhecido","Isso se refere a viajar para outra cidade/cidade ou região, outra parte do país ou para o exterior para outro país dentro de 14 dias antes do início dos sintomas relacionados à doença atual. Se o paciente viajar para longe de seu local de residência habitual dentro de 14 dias após o início dos sintomas, entre no local que foi visitado. Até três locais podem ser inseridos. Por favor, digite o nome da cidade/área geográfica visitada e do país.","Indique 'sim', se o paciente se afastar de seu local de residência habitual dentro de 14 dias após o início dos sintomas.",,
travel_loc,apresentação,História de viagem,Especifique todas as cidade/cidades ou cidades e regiões (s) de viagem,,,"Se o paciente viajar para longe de seu local de residência habitual dentro de 14 dias após o início dos sintomas, entre no local que foi visitado.",,
travel_enter,apresentação,História de viagem,Data do indivíduo entrou no país,,,,,
travel_begin,apresentação,História de viagem,Data quando a viagem começou,,,,,
expo14_drinkdps,apresentação,Histórico de exposição nos 14 dias anteriores,Bebendo a seiva de palmeira de data bruta (DPS),"1, sim | 0, não | 99, desconhecido",,"Indique 'sim' se o paciente relata ter consumido a seiva de palmeira de data bruta (DPS) nos 14 dias anteriores ao início do primeiro sintoma. Se o paciente não tiver certeza, indique ""desconhecido"".",,
expo14_drinkfdps,apresentação,Histórico de exposição,Bebedeira DPS fermentado,"1, sim | 0, não | 99, desconhecido",,"Indique 'sim' se o paciente relatar que consumiu a Data Fermented Date Palm Sap (DPS) nos 14 dias anteriores ao início do primeiro sintoma. Se o paciente não tiver certeza, indique ""desconhecido"".",,
expo14_batbir,apresentação,Histórico de exposição,Comendo morcego/pássaro comido frutas,"1, sim | 0, não | 99, desconhecido",Refere -se ao consumo de alimentos contaminados por fluidos de pássaros ou morcegos.,"Indique 'sim' se o paciente relata ter consumido frutas contaminadas por fluidos de aves ou morcegos nos 14 dias anteriores ao início do primeiro sintoma. Se o paciente não tiver certeza, indique ""desconhecido"".",,
expo14_similar,apresentação,Histórico de exposição,Contato próximo com o paciente com doença semelhante,"1, sim | 0, não | 99, desconhecido","O contato próximo refere -se a um paciente que prestou assistência (incluindo assistente de saúde ou membro da família) ou teve outro contato físico próximo com uma pessoa que exibe sintomas semelhantes. Inclui qualquer pessoa que permaneceu no mesmo local (por exemplo, viveu, visitou) como uma pessoa que exibia sintomas semelhantes. Esse contato próximo deve ter ocorrido nos 14 dias anteriores ao início do primeiro sintoma para o participante.",Indique 'sim' se o paciente tiver tido um contato próximo com uma pessoa que exibe sintomas/doenças semelhantes nos 14 dias anteriores ao início do primeiro sintoma. Se 'sim' especificar abaixo.,,
