Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
demog_country,presentación,Demografía,País,"1, Afghanistan (AFG) | 2, Åland Islands (ALA) | 3, Albania (ALB) | 4, Algeria (DZA) | 5, American Samoa (ASM) | 6, Andorra (AND) | 7, Angola (AGO) | 8, Anguilla (AIA) | 9, Antigua and Barbuda (ATG) | 10, Argentina (ARG) | 11, Armenia (ARM) | 12, Aruba (ABW) | 13, Australia (AUS) | 14, Austria (AUT) | 15, Azerbaijan (AZE) | 16, Bahrain (BHR) | 17, Bangladesh (BGD) | 18, Barbados (BRB) | 19, Belarus (BLR) | 20, Belgium (BEL) | 21, Belize (BLZ) | 22, Benin (BEN) | 23, Bermuda (BMU) | 24, Bhutan (BTN) | 25, Bolivia (BOL) | 26, Bosnia and Herzegovina (BIH) | 27, Botswana (BWA) | 28, Bouvet Island (BVT) | 29, Brazil (BRA) | 30, British Indian Ocean Territory (IOT) | 31, Brunei Darussalam (BRN) | 32, Bulgaria (BGR) | 33, Burkina Faso (BFA) | 34, Burundi (BDI) | 35, Cabo Verde (CPV) | 36, Cambodia (KHM) | 37, Cameroon (CMR) | 38, Canada (CAN) | 39, Cayman Islands (CYM) | 40, Central African Republic (CAF) | 41, Chad (TCD) | 42, Chile (CHL) | 43, China (CHN) | 44, Christmas Island (CXR) | 45, Cocos (Keeling) Islands (CCK) | 46, Colombia (COL) | 47, Comoros (COM) | 48, Congo (COG) | 49, Cook Islands (COK) | 50, Costa Rica (CRI) | 51, Côte d'Ivoire (CIV) | 52, Croatia (HRV) | 53, Cuba (CUB) | 54, Curaçao (CUW) | 55, Cyprus (CYP) | 56, Czechia (CZE) | 57, Democratic Republic of the Congo (COD) | 58, Denmark (DNK) | 59, Djibouti (DJI) | 60, Dominica (DMA) | 61, Dominican Republic (DOM) | 62, Ecuador (ECU) | 63, Egypt (EGY) | 64, El Salvador (SLV) | 65, Equatorial Guinea (GNQ) | 66, Eritrea (ERI) | 67, Estonia (EST) | 68, Eswatini (SWZ) | 69, Ethiopia (ETH) | 70, Falkland Islands (FLK) | 71, Faroe Islands (FRO) | 72, Fiji (FJI) | 73, Finland (FIN) | 74, France (FRA) | 75, French Guiana (GUF) | 76, French Polynesia (PYF) | 77, French Southern Territories (ATF) | 78, Gabon (GAB) | 79, Gambia (GMB) | 80, Georgia (GEO) | 81, Germany (DEU) | 82, Ghana (GHA) | 83, Gibraltar (GIB) | 84, Greece (GRC) | 85, Greenland (GRL) | 86, Grenada (GRD) | 87, Guadeloupe (GLP) | 89, Guam (GUM) | 90, Guatemala (GTM) | 91, Guernsey (GGY) | 92, Guinea (GIN) | 93, Guinea-Bissau (GNB) | 94, Guyana (GUY) | 95, Haiti (HTI) | 96, Heard Island and McDonald Islands (HMD) | 97, Honduras (HND) | 98, Hong Kong (HKG) | 100, Hungary (HUN) | 101, Iceland (ISL) | 102, India (IND) | 103, Indonesia (IDN) | 104, Iran (IRN) | 105, Iraq (IRQ) | 106, Ireland (IRL) | 107, Isle of Man (IMN) | 108, Israel (ISR) | 109, Italy (ITA) | 110, Jamaica (JAM) | 111, Japan (JPN) | 112, Jersey (JEY) | 113, Jordan (JOR) | 114, Kazakhstan (KAZ) | 115, Kenya (KEN) | 116, Kiribati (KIR) | 117, Kosovo (KOS) | 118, Kuwait (KWT) | 119, Kyrgyzstan (KGZ) | 120, Laos (LAO) | 121, Latvia (LVA) | 122, Lebanon (LBN) | 123, Lesotho (LSO) | 124, Liberia (LBR) | 125, Libya (LBY) | 126, Liechtenstein (LIE) | 127, Lithuania (LTU) | 128, Luxembourg (LUX) | 129, Macao (MAC) | 130, Macedonia (MKD) | 131, Madagascar (MDG) | 132, Malawi (MWI) | 133, Malaysia (MYS) | 134, Maldives (MDV) | 135, Mali (MLI) | 136, Malta (MLT) | 137, Marshall Islands (MHL) | 138, Martinique (MTQ) | 139, Mauritania (MRT) | 140, Mauritius (MUS) | 141, Mayotte (MYT) | 142, Mexico (MEX) | 143, Micronesia (FSM) | 144, Moldova (MDA) | 145, Monaco (MCO) | 146, Mongolia (MNG) | 147, Montenegro (MNE) | 148, Montserrat (MSR) | 149, Morocco (MAR) | 150, Mozambique (MOZ) | 151, Myanmar (MMR) | 152, Namibia (NAM) | 153, Nauru (NRU) | 154, Nepal (NPL) | 155, Netherlands (NLD) | 156, New Caledonia (NCL) | 157, New Zealand (NZL) | 158, Nicaragua (NIC) | 159, Niger (NER) | 160, Nigeria (NGA) | 161, Niue (NIU) | 162, Norfolk Island (NFK) | 163, North Korea (PRK) | 164, Northern Mariana Islands (MNP) | 165, Norway (NOR) | 166, Oman (OMN) | 167, Pakistan (PAK) | 168, Palau (PLW) | 169, Palestine (PSE) | 170, Panama (PAN) | 171, Papua New Guinea (PNG) | 172, Paraguay (PRY) | 173, Peru (PER) | 174, Philippines (the) (PHL) | 175, Pitcairn (PCN) | 176, Poland (POL) | 177, Portugal (PRT) | 178, Puerto Rico (PRI) | 179, Qatar (QAT) | 180, Réunion (REU) | 181, Romania (ROU) | 182, Russia (RUS) | 183, Rwanda (RWA) | 184, Saint Barthélemy (BLM) | 185, Saint Helena, Ascension and Tristan da Cunha (SHN) | 186, Saint Kitts and Nevis (KNA) | 187, Saint Lucia (LCA) | 188, Saint Martin (French) (MAF) | 189, Saint Pierre and Miquelon (SPM) | 190, Saint Vincent and the Grenadines (VCT) | 191, Samoa (WSM) | 192, San Marino (SMR) | 193, Sao Tome and Principe (STP) | 194, Saudi Arabia (SAU) | 195, Senegal (SEN) | 196, Serbia (SRB) | 197, Seychelles (SYC) | 198, Sierra Leone (SLE) | 199, Singapore (SGP) | 200, Sint Maarten (Dutch) (SXM) | 201, Slovakia (SVK) | 202, Slovenia (SVN) | 203, Solomon Islands (SLB) | 204, Somalia (SOM) | 205, South Africa (ZAF) | 206, South Georgia and the South Sandwich Islands (SGS) | 207, South Korea (KOR) | 208, South Sudan (SSD) | 209, Spain (ESP) | 210, Sri Lanka (LKA) | 211, Sudan (SDN) | 212, Suriname (SUR) | 213, Svalbard and Jan Mayen (SJM) | 214, Sweden (SWE) | 215, Switzerland (CHE) | 216, Syrian Arab Republic (SYR) | 217, Taiwan (TWN) | 218, Tajikistan (TJK) | 219, Tanzania (TZA) | 220, Thailand (THA) | 221, The Bahamas (BHS) | 222, Timor-Leste (TLS) | 223, Togo (TGO) | 224, Tokelau (TKL) | 225, Tonga (TON) | 226, Trinidad and Tobago (TTO) | 227, Tunisia (TUN) | 228, Turkey (TUR) | 229, Turkmenistan (TKM) | 230, Turks and Caicos Islands (TCA) | 231, Tuvalu (TUV) | 232, Uganda (UGA) | 233, Ukraine (UKR) | 234, United Arab Emirates (ARE) | 235, United Kingdom (GBR) | 236, United States Minor Outlying Islands (UMI) | 237, United States of America (USA) | 238, Uruguay (URY) | 239, Uzbekistan (UZB) | 240, Vanuatu (VUT) | 241, Vatican City (VAT) | 242, Venezuela (VEN) | 243, Viet Nam (VNM) | 244, Virgin Islands (UK) (VGB) | 245, Virgin Islands (US) (VIR) | 246, Wallis and Futuna (WLF) | 247, Western Sahara (ESH) | 248, Yemen (YEM) | 249, Zambia (ZMB) | 250, Zimbabwe (ZWE) | 88, Other | 99, Unknown",,,,
demog_country_oth,presentación,Demografía,Especificar otro país,,,,,
demog_ni,presentación,Demografía,Paciente de Irlanda del Norte,"1, sí | 0, no | 99, desconocido",,,,
demog_postcode,presentación,Demografía,Código postal,,,,,
demog_nhc,presentación,Demografía,Número nacional de atención médica,,,,,
demog_race,presentación,Demografía,Raza (seleccione todo lo que se aplique),"1, árabe | 2, negro | 3, Asiático Oriental | 4, South Asian | 5, Sudeste Asiático | 6, asiático occidental | 7, latinoamericano | 8, blanco | 9, aborigen/Primeras Naciones/Indígenas | 88, otro | 99, desconocido",La raza se refiere a una categoría de humanidad que comparte ciertos rasgos físicos distintivos.,"Ingrese todo lo que aplique las siguientes opciones. Si 'otro', escriba en su totalidad el nombre de la carrera del paciente en el espacio a continuación. Si no se conoce la raza del paciente, seleccione 'desconocido'.",,
demog_race_other,presentación,Demografía,Especificar otra raza,,,,,
demog_ethnic,presentación,Demografía,Grupo étnico,"1, Yoruba | 2, Ibo | 3, Hausa | 4, ikwere | 5, Ogoni | 88, otro","Esto se refiere a la etnia del paciente o al grupo étnico importante al nacer. Excluya la nacionalidad, ya que las naciones a menudo incluyen muchos grupos étnicos diferentes (por ejemplo, Singapur es la nacionalidad, pero la agrupación étnica dentro de Singapur podría ser el este de Asia, el sur de Asia, etc.).","Ingrese todo lo que aplique las siguientes opciones. Si 'otro' escriba en el nombre del grupo étnico del paciente. Si no se conoce la etnia del paciente, seleccione 'Desconocido'.",,
demog_ethnicoth,presentación,Demografía,Especificar otro grupo étnico,,Esto se refiere a la etnia del paciente o al grupo étnico mayor al nacer que no se especificó anteriormente.,"Si 'otro', escriba en su totalidad el nombre del grupo étnico del paciente. No ingrese una carta o número correspondiente a un sistema de codificación de etnia local/nacional.",,
demog_healthcare,presentación,Demografía,Empleado como trabajador de la salud,"1, sí, paciente frente a | 2, sí, laboratorio | 3, sí, no pacientes/laboratorio | 0, no | 99, desconocido","Esto se refiere a un paciente empleado en la industria de la salud. Incluye aquellos que brindan atención en entornos orientados al paciente (es decir, roles que implican la interacción directamente con los pacientes) o los asentamientos que no se enfrentan al paciente (por ejemplo, personal de laboratorio, manejadores de desechos médicos).","Seleccione la opción más apropiada. Seleccione 'No' si el paciente no está empleado en la atención médica. Seleccione 'Desconocido', si se desconoce el estado del paciente como empleado de la salud.",,
demog_occupation,presentación,Demografía,Ubicación principal de la ocupación,"1, trabajo en casa o desempleado | 2, Interior-Office/Health/Education/Hospitality/Business/Homes | 3, en interiores de fama | 4, Contacto al aire libre (veterinario, granjero de animales, trabajador matadero) | 5, Outdoors-Agricultura/Forestry/Fisheries | 6, coleccionista Outdoors-DPS | 7, construcción al aire libre/industrial/minería | 8, Fuerzas Armadas | 9, Estudiante | 88, otro | 99, desconocido",Esto se refiere a la ubicación en la que el paciente realiza la mayoría del trabajo relacionado con su ocupación actual.,"Seleccione la opción más apropiada. Seleccione 'Otro' si la ubicación principal no está disponible, escriba la ubicación en el espacio que se proporciona a continuación. Seleccione 'Desconocido', si no se conoce la ubicación principal del paciente.",,
demog_occupation_oth,presentación,Demografía,Especificar otra ubicación primaria de la ocupación,,Esto se refiere a otra ubicación primaria de ocupación que no se especificó anteriormente.,,,
demog_residence,presentación,Demografía,Ciudad de residencia del paciente,"1, igual que el centro de atención médica | 2, diferente del centro de atención médica | 99, desconocido",Esto se refiere a la ciudad de residencia del paciente en relación con la ubicación de este centro de atención médica.,"Seleccione la opción más apropiada. Si la ciudad de residencia del paciente es diferente a la ciudad en la que se encuentra este centro de salud, especifique la región de residencia del paciente a continuación. Si no se conoce la ciudad de residencia del paciente, seleccione 'desconocido'.",,
demog_residence_oth,presentación,Demografía,Especificar otra región de residencia,,,"Escriba la región de residencia de los pacientes, si difiere de la ubicación de este centro de atención médica.",,
demog_subdistrict,presentación,Demografía,Especificar la región (subdistrito) de residencia,,,"Escriba la región de los pacientes o el subdistrito de residencia, si difiere de la ubicación de este centro de atención médica.",,
travel_travel14d,presentación,Historial de viajes,¿Viajó el paciente fuera de su región natal en los últimos 14 días?,"1, sí | 0, no | 99, desconocido","Esto se refiere a viajar a otra ciudad/ciudad o región, otra parte del país o en el extranjero a otro país dentro de los 14 días antes de que comenzara los síntomas relacionados con la enfermedad actual. Si el paciente ha viajado lejos de su lugar de residencia habitual dentro de los 14 días posteriores al inicio de los síntomas, ingrese a la ubicación que se visitó. Se pueden ingresar hasta tres ubicaciones. Ingrese el nombre de la ciudad/área geográfica visitada y del país.","Indique 'sí', si el paciente ha alejado su lugar de residencia habitual dentro de los 14 días posteriores al inicio de los síntomas.",,
travel_loc,presentación,Historial de viajes,Especificar todas las ciudades/ciudades o pueblos y regiones de viajes,,,"Si el paciente ha viajado lejos de su lugar de residencia habitual dentro de los 14 días posteriores al inicio de los síntomas, ingrese a la ubicación que se visitó.",,
travel_enter,presentación,Historial de viajes,Fecha individual ingresó al país,,,,,
travel_begin,presentación,Historial de viajes,Fecha cuando comenzó el viaje,,,,,
expo14_drinkdps,presentación,Historial de exposición en los 14 días anteriores,Beber savia de palma de cita cruda (DPS),"1, sí | 0, no | 99, desconocido",,"Indique 'sí' si el paciente informa que ha consumido savia de palma de fecha cruda (DPS) en los 14 días previos al inicio del primer síntoma. Si el paciente no está seguro, indique 'desconocido'.",,
expo14_drinkfdps,presentación,Historial de exposición,Beber DPS fermentado,"1, sí | 0, no | 99, desconocido",,"Indique 'sí' si el paciente informa haber consumido savia de palma de fecha fermentada (DPS) en los 14 días previos al inicio de los primeros síntomas. Si el paciente no está seguro, indique 'desconocido'.",,
expo14_batbir,presentación,Historial de exposición,Comer frutas comidas de murciélagos/pájaros,"1, sí | 0, no | 99, desconocido",Se refiere al consumo de alimentos contaminados por líquidos de aves o murciélagos.,"Indique 'sí' si el paciente informa que ha consumido fruta contaminada por líquidos de aves o murciélagos en los 14 días previos al inicio del primer síntoma. Si el paciente no está seguro, indique 'desconocido'.",,
expo14_similar,presentación,Historial de exposición,Contacto cercano con el paciente con una enfermedad similar,"1, sí | 0, no | 99, desconocido","El contacto cercano se refiere a un paciente que ha brindado atención (incluido el trabajador de la salud o un miembro de la familia) o tuvo otro contacto físico cercano similar con una persona que exhibe síntomas similares. Incluye a cualquiera que se quedara en el mismo lugar (por ejemplo, vivió, visitado) como una persona que exhibe síntomas similares. Este contacto cercano debe haber ocurrido en los 14 días previos al inicio del primer síntoma para el participante.",Indique 'Sí' si el paciente ha tenido un contacto cercano con una persona que exhibe síntomas/enfermedades similares en los 14 días anteriores al inicio del primer síntoma. Si 'sí' especifica a continuación.,,
