Variable,Form,Section,Question,Answer Options,Definition,Completion Guideline,Language Speaker Reviewed,Clinical Language Speaker Reviewed
inclu_consentsec_rsch,apresentação,Critérios de inclusão,"Uso futuro de dados pseudonimizados em pesquisas eticamente aprovadas, incluindo pesquisas em outros países","1, sim | 0, não",Refere -se ao consentimento para o uso secundário futuro de dados pseudonimizados em pesquisa eticamente aprovada,Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_consentsec_prod,apresentação,Critérios de inclusão,"Uso futuro de dados pseudonimizados para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais","1, sim | 0, não","Refere -se ao consentimento para o uso secundário futuro de dados pseudonimizados para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais",Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_consentsec_gen,apresentação,Critérios de inclusão,"Uso futuro de dados genéticos pseudonimizados em pesquisas eticamente aprovadas, incluindo pesquisas em outros países","1, sim | 0, não",Refere -se ao consentimento para o uso secundário futuro de dados genéticos pseudonimizados em pesquisas eticamente aprovadas,Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_consentsecsamp,apresentação,Critérios de inclusão,"Uso secundário de amostras coletadas, o participante concordou com as seguintes declarações:",,,,,
inclu_consentsecsamp_rsch,apresentação,Critérios de inclusão,"Uso futuro de amostras pseudonimizadas em pesquisas eticamente aprovadas, incluindo pesquisas em outros países","1, sim | 0, não","Refere -se ao consentimento para o uso secundário futuro de amostras pseudonimizadas em pesquisas eticamente aprovadas, incluindo pesquisas em outros países",Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_consentsecsamp_prod,apresentação,Critérios de inclusão,"Uso futuro de amostras ou materiais pseudonimizados ou dados derrubados dessas amostras para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais","1, sim | 0, não","Refere -se ao consentimento para o uso secundário futuro de amostras ou materiais ou materiais pseudonimizados ou dados derrubados dessas amostras para fabricar testes, tratamentos ou outros produtos, incluindo produtos comerciais",Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_consentsecsamp_gen,apresentação,Critérios de inclusão,"Uso futuro de amostras genéticas pseudonimizadas em pesquisas eticamente aprovadas, incluindo pesquisas em outros países","1, sim | 0, não","Refere -se ao consentimento para o uso secundário futuro de amostras genéticas pseudonimizadas em pesquisas eticamente aprovadas, incluindo pesquisas em outros países",Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
inclu_consentcont,apresentação,Critérios de inclusão,Contato,,,,,
inclu_consentcont_nstudy,apresentação,Critérios de inclusão,"A ser contatado para participar de trabalhos futuros, incluindo estudos de pesquisa","1, sim | 0, não","Refere -se ao contato para ser contatado para participar de trabalhos futuros, incluindo estudos de pesquisa",Esta é uma questão de consentimento opcional e não é necessária para a conclusão da CRF restante.,,
dates_onsetdate,apresentação,Início e apresentação,Data de início do primeiro / primeiro sintoma,,"Isso se refere à data de início do primeiro / mais antigo sintoma, que está clinicamente relacionado ao episódio atual da doença.",Forneça a data do primeiro sintoma que você acredita clinicamente foi relacionado a este episódio de doença no formato DD/MM/AAA.,,
dates_consult,apresentação,Início e apresentação,Data da primeira consulta clínica,,Isso se refere à data da primeira consulta clínica relacionada ao episódio atual de doença.,Forneça a data da primeira consulta clínica relacionada ao episódio atual de doença em formato DD/MM/AAYYY.,,
dates_adm,apresentação,Início e apresentação,Admitido no hospital,"1, sim | 0, não | 99, desconhecido",Isso se refere à admissão do paciente no seu site para a doença atual.,"Indique 'sim', se esse paciente foi admitido no seu site.",,
dates_adm_reas,apresentação,Início e apresentação,Razão para hospitalização,,Isso se refere ao motivo (indicação) para hospitalização.,"Se 'sim', especifique o motivo (indicação) para hospitalização.",,
dates_admdate,apresentação,Início e apresentação,Data de admissão hospitalar,,Isso se refere à data de hospitalização / admissão do paciente no seu site para a doença atual.,Digite a data de hospitalização/admissão em seu site (em formato DD/MM/AAYYY).,,
dates_admtime,apresentação,Início e apresentação,Tempo de admissão hospitalar,,Isso se refere à admissão do paciente no seu site para a doença atual.,Digite o horário da admissão no seu site em formato 24 horas (00:00 - 24:00 horas).,,
dates_enrolment,apresentação,Início e apresentação,Data da inscrição / início da coleta de dados,,Isso se refere à data de inscrição / início da coleta de dados.,Insira a data da inscrição no estudo do paciente no formato do dia/mês/ano (DD/mm/aaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,
dates_firstsym,apresentação,Início e apresentação,Sintomas durante as primeiras 24 horas de doença (selecione tudo o que se aplica),,"Isso se refere ao primeiro sintoma, ou sintomas (se múltiplas ocorreu ao mesmo tempo), que você acredita clinicamente relacionado a esse episódio de doença.",Selecione todos os sintomas que o paciente experimentou durante as primeiras 24 horas de doença (selecione tudo o que se aplica).,,
readm_prevadm,apresentação,Re-admissão e pino anterior,O paciente foi admitido anteriormente ou transferido de qualquer outra instalação durante este episódio de doença?,"1, sim-admitido anteriormente nesta instalação e descarregado | 2, sim-admitido a outras instalações e descarregado | 3, sim-admitido para outra instalação e depois transferido para esta instalação | 0, não | 99, desconhecido",Isso se refere à admissão anterior a um centro de saúde ou transferência de outro centro de saúde durante o episódio atual de doença.,Selecione a opção mais apropriada que representa se o paciente admitiu anteriormente ou transferido de qualquer outra instalação durante este episódio de doença.,,
readm_prevsite,apresentação,Re-admissão e pino anterior,Nome da instalação de transferência,,Isso se refere ao nome da instalação da qual o paciente foi admitido ou transferido anteriormente.,Digite o nome da instalação da qual o paciente foi admitido ou transferido anteriormente.,,
readm_numprev,apresentação,Re-admissão e pino anterior,Número total de admissões anteriores para esta infecção,,"Isso se refere ao número de vezes (para esta infecção), o paciente foi admitido em um centro de saúde.","Indique o número de vezes (para esta infecção), o paciente foi admitido em um centro de saúde.",,
readm_firstadmdt,apresentação,Re-admissão e pino anterior,Data de admissão mais antiga para esta infecção,,"Isso se refere à data da primeira admissão para esta doença. Se o paciente foi admitido pela primeira vez em outras instalações, depois transferiu para esta instalação 'a data em que o paciente foi admitido no outro centro de saúde.",Escreva a data em formato dd/mm/yyyy.,,
readm_difpin,apresentação,Re-admissão e pino anterior,Os dados do paciente foram coletados anteriormente sob um número diferente de identificação do participante (PIN)?,"1, sim | 0, não | 99, desconhecido",,Indique 'sim' se os dados do paciente foram coletados anteriormente sob um número diferente de identificação do participante (PIN),,
readm_prevpin,apresentação,Re-admissão e pino anterior,Número anterior de identificação do participante (PIN),,O número de identificação do participante ou o PIN é um número exclusivo usado para identificar os dados do paciente (participante).,Escreva o número de identificação do participante (PIN).,,
readm_reas,apresentação,Re-admissão e pino anterior,O paciente está sendo readmitido ou devido à infecção com patógeno de interesse?,"1, sim | 0, não | 99, desconhecido",Isso se refere à re-admissão do paciente com ou devido à infecção com patógeno de interesse.,Indique 'sim' se o paciente estiver sendo re-admitido ou devido à infecção com patógeno de interesse.,,
demog_sex,apresentação,Dados demográficos,Sexo no nascimento,"1, masculino | 2, feminino | 88, outro | 99, não especificado/desconhecido",Isso se refere às características sexuais físicas ao nascer.,Selecione a opção mais apropriada que representa as características sexuais físicas no nascimento.,,
demog_sex_oth,apresentação,Dados demográficos,Especifique outro sexo no nascimento,,Isso se refere às características sexuais físicas ao nascer.,"Se 'outro', especifique as características sexuais físicas no nascimento.",,
demog_birthdate,apresentação,Dados demográficos,Data de nascimento,,Isso se refere à data do calendário em que o paciente nasceu.,Registre a data dos participantes de nascimento em formato dd/mm/yyyy.,,
demog_gender,apresentação,Dados demográficos,Gênero,"1, homem | 2, mulher | 3, transgênero | 4, não binário | 88, outro | 99, desconhecido","Isso se refere ao sentido internamente de uma pessoa de sexo, que pode ou não corresponder ao sexo genotípico ou fenotípico do indivíduo.",Selecione a opção mais apropriada que representa a identidade de gênero do paciente.,,
demog_gender_oth,apresentação,Dados demográficos,Especifique outro gênero,,"Isso se refere ao sentido internamente de uma pessoa de sexo, que pode ou não corresponder ao sexo genotípico ou fenotípico do indivíduo.",Se 'outros' especificar a identidade de gênero do paciente.,,
demog_age,apresentação,Dados demográficos,Idade,,Isso se refere à idade do paciente.,"Para participantes com mais de dois anos, relate a idade em anos. Para crianças menores de um ano, informe -se em meses. Para neonatos, com menos de um mês, relate -se em dias.",,
demog_age_units,apresentação,Dados demográficos,Unidades etárias,"1, anos | 2, meses | 3, dias",Isso se refere à idade do paciente na apresentação do centro de saúde.,Selecione as unidades mais apropriadas para a idade.,,
demog_country,apresentação,Dados demográficos,País,,,Indicar o país de inscrição,,
demog_height_cm,apresentação,Dados demográficos,Altura (cm),,"Isso se refere à distância da sola à coroa da cabeça com o corpo em pé em uma superfície plana e totalmente estendida. Para crianças menores de 2 anos, use o comprimento do corpo (medido enquanto deitado supino).","Indique a altura do paciente em centímetros (cm). Para crianças menores de 2 anos, use comprimento.",,
demog_weight_kg,apresentação,Dados demográficos,Peso (kg),,"Isso se refere ao peso de um sujeito, expresso em quilogramas (kg).",Indique o peso do paciente em quilogramas (kg).,,
demog_race,apresentação,Dados demográficos,Corrida (selecione tudo o que se aplica),"1, árabe | 2, preto | 3, Leste Asiático | 4, sul da Ásia | 5, Sudeste Asiático | 6, West Asian | 7, América Latina | 8, branco | 9, Aborígine/Primeira Nações/Indígenas | 88, outro | 99, desconhecido",Isso se refere a uma categoria de origem ancestral geográfica atribuída a um grupo populacional baseado principalmente em características físicas que se consideram distintas e inerentes.,Selecione tudo o que se aplica.,,
demog_race_other,apresentação,Dados demográficos,Especifique outra raça,,Isso se refere a uma categoria de origem ancestral geográfica atribuída a um grupo populacional baseado principalmente em características físicas que se consideram distintas e inerentes.,"Se 'outro', especifique a corrida.",,
demog_healthcare,apresentação,Dados demográficos,Empregado como trabalhador de saúde,"1, sim | 0, não | 99, desconhecido",Isso se refere a um paciente empregado no setor de saúde.,Selecione a opção mais apropriada.,,
demog_healthcare_ptfacing,apresentação,Dados demográficos,Paciente voltado,"1, sim | 0, não | 99, desconhecido","Isso se refere a um paciente empregado no setor de saúde que presta atendimento em ambientes voltados para o paciente (ou seja, funções que envolvem interação diretamente com os pacientes).",Selecione a opção mais apropriada.,,
demog_healthcare_expbiosample,apresentação,Dados demográficos,Exposto a amostras biológicas,"1, sim | 0, não | 99, desconhecido","Isso se refere a um paciente que é empregado no setor de saúde que presta atendimento em ambientes não-pacíficos, mas é exposto a amostras biológicas (por exemplo, equipe de laboratório, manipuladores de resíduos médicos).",Selecione a opção mais apropriada.,,
demog_riskoccupa,apresentação,Dados demográficos,Ocupação do paciente,,Isso se refere à principal atividade que uma pessoa faz para ganhar a vida.,Selecione tudo o que se aplica.,,
demog_occupation,apresentação,Dados demográficos,Localização primária de ocupação,"1, trabalho em casa ou desempregado | 2, Indoors-office/Saúde/Educação/Hospitalidade/Business/Homes | 3, internofactory | 8, Contato ao ar livre-animal (veterinário, agricultor de animais, trabalhador de matadouro) | 4, ao ar livre-agricultura/silvicultura/pesca | 5, ao ar livre-construção/industrial/mineração | 6, Forças Armadas | 7, aluno | 88, outro | 99, desconhecido",Isso se refere ao local em que o paciente conduz a maioria dos trabalhos relacionados à sua ocupação atual.,Selecione a opção mais apropriada que representa a localização principal da ocupação.,,
demog_occupation_oth,apresentação,Dados demográficos,Especifique outra localização primária de ocupação,,Isso se refere ao local em que o paciente conduz a maioria dos trabalhos relacionados à sua ocupação atual.,"Se 'outro', especifique a localização principal da ocupação.",,
demog_residence,apresentação,Dados demográficos,Cidade da residência do paciente,"1, o mesmo que o centro de saúde | 2, diferente de cuidados de saúde | 99, desconhecido",Isso se refere à cidade que uma pessoa habita mais do que temporariamente ou vive permanentemente.,"Se a cidade de residência do paciente for diferente da cidade em que esta instalação de saúde está localizada, especifique a região de residência do paciente abaixo.",,
demog_residence_oth,apresentação,Dados demográficos,Especifique outra região de residência,,Isso se refere à cidade que uma pessoa habita mais do que temporariamente ou vive permanentemente.,"Se 'diferente de instalações de casos de saúde', especifique a região de residência do paciente.",,
travel_travel14d,apresentação,História de viagem,O paciente viajou para fora de sua região natal nos últimos 14 dias?,"1, sim | 0, não | 99, desconhecido","Isso se refere a viajar para outra cidade/cidade ou região, outra parte do país ou para o exterior para outro país dentro de 14 dias antes do início dos sintomas relacionados à doença atual.","Indique 'sim', se o paciente viajasse para outra cidade/cidade ou região, outra parte do país ou para o exterior para outro país dentro de 14 dias antes do início dos sintomas relacionados à doença atual.",,
travel_loc,apresentação,História de viagem,Especifique todas as cidade / cidades ou cidades e regiões (s) de viagem,,"Isso se refere a todas as cidades / cidades ou cidades e regiões (s), para as quais o paciente viajou dentro de 14 dias antes do início dos sintomas relacionados à doença atual.","Se o paciente viajar para longe de seu local de residência habitual dentro de 14 dias após o início dos sintomas, entre nos locais que foram visitados.",,
expo14_yn,apresentação,Histórico de exposição nos 14 dias anteriores,História de contato com o caso humano suspeito ou confirmado do mesmo patógeno?,"1, sim | 0, não | 99, desconhecido","Isso se refere ao paciente ter um histórico de contato com qualquer pessoa que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, cama etc.).","Indique 'sim', se o paciente tiver um histórico de contato com qualquer pessoa que apresente sintomas semelhantes ou com caso confirmado conhecido, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, roupas de cama etc.).",,
expo14_date,apresentação,Histórico de exposição nos 14 dias anteriores,Data de contato com caso suspeito ou confirmado,,"Isso se refere à data de contato com qualquer pessoa que apresente sintomas semelhantes ou com casos confirmados conhecidos, ou com material contaminado de um caso suspeito ou confirmado (por exemplo, fluidos corporais, objetos, cama etc.).",Escreva a data de contato com o caso suspeito ou confirmado no formato dd/mm/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,
expo14_type,apresentação,Histórico de exposição nos 14 dias anteriores,Tipo de exposição humana,"1, contato da comunidade | 2, transmissão vertical | 3, Exposição do Trabalhador da Saúde | 4, transmissão sexual | 5, contato familiar / doméstico | 88, outro | 99, desconhecido","Isso se refere ao modo de exposição a um caso suspeito ou confirmado. O contato da comunidade refere -se a um evento de exposição fora do ambiente de saúde. A transmissão vertical refere-se à transmissão de mãe para filho. A exposição aos trabalhadores da saúde refere -se a um evento de exposição em um ambiente de saúde. A transmissão sexual refere -se à infecção propagada pelo contato sexual. O contato familiar / doméstico refere -se à transmissão de infecção de indivíduos que esperam compartilhar acomodações de vida na maioria dos dias (e, portanto, para quem contínuo contato próximo é inevitável)",Selecione tudo o que se aplica.,,
expo14_type_oth,apresentação,Histórico de exposição nos 14 dias anteriores,Especifique outro tipo de exposição humana,,Isso se refere ao modo de exposição a um caso suspeito ou confirmado não especificado acima.,"Se 'outro', especifique o modo de exposição a um caso suspeito ou confirmado.",,
expo14_setting,apresentação,Histórico de exposição nos 14 dias anteriores,Configuração de contato,"1, família | 2, ocupacional | 4, Instalação de Saúde | 88, outro | 99, desconhecido",Isso se refere ao ambiente em que a pessoa pode ter entrado em contato com um caso suspeito ou confirmado.,Selecione a opção mais apropriada que representa a configuração de contato com um caso confirmado ou suspeito.,,
expo14_setting_oth,apresentação,Histórico de exposição nos 14 dias anteriores,Especifique outra configuração de contato,,Isso se refere ao ambiente em que a pessoa pode ter entrado em contato com um caso suspeito ou confirmado.,"Se 'outro', especifique a configuração de contato com um caso confirmado ou suspeito.",,
expo14_animalcon,apresentação,Histórico de exposição nos 14 dias anteriores,"Algum contato com animais, casas de animais, carnes ou outros produtos de origem animal nos últimos 14 dias?","1, sim | 0, não | 99, desconhecido","Isso se refere ao contato com animais, casas de animais, carnes ou outros produtos de origem animal que ocorreram nos últimos 14 dias.","Indique 'sim' se o paciente estivesse em contato com animais, casas de animais, carnes ou outros produtos de origem animal que ocorreram nos últimos 14 dias.",,
expo14_animalcon_date,apresentação,Histórico de exposição nos 14 dias anteriores,Data de contato com fonte animal suspeita ou confirmada,,"Isso se refere à data de contato com animais, casas de animais, carnes ou outros produtos de origem animal que ocorreram nos últimos 14 dias.","Escreva a data de contato com animais, casas de animais, carnes ou outros produtos de origem animal que ocorreram nos últimos 14 dias, no formato dd/mm/aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa",,
expo14_animalcon_bird,apresentação,Histórico de exposição nos 14 dias anteriores,"Contato com Bird Live (por exemplo, galinhas, perus, patos)","1, sim | 0, não | 99, desconhecido","Isso se refere ao contato com o Live Bird (por exemplo, galinhas, perus, patos) que ocorreram nos últimos 14 dias.",Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_cow,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com vacas leiteiras e/ou equipamentos de ordenha,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato com vacas leiteiras e/ou equipamentos de ordenha que ocorreram nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_othercow,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com gado além de vacas leiteiras,"1, sim | 0, não | 99, desconhecido","Isso se refere ao contato com gado, exceto vacas leiteiras que ocorreram nos últimos 14 dias.",Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_pig,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com porcos,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato com porcos que ocorreram nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_nhprim,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com primatas não humanos,"1, sim | 0, não | 99, desconhecido","Isso se refere ao contato com primatas não humanos (um grupo de mamíferos compostos por símios - macacos e macacos - e prosimianos, como lêmures) que ocorreram nos últimos 14 dias.",Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_rat,apresentação,Histórico de exposição nos 14 dias anteriores,"Contato com roedores (por exemplo, ratos, ratos, esquilos)","1, sim | 0, não | 99, desconhecido","Isso se refere ao contato com roedores (por exemplo, ratos, ratos, esquilos) que ocorreram nos últimos 14 dias.",Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_cats,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com gatos,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato com gatos que ocorreram nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_domani,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com cães,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato com cães que ocorreram nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_feces,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com fezes de animais ou ninhos,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato com fezes ou ninhos de animais que ocorreram nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_sickanim,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com animal doente ou animal morto,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato com animais doentes ou animais mortos que ocorreram nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_rawmeat,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com carne de animal cru / sangue animal,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato com o sangue de carne de animal cru / animal que ocorreu nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_unpasteur,apresentação,Histórico de exposição nos 14 dias anteriores,Contato ou consumo de leite não pasteurizado ou laticínios,"1, sim | 0, não | 99, desconhecido",Isso se refere ao contato ou ao consumo de leite não pasteurizado ou laticínios que ocorreram nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_wildgame,apresentação,Histórico de exposição nos 14 dias anteriores,"Contato com jogo selvagem esfolado, vestido ou comido","1, sim | 0, não | 99, desconhecido","Isso se refere ao contato com um jogo selvagem esfolado, vestido ou comido, que ocorreu nos últimos 14 dias.",Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_visitzoo,apresentação,Histórico de exposição nos 14 dias anteriores,"Visita ao mercado de animais ao vivo, fazenda ou zoológico","1, sim | 0, não | 99, desconhecido","Isso se refere a visitar o mercado de animais, fazenda ou zoológico ao vivo que ocorreu nos últimos 14 dias.",Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_animalsurg,apresentação,Histórico de exposição nos 14 dias anteriores,Participou de cirurgia animal ou necropsia,"1, sim | 0, não | 99, desconhecido",Isso se refere à participação em cirurgia animal ou necropsia que ocorreu nos últimos 14 dias.,Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_other,apresentação,Histórico de exposição nos 14 dias anteriores,Outro contato com animal não listado acima,"1, sim | 0, não | 99, desconhecido","Isso se refere a outro contato com o animal, não listado acima, que ocorreu nos últimos 14 dias.",Indique 'sim' se o paciente experimentou isso nos últimos 14 dias.,,
expo14_animalcon_oth,apresentação,Histórico de exposição nos 14 dias anteriores,Especifique outros contatos de animais,,"Isso se refere a outro contato com o animal, não listado acima, que ocorreu nos últimos 14 dias.","Se 'sim', especifique qualquer outro contato com o animal com ocorrido nos últimos 14 dias.",,
expo14_wild,apresentação,Histórico de exposição nos 14 dias anteriores,Contato com a vida selvagem,"1, sim | 0, não | 99, desconhecido",Refere -se a um paciente que teve contato físico direto ou se aproximando de animais considerados selvagens ou selvagens ou não adaptados para uso doméstico. Não inclui animais selvagens em zoológicos. O contato deve ter ocorrido nos 14 dias anteriores ao primeiro início dos sintomas.,Indique 'sim' se o paciente teve exposição à vida selvagem nos 14 dias anteriores ao início do primeiro sintoma.,,
expo14_wild_spec,apresentação,Histórico de exposição nos 14 dias anteriores,Especifique o contato com a vida selvagem,,Refere -se a um paciente que teve contato físico direto ou se aproximando de animais considerados selvagens ou selvagens ou não adaptados para uso doméstico. Não inclui animais selvagens em zoológicos. O contato deve ter ocorrido nos 14 dias anteriores ao primeiro início dos sintomas.,"Se 'sim', especifique o modo de contato com a vida selvagem.",,
preg_pregnant,apresentação,GRAVIDEZ,Grávida,"1, sim | 0, não | 99, desconhecido",Isso se refere a mulheres que se reportarem para estar grávida e/ou tiveram um teste de gravidez positivo nos últimos dias.,"Indique 'sim', se o paciente estiver grávida. Se o paciente tiver idade fértil, sem teste de gravidez negativo, selecione 'desconhecido'.",,
preg_geswek,apresentação,GRAVIDEZ,Avaliação das semanas gestacionais,,Isso se refere à idade gestacional do feto (escrita em semanas). Pode ser calculado a partir do último período menstrual da mulher (LMP) ou calculado usando a melhor data de vencimento estimada obstétrica (EDD) com base na seguinte fórmula: idade gestacional = (280 - (EDD - Data de referência)). A data de referência é a data em que você está tentando determinar a idade gestacional.,Indique a idade gestacional estimada do feto (em semanas).,,
preg_postpartum,apresentação,GRAVIDEZ,Pós-parto (dentro de 6 semanas após a entrega),"1, sim | 0, não | 99, desconhecido",Isso se refere ao período temporal relacionado à mãe desde a conclusão do trabalho até seis semanas após a entrega.,"Indique 'sim', se o paciente estiver no período pós-parto (dentro de 6 semanas após o parto).",,
preg_delvdt,apresentação,GRAVIDEZ,Data de entrega,,Isso se refere à data real da entrega.,Digite a data da entrega no formato dd/mm/yyyy.,,
preg_bboutc,apresentação,GRAVIDEZ,Resultado da gravidez,"1, nascimento vivo | 2, Stillbirth | 4, aborto aborto | 3, rescisão",Isso se refere ao resultado da concepção anterior e da gravidez subsequente.,Indicar o resultado da gravidez anterior.,,
preg_gesweekout,apresentação,GRAVIDEZ,Semanas gestacionais no resultado da gravidez,,Isso se refere à idade gestacional (em semanas) no resultado da gravidez (parto / natimorto / aborto / rescisão da gravidez).,Indique a idade gestacional estimada em semanas.,,
preg_bbtest,apresentação,GRAVIDEZ,Bebê testado para a infecção por interesse da mãe,"1, sim | 0, não | 99, desconhecido",Isso se refere a testar o bebê para a infecção por interesse da mãe.,Indique 'sim' se o bebê foi testado para a infecção por interesse da mãe.,,
preg_bbresl,apresentação,GRAVIDEZ,Resultado do teste da infecção por interesse da mãe,"1, positivo | 0, negativo | 99, desconhecido",Isso se refere ao resultado de testar o bebê para a infecção por interesse da mãe.,Indique o resultado do teste.,,
infa_brtwei,apresentação,Bebê: com menos de 12 meses de idade,Peso ao nascer (unidades selecionadas),,,,,
